Apps,relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.019822046,0.022352362,0.026857061,0.022450319,0.043956045,0.03446691,0.05882353,0.12,0.24661072,0.028737934,0.09703409,0,1,0.099159665,0.33230785,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.03603559,0.038769685,0.046006903,0.039727714,0.06776557,0.05422794,0.09803922,0.16,0.84377015,0.047250576,0.09648532,0,1,0.09747899,0.35837367,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.05882353,0.061791338,0.072816685,0.06395381,0.07967033,0.081801474,0.09803922,0.16,0.7043254,0.07314125,0.0967869,0,1,0.1070028,0.2363337,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.08798814,0.09133858,0.10728639,0.09505141,0.08699634,0.11810662,0.11764706,0.16,0.056165267,0.106404185,0.0965719,0,1,0.107563026,0.19808742,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.025457243,0.03128937,0.035793655,0.02961349,0.1007326,0.05101103,0.11764706,0.28,0.3460297,0.042147394,0.2257362,0,1,0.21792717,0.2870107,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.05437469,0.058464568,0.06340725,0.057549853,0.102564104,0.07720588,0.11764706,0.32,0.5196901,0.067614116,0.22615288,0,1,0.2140056,0.2363337,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.102916464,0.10385827,0.10936687,0.104204826,0.13553114,0.119944856,0.1764706,0.32,0.26533246,0.10995177,0.22489266,0,1,0.22885154,0.12524594,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.17103311,0.16747047,0.17381437,0.16959126,0.15842491,0.17876838,0.1764706,0.32,0.38928342,0.16931495,0.22523199,0,1,0.24145658,0.10903062,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.25793377,0.24906497,0.25646603,0.2534647,0.20879121,0.2564338,0.25490198,0.32,0.21755971,0.24565253,0.22477703,0,1,0.24397759,0.05669832,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.003707365,0.004064961,0.005721311,0.004237852,0.014652015,0.008731618,0.019607844,0.04,0.39767593,0.005780561,0.033144496,0,1,0.0232493,0.64297086,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.007513594,0.008090551,0.010875219,0.008565779,0.016483517,0.014246323,0.019607844,0.08,0.114912845,0.010906978,0.032933053,0,1,0.026890757,1,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.01349481,0.014714567,0.019480826,0.01566461,0.02014652,0.02389706,0.019607844,0.04,0.50096834,0.019477319,0.032865472,0,1,0.03165266,0.46552527,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.021997035,0.023996063,0.031538133,0.025628708,0.025641026,0.037224267,0.039215688,0.08,0.52679145,0.031480517,0.03335503,0,1,0.033333335,0.33230785,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.032970835,0.035964567,0.047047142,0.03847523,0.026556777,0.05422794,0.039215688,0.08,0.45706907,0.04693885,0.033348978,0,1,0.045658264,0.35837367,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.005289174,0.011545275,0.010827935,0.009222045,0.043040294,0.017003676,0.05882353,0.08,0.4241446,0.017621351,0.097015075,0,1,0.09747899,0.46552527,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.015027188,0.021387795,0.02231784,0.01958934,0.043956045,0.028952206,0.05882353,0.08,0.52420914,0.028712528,0.097117946,0,0,0.09803922,0.46552527,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.031240731,0.03781496,0.04146768,0.036875315,0.06043956,0.049172793,0.078431375,0.08,0.1510652,0.04720051,0.096764535,0,0.5,0.10420168,0.33230785,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.05402867,0.06082677,0.06827746,0.061092835,0.07783883,0.07628676,0.09803922,0.12,0.40929633,0.07312372,0.09688413,0,0.5,0.10952381,0.1982879,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.08309441,0.09036417,0.10274717,0.09218185,0.08974359,0.112591915,0.09803922,0.12,0.551969,0.10637759,0.096685365,0,0.5,0.107563026,0.2363337,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.01576866,0.02934055,0.026762495,0.023874374,0.1007326,0.03998162,0.11764706,0.2,0.09360878,0.042147852,0.22500391,0,0.5,0.21988796,0.35837367,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.044834405,0.05656496,0.05437609,0.05186221,0.102564104,0.066176474,0.11764706,0.2,0.39122015,0.06756123,0.22618374,0,0.5,0.21680672,0.1982879,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.09347504,0.10198819,0.10033571,0.098547205,0.13919415,0.10891544,0.1764706,0.2,0.7036798,0.110013545,0.22430871,0,0.5,0.22605042,0.16835731,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.16134454,0.16550197,0.16478321,0.16382642,0.16483517,0.16773897,0.1764706,0.2,0.10135572,0.16934818,0.22527555,0,0.5,0.23613445,0.10903062,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.24869007,0.24721457,0.24757671,0.24781995,0.19871795,0.2454044,0.21568628,0.24,0.78954166,0.24569376,0.22488497,0,0.5,0.24845938,0.05669832,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.001334652,0.00359252,0.0034517,0.002818086,0.014652015,0.005974265,0.019607844,0.04,0.49515817,0.005790165,0.033122245,0,1,0.022408964,0.46552527,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.005289174,0.00765748,0.008652891,0.007180327,0.016483517,0.01148897,0,0.04,0.24467398,0.010942993,0.03271403,0,0.5,0.024369748,0.46552527,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.011023233,0.014212598,0.017211216,0.014214817,0.02014652,0.021139706,0.019607844,0.04,0.55067784,0.019488921,0.032605726,0,0.5,0.030812325,0.64297086,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.019673752,0.023533465,0.029268524,0.02422181,0.024725275,0.03446691,0.039215688,0.04,0.58553904,0.031472497,0.033561464,0,0.5,0.035014007,0.33230785,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.03059812,0.035482284,0.04477753,0.037051175,0.025641026,0.05147059,0.039215688,0.04,0.6920594,0.04690226,0.03273594,0,0.5,0.043977592,0.33230785,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.016114682,0.020620078,0.024729302,0.019602207,0.072344325,0.03630515,0.09803922,0.24,0.53905743,0.029360367,0.16121277,0,1,0.15630253,0.35837367,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.030696984,0.0353937,0.041987803,0.035151005,0.072344325,0.0546875,0.09803922,0.24,0.20529374,0.0459767,0.16179015,0,1,0.16442578,0.2518637,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.0550173,0.06003937,0.07068892,0.061084256,0.0970696,0.08455882,0.13725491,0.24,0.9354422,0.07370631,0.16127226,0,1,0.16386555,0.1982879,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.089174494,0.0945374,0.11092723,0.09739767,0.12179487,0.12545955,0.15686275,0.24,0.522918,0.11252911,0.1610414,0,1,0.17002802,0.16835731,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.13282254,0.13886811,0.16260816,0.14403977,0.15201466,0.1796875,0.19607843,0.24,0.45836022,0.16245215,0.16166057,0,1,0.17450981,0.12524594,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.038853187,0.04872047,0.055321764,0.045797106,0.15842491,0.07904412,0.19607843,0.48,0.36862493,0.066099904,0.35472104,0,1,0.33165267,0.19808742,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.08255067,0.08957677,0.09674216,0.08779816,0.16208792,0.11810662,0.19607843,0.48,0.13428017,0.10426112,0.35571006,0,1,0.34201682,0.12524594,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.1553139,0.15765747,0.16572888,0.15776561,0.21794872,0.18244486,0.27450982,0.48,0.5713363,0.16787788,0.3532965,0,1,0.35630253,0.13659877,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.2568957,0.25293308,0.26223463,0.2557123,0.26648352,0.2711397,0.3137255,0.52,0.4738541,0.2569013,0.35431302,0,1,0.34705883,0.049703926,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.38818586,0.3755512,0.38649583,0.38174978,0.3827839,0.38740808,0.49019608,0.48,0.08392511,0.37137073,0.35330662,0,1,0.37787116,0.0423549,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.006475531,0.007972441,0.010307816,0.007849462,0.028388279,0.015625,0.039215688,0.08,0.1801162,0.011554134,0.06531554,0,1,0.048179273,0.46552527,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.012357884,0.014035434,0.018109603,0.014369234,0.03205128,0.02389706,0.039215688,0.12,0.5203357,0.01926496,0.06521954,0,1,0.04621849,0.46552527,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.021107266,0.02390748,0.030970732,0.024963861,0.03754579,0.03814338,0.039215688,0.12,0.4383473,0.03210995,0.06493507,0,1,0.062745094,0.46552527,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.034008898,0.03788386,0.049080335,0.039959338,0.044871796,0.05836397,0.05882353,0.12,0.88766944,0.05009737,0.06522042,0,1,0.062464986,0.35837367,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.050271872,0.05576772,0.07229656,0.05915406,0.045787547,0.08409926,0.05882353,0.12,0.14977404,0.07323529,0.065166906,0,1,0.075630255,0.2363337,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.009144834,0.019242126,0.017967753,0.015390093,0.072344325,0.028492646,0.078431375,0.16,0.42801806,0.029347174,0.16158569,0,1,0.16106443,0.46552527,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.023578843,0.03398622,0.035178967,0.030900287,0.072344325,0.04641544,0.09803922,0.16,0.31633312,0.045961,0.16261776,0,1,0.16610645,0.2518637,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.04789916,0.058612205,0.063927375,0.056816377,0.09615385,0.07628676,0.11764706,0.16,0.9941898,0.0737565,0.16023159,0,0.5,0.16330533,0.1602421,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.08205635,0.093120076,0.10416568,0.09312979,0.11996337,0.1171875,0.15686275,0.16,0.24854745,0.112546556,0.16135086,0,1,0.1697479,0.16835731,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.1257044,0.1374311,0.15584661,0.1397676,0.1382784,0.171875,0.1764706,0.2,0.89347965,0.16247678,0.16106533,0,0.5,0.17759104,0.10903062,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.024666337,0.04590551,0.041798666,0.037304245,0.15842491,0.06295956,0.19607843,0.32,0.62362814,0.06608126,0.35452032,0,1,0.33837536,0.2363337,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.068363816,0.08676181,0.083219066,0.07929672,0.16025642,0.10202206,0.19607843,0.32,0.45255002,0.1042539,0.35512915,0,1,0.3436975,0.19808742,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.14097874,0.15480316,0.1521585,0.14922985,0.21153846,0.16590074,0.27450982,0.32,0.74047774,0.16783845,0.35288495,0,0.5,0.359944,0.12188528,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.24290657,0.25012794,0.24875881,0.24721086,0.27564102,0.25459558,0.33333334,0.36,0.4448031,0.25689855,0.35343915,0,1,0.35854343,0.08820459,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.37390015,0.37267718,0.37297273,0.37316686,0.31776556,0.37132353,0.3529412,0.36,0.12653324,0.37135622,0.3559919,0,1,0.37086836,0.016494647,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
kripke,q-c,0.0755198,1.4074523,-1.0259063,0.38989165,1.5627338,-1.1273594,0.3735076,1.0787008,-1.2653034,-1.1196148,0.29281542,-0.92764133,-0.16719152,1.0074404,-0.8962866,0,0.003015324,0.007283465,0.0069034,0.005747693,0.028388279,0.01148897,0.039215688,0.04,0.3550678,0.011568415,0.06494189,0,1,0.045658264,0.46552527,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.11552192,,,,,,,
