machine,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
quartz,0.6129511,0.34682995,1.6782827,0.07946922,1.7792003,-0.5559767,0.68458545,0.6823148,0.1661729,0.087395325,0.16217819,0.31040397,0.18415248,0.15773946,0.20666496,0.21984099,0.20005992,0.21693847,0.13094877,0.2217946,0.21287355,0.009048343,0.07106154,0.15260485,0.12083639,0.0990926,0.36270016,0.2107772,0.15680246,0.14028619,0.1544148,0.25580397,0.15005663,0.22890869,0.2686211,0.042635567,0.19124794,0.050379857,0.047120906,0.17276378,0.072275534,0.16722699,0.14181645,0.043485254,0.08899036,0.14163719,0.16811357,0.15222532,0.15049404,0.07063108,0.14174105,0.14866096,0.06587187,0.15051009,0.13872711,0.15634552,0.15255593,0.18919238,0.2489765,0.15348552,0.11885609,0.022574358,0.20607814,0.20709378,0.13658157,0.3431882,0.2052674,0.17340529,0.14382537,0.25988895,0.3188362,0.041649874,0.25570488,0.15629826
ruby,-0.23299989,-1.418842,-0.5489183,-0.41234982,0.70052457,1.6137376,0.00946055,1.4145818,0.4362191,0.12156776,0.13081482,0.2256837,0.07382736,0.122458264,0.17449528,0.12282143,0.095429726,0.09530863,0.09813686,0.12411265,0.09578049,0.007962186,0.023884337,0.1657592,0.123713575,0.030200267,0.18539749,0.14149807,0.13610364,0.1137878,0.13396467,0.19971517,0.124875985,0.13063522,0.17663792,0.07952823,0.123131216,0.027533937,0.025459807,0.11469664,0.040070146,0.13193905,0.11547224,0.024220638,0.05160083,0.1593278,0.10290256,0.13042665,0.11070795,0.038596466,0.11728931,0.12988095,0.076488875,0.12831858,0.114287995,0.10339029,0.10220623,0.11630395,0.16062091,0.12431298,0.13637187,0.049941547,0.11324883,0.11382845,0.089644104,0.21573518,0.13743484,0.1138258,0.12622578,0.26967055,0.32111043,0.03652352,0.1434587,0.14582591
corona,-1.1583959,1.1656545,-0.3333092,-0.6166714,0.8284893,0.8488228,-1.6858428,0.16380566,0.7323929,0,0.023578044,0.014811782,0.016568782,0.007365967,0.007292115,0.007932321,0.013944308,0.013921403,0.00537458,0.009348956,0.019449603,0.8822206,0.39331514,0.11566608,1,0.19590645,0.016291603,0.013661965,0.012760954,0.009570656,0.012653387,0.013807891,0.012623898,0.009671693,0.011386734,0.003363303,0.01277002,0.00054958,0.00053009,0.0685292,0.059615027,0.017617783,0.011254378,0.000558663,0.053681802,0.4919452,0.014312078,0.01356773,0.011669047,0.062198043,0.012512207,0.012326491,1,0.012273468,0.012215487,0.15422204,0.004612117,0.15923913,0.00959131,0.015192556,0.02236412,0.04867235,0.012776466,0.012535657,0.1360698,0.014982298,0.01128584,0.006017407,0.13649447,0.26967052,0.32111043,1,0.05793579,0.023289058
