machine,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,machine1
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,18722000000,77512000000,27208000000,2.21E+11,712000000,712000000,40000000,24000000,30885180,77796750000,37167428000,37771,2189547,5680000000,1.3333334,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,23430000000,96882000000,34004000000,2.76E+11,842000000,894000000,44000000,28000000,37530644,97270320000,46548090000,37771,2193877,7080000000,1.1481111,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,23410000000,96868000000,33998000000,2.76E+11,832000000,886000000,46000000,28000000,37528036,97269514000,46601605000,37771,2193877,7172000000,1.1250402,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,28932000000,1.20E+11,41974000000,3.41E+11,1048000000,1098000000,64000000,38000000,45827496,1.20E+11,57354273000,37771,2199060,8742000000,0.95522124,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,28912000000,1.20E+11,41966000000,3.41E+11,1046000000,1100000000,88000000,50000000,45820564,1.20E+11,57318960000,37771,2199060,8646000000,0.9264978,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,33672000000,1.39E+11,48864000000,3.97E+11,1202000000,1278000000,66000000,42000000,52841104,1.40E+11,66583515000,37771,2203455,10208000000,0.84809357,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,33638000000,1.39E+11,48848000000,3.96E+11,1228000000,1276000000,66000000,40000000,52842270,1.40E+11,66520383000,37771,2203455,10120000000,0.84809357,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,37626000000,1.56E+11,54636000000,4.43E+11,1354000000,1430000000,78000000,50000000,57829760,1.56E+11,74223075000,37771,2207296,11358000000,0.9659075,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,37640000000,1.56E+11,54640000000,4.43E+11,1342000000,1432000000,76000000,44000000,57828704,1.56E+11,74232726000,37771,2207296,11480000000,0.9659075,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,40972000000,1.70E+11,59530000000,4.83E+11,1510000000,1566000000,76000000,46000000,61894904,1.70E+11,80802720000,37771,2210591,12370000000,0.9262932,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,40924000000,1.70E+11,59510000000,4.83E+11,1508000000,1562000000,112000000,66000000,61886440,1.70E+11,80808346000,37771,2210591,12452000000,0.916625,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,3.23E+11,1.59E+12,5.58E+11,4.43E+12,23698000000,15880000000,2086000000,2114000000,605937200,1.66E+12,7.69E+11,37771,2215571,1.29E+11,0.112656265,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,3.23E+11,1.59E+12,5.58E+11,4.43E+12,23714000000,15854000000,2036000000,2060000000,605288900,1.66E+12,7.69E+11,37771,2215571,1.29E+11,0.113350414,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,4.31E+11,2.12E+12,7.46E+11,5.92E+12,31732000000,21260000000,3176000000,2858000000,779943400,2.21E+12,1.02E+12,37771,2230207,1.73E+11,0.093345016,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,4.31E+11,2.12E+12,7.46E+11,5.92E+12,31810000000,21198000000,2672000000,2824000000,780217800,2.21E+12,1.02E+12,37771,2230207,1.71E+11,0.07892135,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,5.37E+11,2.65E+12,9.29E+11,7.37E+12,39752000000,26498000000,3776000000,3900000000,909924800,2.75E+12,1.27E+12,37771,2244601,2.11E+11,0.06343801,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,5.36E+11,2.65E+12,9.29E+11,7.37E+12,39754000000,26522000000,3680000000,3552000000,909344300,2.75E+12,1.27E+12,37771,2244600,2.16E+11,0.06494431,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,5.80E+11,2.86E+12,1.00E+12,7.97E+12,42988000000,28638000000,3726000000,4100000000,954590100,2.98E+12,1.37E+12,37771,2250458,2.34E+11,0.060022987,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,5.81E+11,2.86E+12,1.00E+12,7.97E+12,42956000000,28624000000,3974000000,4052000000,954453000,2.98E+12,1.37E+12,37771,2250458,2.35E+11,0.060011446,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,6.36E+11,3.14E+12,1.10E+12,8.73E+12,47078000000,31442000000,4348000000,4064000000,1000674100,3.26E+12,1.50E+12,37771,2258111,2.56E+11,0.056197118,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,6.36E+11,3.14E+12,1.10E+12,8.73E+12,46828000000,31420000000,4116000000,4368000000,1000579700,3.26E+12,1.50E+12,37771,2258112,2.56E+11,0.05609961,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,7.41E+11,3.66E+12,1.28E+12,1.02E+13,54730000000,36628000000,4946000000,4740000000,1107051900,3.80E+12,1.75E+12,37771,2273181,3.00E+11,0.048706807,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,7.41E+11,3.66E+12,1.28E+12,1.02E+13,54558000000,36592000000,5136000000,4920000000,1106701300,3.80E+12,1.75E+12,37771,2273181,2.99E+11,0.048465874,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,1756000000,2510000000,734000000,8498000000,18000000,8000000,0,0,1118229,1118039300,809434750,37771,2188654,98000000,33.332,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,1754000000,2512000000,736000000,8502000000,24000000,8000000,0,0,1117884,1116848300,806487700,37771,2188656,100000000,33.332,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,2042000000,2918000000,856000000,9888000000,30000000,10000000,0,0,1298632,1299900000,939595840,37771,2191342,122000000,25.525526,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,2042000000,2920000000,856000000,9890000000,22000000,10000000,0,0,1299480,1300076300,938308740,37771,2191342,120000000,25.274775,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,2200000000,3148000000,922000000,10662000000,30000000,10000000,0,0,1400032,1401966700,1012713200,37771,2192865,122000000,26.525526,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,2202000000,3150000000,922000000,10660000000,34000000,12000000,2000000,0,1400057,1400545200,1015182300,37771,2192864,130000000,26.276276,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,2380000000,3412000000,996000000,11550000000,30000000,12000000,2000000,0,1517696,1516191900,1097863700,37771,2194669,132000000,36.666,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,2384000000,3412000000,998000000,11546000000,38000000,12000000,0,0,1518686,1517516300,1098457600,37771,2194669,136000000,37,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,2672000000,3822000000,1120000000,12942000000,26000000,14000000,0,0,1700048,1698003600,1230008000,37771,2197352,158000000,29.528528,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,2672000000,3822000000,1118000000,12944000000,38000000,12000000,0,0,1699667,1700449800,1229324500,37771,2197352,160000000,29.27928,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,2916000000,4172000000,1220000000,14128000000,40000000,14000000,2000000,0,1857673,1855232300,1339019900,37771,2199671,172000000,24.809124,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,2918000000,4172000000,1222000000,14126000000,46000000,16000000,2000000,0,1855347,1854279700,1339390300,37771,2199672,170000000,31.03003,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,8380000000,20164000000,6518000000,61854000000,200000000,168000000,8000000,6000000,3312123,11848127000,8459776000,37771,2210870,966000000,11,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,8380000000,20168000000,6520000000,61850000000,240000000,168000000,8000000,6000000,3312251,11849191000,8455499300,37771,2210870,980000000,10.9165,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,9580000000,23056000000,7454000000,70716000000,200000000,192000000,8000000,6000000,3786790,13544381000,9661558000,37771,2216423,1118000000,10.541552,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,9568000000,23052000000,7448000000,70710000000,236000000,190000000,10000000,6000000,3786498,13541618000,9667787000,37771,2216422,1120000000,10.541552,corona
quartz,0.41531262,0.8079886,1.2476676,0.93389076,0.8706516,0.8238732,1.2180394,-0.15215927,-0.67092264,1.0573508,-0.80555224,-1.2442333,-0.28433076,0.6020206,-0.64750105,1,10228000000,24622000000,7958000000,75506000000,232000000,204000000,10000000,8000000,4041972,14466353000,10328948000,37771,2219491,1186000000,10.072867,corona
