machine,app,ranks,BR_INS,LD_INS,SR_INS,TOT_INS,L1_LDM,L1_STM,L2_LDM,L2_STM,FP_SINGLE,FP_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,MEM_WCY,rp
Quartz,TestDfft,0,0.090524947,0.11758270047625177,0.11407556306820778,0.1039956648659485,0.1089799765207758,0.099082569,0.055979644,0.069542254,0.6564893072829581,0.097890984,0.002312288,0.000217981,0.958042155,0.122618304,0.004969091
Quartz,TestDfft,0,0.011417194864293842,0.019947065,0.015568058420632771,0.011790250943093496,0.002513269,0.002809633,0.001272265,0.001760563,0.011605090970170318,0.010028786,0.077635418,1,0.000526943,0.00328968,0.039266295454560174
Quartz,TestDfft,0,0.699333658,0.7067833698030634,0.7067160533741922,0.7098963324122769,0.7163974272061376,0.6996941896024466,0.7137404580152672,0.6936619718309859,0.7163471449185735,0.7051875036730947,0.003805382,0.000217981,0.958253281,0.8250050774403682,0
Quartz,TestDfft,0,0.11690435559889485,0.1621810239413052,0.12628401339626155,0.09979532,0.016551199589940307,0.022018348623853212,0.009701018,0.015212367957746479,0.010062835459660857,0.036542777,0.7562867932531374,1,0.00053353,0.048066435486418785,0.015262369610716866
Quartz,TestDfft,0,0.000433393,0.000450508,0.000720418,0.00083918,0.001570793,0.001834862,0.000636132,0,0.47496125273903056,0.006827084,0,0.000217981,0.9576058270875123,0.001301329,0.24018262524580622
Quartz,TestDfft,0,0.000433393,0.001128282,0.000400623,0.000314051,,,,,0.016033349366682714,2.2898368377238364e-05,0.014945271447555862,0.999003514,0.000499666,1.755164571752381e-05,0.049293954
Quartz,TestDfft,0,0.010943171352727668,0.018342128974127944,0.018263476210390185,0.015212995275894405,0.014798525,0.014067278287461774,0.005725191,0.006161972,0.5917451155546394,0.054092058,0.001064894,0.000217981,0.957831029,0.005955023,0.21940386510681834
Quartz,TestDfft,0,0.001757273,0.004794697,0.003433407,0.002366329,0.000413367,0,0,0,0.002893638,0.004386116,0.021240493808880892,0.999003514,0.000506267,0.000466372,0.047283607
Quartz,TestDfft,0,0.045560431225960235,0.050006436,0.04840155,0.047562291,0.047074191,0.037920489296636085,0.022900763358778626,0.027288732394366196,0.6447620574604702,0.061959623347208254,0.002846544,0.000217981,0.962039481,0.016626423250414343,0.21940386510681834
Quartz,TestDfft,0,0.080448562,0.095057279,0.093946028,0.087180599,0.036492005489508754,0.065443425,0.029262086513994912,0.05193662,0.6374325263214152,0.12223236685873282,0.007242416,0.000217981,0.9620676308103739,0.042301973557192035,0.063270221
Quartz,TestDfft,0,0.011271601928598517,0.027217547,0.021693368991098444,0.015369678624662299,0.001521189,0.001834862,0.000636132,0.000880282,0.004138131,0.036212674,0.0656853,0.999003514,0.000638657,0.001725076,0.3033094797368366
Quartz,TestDfft,0,0.12357115770085053,0.13373664564293988,0.1253211131688906,0.12908689528523382,0.10421799302237139,0.10397553516819573,0.064885496,0.083626761,0.47080785176023277,0.14469443675085866,0.003187656,0.000217981,0.9751433899855719,0.052973374153446516,0.034814015
Quartz,TestDfft,0,0.18527547537786446,0.19680782597502897,0.1935816022800353,0.19098297590942195,0.11691661568478313,0.18287461773700306,0.07697201,0.12764084507042253,0.4796032891270987,0.2147010189049906,0.005291541,0.000217981,0.9620676308103739,0.1340118298092136,0.024714363913639514
Quartz,TestDfft,0,0.027564467197573002,0.046796563264255374,0.036611294,0.027806504958959567,0.00492733,0.004892966,0.00230598,0.002118178,0.006817991,0.032602581,0.17069936832564897,1,0.000652732,0.009721104,0.039266295454560174
Quartz,TestDfft,0,0.26420716181808335,0.30312781567769337,0.27466201850595834,0.282535314,0.16083268572562376,0.22140672782874618,0.11577608142493638,0.1875,0.6335234430472526,0.3131664977270233,0.008932501,0.000217981,0.9620676308103739,0.13312923276741812,0.13102009459985334
Quartz,TestDfft,0,0.3592285605937483,0.37771914017248037,0.3595659217661136,0.3699386232323091,0.23067511036888835,0.308868502,0.17748091603053434,0.2544014084507042,0.6205746047015889,0.3868653457226831,0.005649417,0.000217981,0.9620676308103739,0.19282488723067626,0.015638497
Quartz,TestDfft,0,0.05442975,0.081184033,0.063614671,0.049744226,0.006828817,0.009785933,0.003697519,0.004401408,0.007222642,0.038678901,0.30683598336734075,0.9999698329426212,0.000652296,0.018572149,0.004255822
Quartz,TestDfft,0,0.48133701717319466,0.6132063328613722,0.558274792,0.5425557791011096,0.28728980307214075,0.40611620795107034,0.20928753180661577,0.3380281690140845,0.5839269490063141,0.47826912230947927,0.00160708,0.000217981,0.9753826665259169,0.2236355475988095,0.004602495
Quartz,TestDfft,0,0.6213771060187443,0.6341871540738834,0.6410420407862045,0.6332651749362747,0.4206253410274641,0.6189602446483181,0.2786259541984733,0.44718309859154926,0.7561709307741054,0.6846481865012365,0.012295302712355847,0.000217981,0.9622928322601076,0.41925114649857204,0.000352373
Quartz,TestDfft,0,0.1080773606370876,0.16422641266572274,0.12898294542042543,0.099164481,0.010730997536334927,0.017125382,0.006361323,0.009710607,0.005161212,0.077789625,0.5540174967385791,1,0.00065977,0.032688686,0.021483835117393747
Quartz,TestDfft,0,0.1031475161167994,0.13032565323722486,0.12655812367996572,0.11667264777412144,0.11321285074157972,0.11192660550458716,0.060432569974554706,0.080105634,0.5272452415309559,0.11043031715728853,0.002262603,0.000217981,0.9660931067243723,0.13000002507377958,0.039266295454560174
Quartz,TestDfft,0,0.012939148924643805,0.022016588364010815,0.017114322,0.013081349,0.002992774,0.003058104,0.001809001,0.001760563,0.011582186185360777,0.010435818494818406,0.087601278,0.9989733469182407,0.00076401,0.003833781,0.047283607
Quartz,TestDfft,0,0.8013976921826751,0.7869095121637276,0.8112996693105424,0.7974747980991367,0.7682501364109856,0.8,0.787531807,0.7860915492957746,0.8568298250837934,0.8041034562012853,0.003816104,0.000217981,0.9663183081741096,0.9999999999999999,0.038630255426317914
Quartz,TestDfft,0,0.13440936670458856,0.1853661185480757,0.1443788063551415,0.11419924032523084,0.018634567370492235,0.025688073394495414,0.010953403,0.017440580985915492,0.000771128,0.040440500974952304,0.8021798710766544,0.9999396658852424,0.000785123,0.055347861,0.035622858
Quartz,TestDfft,0,0.000650089,0.000643583,0.000832874,0.001047178,0.002099902,0.001834862,0.001272265,0,0.5648701680447712,0.005265216,5.0416212777611245e-06,0.000217981,0.9656004785530783,0.001461801,0.039266295454560174
Quartz,TestDfft,0,0.00063316,0.001488287,0.000629048,0.000483392,,,,,0.023622468066912483,4.486918399262008e-05,0.016056179302227185,0.999003514,0.000749499,1.755164571752381e-05,0.031248984225275903
Quartz,TestDfft,0,0.012514220705346985,0.019886729308791352,0.019950308725492607,0.016767513041836164,0.008978323,0.015902140672782877,0.005089059,0.007042254,0.5270009238263207,0.05695797,0.001041178,0.000217981,0.9658397550934232,0.006436439,0.039266295454560174
Quartz,TestDfft,0,0.002062002,0.005335709,0.003781316,0.002636591,0.000330693,0.000535168,0,0,0.013712331,0.004459006,0.024319145344033816,1,0.000771048,0.000556638,0.039266295454560174
Quartz,TestDfft,0,0.11571591093775394,0.14306860599819798,0.1389282287907168,0.12974373377788526,0.13702276823360174,0.12415902140672784,0.067430025,0.084507042,0.6042053184910328,0.12129916009450643,0.00234837,0.000217981,0.9741722087335916,0.14283780022716844,0.02927616
Quartz,TestDfft,0,0.014645634,0.024391813618226284,0.018871439,0.014521604341702434,0.003389606,0.003669725,0.001908397,0.001760563,0.006161387,0.010856750172646108,0.099683469,0.999003514,0.001016925,0.004127144,0.039266295454560174
Quartz,TestDfft,0,0.9014572837098435,0.884090617,0.9114975207076262,0.8960005719968539,0.8947072537575026,0.9003058103975535,0.905852417,0.8829225352112676,0.7918413156508395,0.9008173100756033,0.003780879,0.000217981,0.9744396354551519,0.8997048816141496,0.004274573
Quartz,TestDfft,0,0.15546616826480308,0.21546571309048784,0.16618111661284032,0.13166874950608823,0.020469915177168934,0.028746177370030584,0.012146151399491094,0.019696302816901406,0.004412989,0.043153403529085914,0.9415218189754052,0.9989733469182407,0.00102485,0.061322942759068556,0.021092743787888918
Quartz,TestDfft,0,0.000866786,0.000836659,0.001057785,0.00124423,0.002099902,0.001834862,0.001272265,0,0.6127564381532635,0.005470802,1.5724010065035123e-05,0.000217981,0.9736232801998668,0.001622274,0.60154293
Quartz,TestDfft,0,0.000788911,0.001765832,0.000794217,0.000617155,,,,,0.030860380066729254,7.835424406407981e-05,0.016327669,0.9989733469182407,0.000999768,2.0059023677170066e-05,0.049293954
Quartz,TestDfft,0,0.014085270057966304,0.021560046338010043,0.021524686,0.018420556581675643,0.012682088,0.017125382,0.006361323,0.007922535,0.7840231491025142,0.061062621,0.001029031,0.000217981,0.9739047820120348,0.009485411,0.5796790042113819
Quartz,TestDfft,0,0.002410748,0.005912923,0.004146797,0.002934563,0.000462971,0.000611621,0,0,0.018537605839193116,0.004477491,0.026913676336003466,1,0.00102264,0.000599263,0.063270221
Quartz,TestDfft,0,0.060620835364862666,0.064551422,0.062683399,0.062286421,0.062947469,0.050152905198776764,0.030534351145038167,0.036091549,0.9496705528451561,0.075939483,0.002877687,0.000217981,0.9822231605615954,0.021601061122352522,0.5096655355109286
Quartz,TestDfft,0,0.10639796305325315,0.1189985841163599,0.11711186159539214,0.11208572563377216,0.067709453,0.087461774,0.045165394402035625,0.068661972,0.9357444436809517,0.14755649333524393,0.007246055,0.000217981,0.9822513107428108,0.065329733,0.050721562
Quartz,TestDfft,0,0.014242713581450784,0.031229888,0.024733182,0.017882770065817268,0.002083368,0.002905199,0.000636132,0.000880282,0.012399123510234589,0.036978071290032735,0.081327576,0.9999396658852424,0.001282593,0.002259148,0.567352664
Quartz,TestDfft,0,0.12833847987431604,0.156004634,0.15141078940247474,0.14265061015848624,0.14760495378561153,0.13700305810397553,0.07697201,0.096830986,0.9758125472411188,0.13396780179547232,0.002306945,0.000217981,0.9822513107428108,0.1515032984557059,0.043691915278620215
Quartz,TestDfft,0,0.016118492334362643,0.026370832797013775,0.020389588026300528,0.015767203,0.003703765,0.003669725,0.001908397,0.001870599,0.00371821,0.011174883274191572,0.10954487060932043,0.9999698329426212,0.001283029,0.004686289,0.015262369610716866
Quartz,TestDfft,0,0.16468931144699064,0.17589136310979533,0.16513036052530777,0.1707085611029139,0.10474710229997189,0.13883792048929663,0.074427481,0.11355633802816902,0.8424150805103185,0.18323951794607518,0.003233397,0.000217981,0.9997044230972243,0.069421774,0.019271025
Quartz,TestDfft,0,0.24649222601441031,0.2574333891105676,0.253970206,0.25250684805444096,0.1687693248896311,0.24403669724770644,0.10814249363867684,0.17077464788732394,0.7058414836192615,0.27451313451401627,0.005396283,0.000217981,0.9822513107428108,0.18472104166509953,0.001765789
Quartz,TestDfft,0,0.035602552,0.057604743,0.04482406,0.03457331,0.004695845,0.006727829,0.002663804,0.003466109,0.007306626,0.035222611,0.23147766733747321,0.999003514,0.001269404,0.012687332,0.025909454941453792
Quartz,TestDfft,0,0.35121079148382905,0.39721971939760586,0.3604655657741682,0.37311334261345774,0.23014600109128788,0.29541284403669726,0.16094147582697202,0.24911971830985916,0.9201081105843012,0.3988386041143796,0.009016279,0.000217981,0.9822513107428108,0.16747028130273328,0.021091706
Quartz,TestDfft,0,0.47830326669917117,0.48770755566997037,0.47561999880516026,0.4854217775486445,0.27617850824253043,0.41162079510703364,0.22455470737913485,0.33714788732394363,0.7143926032814922,0.5028670026863061,0.005730927,0.000217981,0.9822513107428108,0.2688084689197965,0.015640055751145174
Quartz,TestDfft,0,0.073094425,0.1062013289998713,0.082774277,0.065267509,0.010102680269184344,0.013455657492354741,0.005128817,0.006161972,0.009406232,0.042512945638063654,0.42285710769710366,1,0.001283479,0.025547674030835733,0.064761027
Quartz,TestDfft,0,0.6418007476027954,0.8164499935641653,0.7432640912014113,0.7263172947285631,0.3936407678698391,0.5412844036697249,0.2837150127226463,0.44718309859154926,0.7055971659146263,0.6341662062588136,0.001595474,0.000217981,1,0.2960887411207478,0.011022805336243597
Quartz,TestDfft,0,0.8267511782870145,0.834663406,0.8453736861156113,0.8357903768371379,0.5518444418723855,0.8256880733944955,0.3683206106870229,0.5977112676056338,1,0.8853625355025602,0.012241214939649532,0.000217981,0.9825468876455901,0.5688914631302607,0.008626211
Quartz,TestDfft,0,0.14391861693482855,0.21136689084824303,0.16610028922149164,0.12863839775197025,0.018551894,0.022629969418960245,0.009522106,0.013176716549295774,0.000183238,0.083792616,0.6904133635816705,0.999003514,0.001278638,0.045313334,0.040931962
Quartz,TestDfft,0,1,1.0000000000000002,1,1,1,1,1,1,0.7077960252563428,1,0.003830393,0.000217981,0.9825328125549788,0.8014156655960163,0.005225714
Quartz,TestDfft,0,0.17008979359661955,0.23489992276998328,0.18121852563809712,0.14385755088873325,0.025562591974073644,0.031804281,0.014531647582697201,0.021841989,0.011246249341487435,0.046449722680023814,1,0.9999698329426212,0.001292276,0.069512039,0.037453669
Quartz,TestDfft,0,0.001137656,0.001029734,0.001282696,0.001452229,0.002629012,0.002446483,0.001272265,0.000880282,0.7288073478549669,0.007990786,6.599196993547194e-05,0.000217981,0.9816460818466517,0.001943218,0.22857253378885264
Quartz,TestDfft,0,0.001056395,0.002266621,0.001092927,0.000845337,,,,,0.019812638860257914,5.608123593891807e-05,0.019396148946902548,0.999003514,0.001250924,2.0059023677170066e-05,0.11392414439250523
Quartz,TestDfft,0,0.015656319410585623,0.023104646672673448,0.023211518254690623,0.020018863580460834,0.020618727,0.018960244648318043,0.007633588,0.007922535,0.835574185,0.061286229666431796,0.001080395,0.000217981,0.9819557338400351,0.007399272,0.22857253378885264
Quartz,TestDfft,0,0.002541105,0.00609192,0.004322508,0.003054641,0.000363763,0.000611621,0,0,0.014200966581918939,0.004548389,0.027170893790562152,0.9999698329426212,0.001273796,0.000676992,0.090939413
