machine,core,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_ENERGY,Apps_FIR,Apps_HALOEXCHANGE,Apps_HALOEXCHANGE_FUSED,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DPA,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY
boraxo,0.2784313725490196,0.014086011784913009,0.12256756588018934,0.014149068815565123,0.017263745980461452,0.010060602046560917,0.021602173920831733,0.025227252612314188,0.020963033,0.031093147627899866,0.021655863384563025,0.021022250882008223,0.031638888,0.006465749,0.19396092362344583,0.043322059,0.007497613,0.12996817419175236,0.025075622999274447,0.013961121,0.028380945,0.014318266532215209,0.13516665665027208,0.020585043950892043,0.063015297,0.079808549,0.004154563,0.024103586,0.020134242035457873,0.019801434521778023,0.011493177925222975,0.024813529,0.017980866,0.012685926865031344,0.020402249338383315,0.036071872,0.03860701,0.023017688272669066,0.017896322383517606,0.016508471892066563,0.020546932903885505,0.019779599946120687,0.013116212390095285,0.008909221,0.012819517769473269,0.019268094771906035,0.008341627,0.020653520758082942,0.015993658,0.043685924,0.025220073388864908,0.2655675796398189,0.14954979582770933,0.014306497,0.016341548,0.010857030231105035,0.12427866805784499,0.022963486,0.023800395215383296,0.013488099905117411,,,0.011804185227635263,0.038168645695900755,0.016915838
boraxo,0.13725490196078433,0.037608583098429495,0.24008965378228012,0.026282003,0.036064936773538205,0.019659237672616483,0.032499095393852984,0.033401353,0.025381745,0.045725696,0.033218702,0.025420005688934426,0.028096072250907374,0.010206005962857864,0.1021669626998224,0.038152153,0.013227495309759089,0.12228985310972505,0.036114563181955564,0.038734604,0.024495769282142713,0.038010504909969905,0.14503480858669965,0.033751469924866204,0.063240256,0.076008552,0.00653552,0.034137892210336064,0.040630304928896084,0.039946818549812996,0.027616441233026853,0.045997795,0.033424627241444745,0.027250331354808963,0.040992542,0.048690724663984594,0.051541385,0.049879482,0.038710993582270876,0.035496243957218225,0.042188651,0.032700111,0.03679214,0.022617128921527112,0.036112519,0.032040571,0.023959709873810416,0.040477657124241215,0.034242626,0.049545024141453405,0.049065002,0.1773293,0.054075757316885645,0.033446453,0.03747078,0.025681132922088536,0.2500961348656804,0.035671076,0.055917467,0.030441971057969287,,,0.011237017168649784,0.045020022,0.040016281
boraxo,0.12156862745098039,0.043408585,0.26894796834111967,0.029925672668954795,0.040466159,0.022000529853959006,0.042026121,0.034567402,0.025548523362553446,0.044180259973864835,0.042983865,0.026547368,0.025762162708279322,0.011530586587161896,0.07687389,0.03522546,0.014446619301441952,0.11851188640017253,0.042975605,0.044528694,0.023758225,0.043833006,0.10563354341913181,0.038534475,0.063747047,0.084904375,0.008249916,0.040627104,0.045040419169595676,0.044187491,0.032891325891069946,0.051892669,0.038519754,0.031346244965647946,0.045666195,0.052905411536949096,0.060469373,0.055958479042506046,0.044595855,0.039242289,0.047057162,0.036899435,0.042706073448545864,0.026209526751328975,0.041975402,0.036349607,0.028563249573099074,0.045687272,0.039251811,0.057273538,0.054934103,0.13459417023666917,0.045350243,0.037610143,0.042078909,0.029434336,0.28127715809955467,0.043638532,0.058081553,0.033720249762793524,,,0.010610769103519987,0.044209892831516336,0.044503345444437827
boraxo,0.066666667,0.034606881928978234,0.22946355786022507,0.025911027,0.054716208,0.020353015200185447,0.038270662,0.028085433489734867,0.026598428957208656,0.043684462,0.034897928,0.023696943612532932,0.013667256191127578,0.009855778,0.057264653641207815,0.028618495995513575,0.013550337403852884,0.1341860342635297,0.036446456116424414,0.035484021026189694,0.044304937,0.034838386,0.14704248179116397,0.032701325675500444,0.063907006,0.080322904,0.007586944,0.03345415,0.011137076042764135,0.010081983843179189,0.051396901,0.019939519,0.031953614924985094,0.025958527824199468,0.007393498,0.034589673,0.061020368139411085,0.041297776,0.03619636,0.033610424,0.015252551,0.031373649,0.034728096,0.020770019280685934,0.033895842,0.030654562887778354,0.028693067395421754,0.045345133,0.039900158663418506,0.049897550722318544,0.048570294,0.079159307,0.018130737122511547,0.051539725,0.051429326,0.027924667558489154,0.22063336213106644,0.036973106,0.053289892585252754,0.055429614,,,0.014557313513960602,0.045575539,0.03766355
boraxo,0.058823529411764705,0.041035577,0.2574745674731227,0.029858703170917614,0.061846586,0.023240719,0.044167619,0.030731324189382642,0.023648108077503463,0.053634052,0.045237012,0.028892936,0.013543804,0.010021911706598658,0.056980461811722914,0.031597763796638687,0.014550471,0.12206163021370188,0.043943283,0.041852868358892445,0.049769735,0.041232458,0.14421436893806183,0.038448025340895114,0.064812934,0.084401951,0.008445488,0.04007683,0.01196487,0.011078988002593637,0.059629987,0.020575818699699953,0.037582907867861406,0.031252361,0.00848868,0.033178055,0.065484362,0.046773414,0.04238769,0.038997138,0.016079113574135037,0.03625804,0.041158041,0.024935669,0.040150097733066256,0.035454907941669764,0.035363706,0.050199094932504046,0.044789517,0.05759779,0.054707542,0.072015918,0.013956664,0.057453763522500326,0.057620929,0.03189174,0.24844261517597807,0.044027074,0.05883813,0.063207713,,,0.015455329607354278,0.040089808578108004,0.043272381
boraxo,0.027450980392156862,0.11530353958300801,0.5021583978622943,0.070582326,0.12813416921377677,0.056869888,0.1282212039680862,0.074420395,0.073092754,0.095491005,0.1289326182771246,0.073720846,0.010949146,0.020928373864003737,0.057833037300177616,0.090096563,0.028979029,0.16277358533153763,0.13424286821379833,0.12875750104665767,0.11032968819870728,0.12865743304505597,0.1404242944742459,0.12092397177300925,0.10905663673313522,0.13202221403997053,0.021376576912794546,0.11864751791188002,0.023979565,0.022256329713209365,0.11917301621678383,0.033111128488532156,0.12472301786880274,0.11480739801635323,0.017011375127012927,0.027536626435564704,0.12573894040848344,0.092726444,0.11747358668842724,0.10926897137537073,0.031997293690423145,0.11309919686153017,0.12443491195283211,0.066268639,0.12041561461190534,0.11194961137478013,0.089604255,0.1021366250741538,0.096674488,0.1260186273601534,0.1129181896266173,0.041496626263036435,0.003527051,0.12010434306307087,0.1201752186845725,0.076443725,0.49905916011454154,0.12307330082065313,0.11489134984967844,0.1466703028856807,,,0.029055547,0.11059417170103929,0.12003891436853496
boraxo,0.011764705882352941,0.22797930654744783,1,0.1230035819869674,0.25749370489014534,0.11906315196873862,0.19599322172344488,0.1609939388988019,0.16007060092017517,0.18502972346518268,0.19359197950375795,0.15281192710419833,0.0114305,0.045520672437946774,0.13882770870337477,0.19652652424598235,0.059987673301861874,0.22627271883691588,0.22306499418981474,0.2557152677634605,0.23807587997189206,0.25607154607479543,0.23838773528026194,0.20828599833528588,0.1973058806084747,0.21774352573813424,0.035574399,0.19612809613249535,0.048669756,0.044624298,0.24851843830599912,0.074532711,0.2176097133132218,0.2296660199645274,0.033759734,0.067384575,0.25883693347902015,0.1847333214303305,0.2373532082510155,0.2203073860309762,0.07030931,0.19877308812634698,0.2529435057782006,0.133184639,0.24064682721201222,0.19384922820567324,0.1800306902646619,0.20257535945917876,0.19971690936927278,0.2176304197953902,0.2261590149430512,0.05681549,0.006097312,0.24514044147853686,0.24597220622412547,0.16066224110239324,1,0.21026148364770358,0.23180024071899893,0.3046072031226031,,,0.063428295,0.23986760178691294,0.24714594873627568
catalyst,0.1843137254901961,0.034931501,0.15963046801557615,0.070885451,0.024221257430983266,0.035862834056363216,0.13217146675169367,0.054323385403224456,0.053983364,0.047216344190078294,0.13838955293717298,0.059368945,0.017844531,0.046315421,0.10451154529307283,0.040693293,0.047033352,0.2606641537068665,0.070602604,0.034139647,0.025361077,0.033825423631419944,0.2642253805099055,0.031852343622715044,0.10494492325004622,0.15390749099132983,0.034052883,0.054966301,0.047449016984925554,0.046599753,0.038712567,0.052981019,0.038745373670000166,0.031313029,0.046945526,0.067737479,0.05735952,0.053868270698911494,0.034964046,0.038734191,0.048532933,0.029867764176993532,0.031913593,0.016418476,0.032038611,0.029521966931301075,0.032893839,0.041700394491066696,0.042996395569406945,0.14450551830431105,0.055017272,0.19948361859514477,0.047609992,0.025143478490767618,0.025185822599551454,0.037611705,0.1723095696490693,0.090066872,0.047173653,0.025902378882658082,,,0.014072857463577174,0.06316691,0.035946155
catalyst,0.090196078,0.064249965,0.30800248304944167,0.090232587,0.046675601,0.068332947,0.13957401111322085,0.095196981,0.094753057,0.087386282,0.14530081769011538,0.10521550189953817,0.012157983479504442,0.093196595,0.076305506,0.048194038,0.094195389,0.26883453338449537,0.082970763,0.062109958,0.042266526513853646,0.061749018,0.2614720998175723,0.057473092478085526,0.11159719528023838,0.15582074594075435,0.066935922,0.068397322,0.093742595,0.093300653,0.075026415,0.096124038,0.062274847,0.057362,0.093144885,0.13210220111517795,0.076485585,0.085491522,0.062720111,0.072080069,0.094135125,0.054538595,0.061245448,0.030042933155306678,0.058693784,0.050498782,0.066862836,0.081705032,0.077654135,0.16258393561637408,0.108295179,0.10594955298831205,0.020299858784237023,0.054595040179400645,0.054527160251241644,0.077840168,0.3451164770032583,0.09330508,0.091700988,0.058327226,,,0.01935461,0.093535171,0.061895686
catalyst,0.058823529411764705,0.094871015,0.46890658418375997,0.13800474954729502,0.069945325,0.10201841242507534,0.19491754649317336,0.1401294660623514,0.13950512890575956,0.11896546393178603,0.19488706452847843,0.14172446197126046,0.013465293118794469,0.14041901648766122,0.079928952,0.062459473,0.14149965796799122,0.22459992024738357,0.15106563985745897,0.095277894,0.064143142,0.093811419,0.14583780032220478,0.095805297,0.15043529218200616,0.19634973624390237,0.10186888051975548,0.14728452990681873,0.14086583309878123,0.13912976159367868,0.12174729118675884,0.13754026413918027,0.1023679637573644,0.088991257,0.1390595993974459,0.14468072234489854,0.10153251337797327,0.11745185440575286,0.09634079,0.10903041946743537,0.13882426613795829,0.091523269,0.090225631,0.043258859,0.088851495,0.090189288,0.10704644482243252,0.12344668253356303,0.11495983130109351,0.18197801100412322,0.1626657451235408,0.091919951,0.011100405818891712,0.083972032,0.08398775,0.1220566712655632,0.5162115428492323,0.16201523474104315,0.13216143281764486,0.082195594,,,0.024329147,0.13080110177533968,0.090207874
