machine,core,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_ENERGY,Apps_FIR,Apps_HALOEXCHANGE,Apps_HALOEXCHANGE_FUSED,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DPA,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY
catalyst,0.043137254901960784,0.066978411,0.2938105711548856,0.096493354,0.071807087,0.097478226,0.13826994522206737,0.091591762,0.091087003,0.093738354,0.14008906572605578,0.098098377,0.010042718,0.091005424,0.069271758,0.050244475210739374,0.092919825,0.2956504728728247,0.084250568,0.064039944,0.051541003,0.062631292,0.25440259314762287,0.062475547,0.11053994105376051,0.16737749517709288,0.09318745,0.071471552,0.093587586,0.092429651,0.099479567,0.092868628,0.067479048,0.058079855,0.093469363,0.1057200762273511,0.082957443,0.08854141,0.06890101,0.076740729,0.093131207,0.057873956,0.058593040134432076,0.030365523443221618,0.058084982,0.058337483599338234,0.074269109,0.09345583,0.091757312,0.14635507969146103,0.11640982475863264,0.065664359,0.007987865,0.073987855,0.073676543,0.081597564,0.31490385231633755,0.10253030786192306,0.089935072,0.066645077,,,0.019047393980928973,0.090410388,0.06156809
catalyst,0.027450980392156862,0.11130948956698253,0.4415100936316561,0.14438095070251886,0.11462148261692995,0.15051991919727123,0.23290921336882492,0.13868675934401714,0.13684959394624188,0.14112611222282917,0.23798348913836595,0.14311095358157142,0.011333547201800128,0.1402888034771364,0.10557726465364123,0.078792871,0.14178412023271722,0.2517032701080673,0.21897933451760637,0.11159696701865375,0.081826787,0.1098489760280782,0.21216817461871462,0.15339698112622016,0.16753213910662526,0.19423067299314534,0.14026561930889458,0.2004885363222133,0.13951497523280915,0.13842504011921844,0.15144251278113577,0.14003190066018725,0.1652703629493162,0.10731325675355524,0.1406522649675857,0.15324621636064817,0.12306801520372808,0.136912494,0.11555931184273498,0.12422255673256273,0.1404412642144203,0.14347839355468747,0.10440134880767825,0.053085096577802804,0.10404181687173822,0.1415393271966285,0.12909550264462202,0.14108070351143995,0.13398874270742056,0.2019432877374892,0.1757274717837165,0.045178297,0.007099416,0.11334224551803429,0.11246112462479757,0.12848953506413993,0.47390579295882607,0.20987076554265374,0.13658957183485476,0.10818887885140932,,,0.026975931,0.1386014860079161,0.1051382849881867
catalyst,0.011764705882352941,0.2967924326723153,0.885118828,0.2813397424317859,0.22753112369623152,0.310229493,0.34048927549108465,0.2758212628109076,0.27051623845780803,0.25916344678281933,0.34487741192407484,0.2829768317400842,0.009205621,0.2719700779482022,0.18181172291296624,0.19775328157585742,0.2762354354191641,0.4022410986800691,0.36143058208091106,0.2988732277888904,0.17846834656461066,0.2938791533626339,0.3252291007927168,0.3606211977296935,0.2942340543516015,0.32252381294842425,0.27487130812665184,0.348028444,0.2761616136384953,0.2754521609796042,0.2821661317950031,0.2756504124697517,0.37707521811175515,0.29094521,0.2774837324341547,0.2779727154481382,0.2737978501853771,0.29226976924592424,0.3050553421766288,0.29034086728115616,0.27839517593749213,0.3471463959792564,0.2914474555052757,0.13646690148914653,0.28878951363556554,0.3417672944558135,0.26738144137726716,0.28031343047895174,0.26722214911365666,0.32129037963382956,0.3512183440615675,0.034969105,0.004616812,0.22878463922599576,0.2277842899442363,0.26505579481932207,0.9413269687779593,0.35829430687079783,0.27033800060094554,0.24274602714664756,,,0.049048221,0.2586394463347453,0.2845216113725257
quartz,0.2784313725490196,0.053586838,0.10881268495775072,0.026497011,0.020595641305711343,0.03354969,0.019321849910614163,0.058231876577090114,0.052487895,0.027212471107837137,0.020733139844969356,0.044789189,0.012785225724391442,0.011651819,0.19460035523978686,0.050857854,0.015067469,0.2481821168551386,0.022730136454938737,0.032516681914272275,0.029385631239365127,0.032009006823767394,0.1715032928089395,0.024093468,0.12160759516811459,0.1269989669815213,0.005056169,0.020217739,0.014105877202996582,0.013414577322206885,0.014979688002467632,0.019016135649576923,0.0262018,0.024861935,0.013648792,0.04546417,0.051560063130959385,0.035832143,0.031672659001386626,0.024318497390925994,0.017184846855940468,0.023280177,0.032133458372501554,0.019186337616269512,0.035923714,0.023140125,0.012915208990050627,0.02159956,0.019185114,0.075715912,0.022829701411423597,0.2887810556378969,0.07400122,0.017966503,0.017914179,0.017323442,0.11323341289027551,0.019772440261305882,0.023914563499433987,0.03393615,,,0.023549290449126205,0.11464481633219917,0.047531122
quartz,0.13725490196078433,0.048935331,0.21135531331553103,0.051382347369023966,0.033372496,0.051955492,0.033230393333500516,0.061505973,0.059050728,0.040391799697639216,0.035214664,0.062113633,0.012703579885853555,0.021067567,0.080426288,0.059199804,0.029098683571852683,0.24351633800061692,0.031493592,0.044200999622686366,0.02374661,0.050487437382691874,0.16881515099230157,0.032456939,0.11994198812544052,0.11934528435515553,0.009010674,0.027810854722331378,0.028268911741238297,0.026761515593898423,0.032308874,0.034901122,0.035467907,0.037620776,0.027645308477056506,0.052708793,0.051504029735055426,0.061230944934246176,0.045312481,0.043180495,0.035164507932267816,0.031570435,0.04156468,0.018092146,0.046311327,0.031011925356237632,0.026988792394672806,0.042447267228220134,0.039219714,0.079158761,0.042384292,0.1801616145209429,0.032120828990756724,0.040044498,0.040058406,0.034831399,0.22802869689830468,0.03177369,0.049705235666626345,0.044208469,,,0.023667450461414847,0.10814063838159389,0.065191494
quartz,0.12156862745098039,0.064800585,0.23686186788821287,0.057837855,0.038641113,0.056596682,0.034345029,0.067237189,0.066195748,0.042370652,0.035039281,0.065595499,0.014841289,0.022670534,0.07410302,0.050770228,0.032379030164288246,0.23839411335404892,0.033138232995428445,0.054283543,0.021272641745018667,0.047235990275152566,0.10354716073986905,0.034925193,0.11467602927405939,0.12968673722919716,0.009830642,0.030888812503308737,0.030276267,0.028330635,0.037782284,0.039159185151303184,0.038743132,0.042412855,0.028817082266608507,0.055335410427820975,0.053315776202616766,0.070292875,0.049917784,0.046641597054033916,0.040202710469761475,0.033669307314116374,0.051970713,0.025097898056486927,0.049430748237309426,0.033209885545748344,0.030037847,0.047797721,0.045346925,0.099194423,0.046825193115384564,0.15176063725390668,0.026813166568486677,0.045035231,0.044987024602437885,0.039230404716874306,0.25847909515300826,0.038517476926046165,0.055098409,0.045941355,,,0.022852146376623222,0.13249079925005208,0.057299422
quartz,0.066666667,0.060901045,0.18686284897815025,0.052513779,0.049415465,0.071399477,0.045941005348819716,0.062504913,0.064805515,0.044081534,0.048501883,0.065501676,0.007054303,0.019513991163475707,0.078934281,0.057184417,0.028353663354713156,0.25383100972329853,0.035297596,0.042846288629421164,0.037225671,0.042064898,0.16684780185374382,0.031855114,0.11745982738623599,0.12573429,0.013095261591239802,0.027907414,0.013890571403680333,0.014441081520937005,0.055477348,0.021879482348051413,0.033101886,0.037310631527049436,0.017055594333701594,0.041899836,0.064961384,0.057820889,0.041826905378376064,0.041631807,0.02076589,0.031164235082165943,0.040473204,0.019981604,0.040999448,0.030367535,0.034132101,0.044572654,0.056441596,0.08123181,0.050100304,0.1023287921547926,0.013247241984092613,0.061667617992670495,0.061782542,0.035556879,0.20589780991957998,0.035709530655771544,0.050061941,0.053719454,,,0.02295849,0.11675115154040232,0.055681299
quartz,0.058823529411764705,0.058959492443355986,0.21009862629570766,0.057919804026100495,0.056769194,0.078648541,0.033512971,0.068359913,0.07121757,0.046228545484034926,0.034072058,0.072882398,0.007556247,0.022100290958726967,0.07928952,0.054275249,0.032128432454886766,0.22740630948529464,0.035733257,0.058210706,0.04191808,0.053831943,0.15081821019307085,0.035149076,0.11268237889310256,0.1280203859585049,0.011992701031149803,0.031071119,0.011862232296409864,0.011638973,0.065124727,0.025878313,0.036460038,0.042199316,0.011834349925466591,0.045968319267572125,0.076635008,0.06343967,0.04854466,0.047582607,0.025555576234835856,0.034223359206627155,0.045168904,0.021430769,0.052964661418640466,0.033421924,0.037553966,0.050376921774683434,0.065085168,0.097721752,0.055795899,0.090285533,0.009529278,0.069188969,0.069321824,0.039909755,0.23165490403176808,0.036185502943445996,0.056459908,0.060060111,,,0.023714714466330302,0.1344814017545078,0.067554153
quartz,0.027450980392156862,0.099668395,0.420442525,0.14715049191739843,0.10745132954555885,0.14192303871245487,0.24021054931984362,0.12503210656843136,0.13344632434574755,0.085820234,0.245639477,0.1389127582545396,0.009366252,0.045062682,0.055843694,0.063248103,0.064780637,0.2928501027003032,0.19263049445458788,0.098777607,0.086885065,0.097264747,0.15824714387355301,0.10470520040298939,0.16548313775992102,0.2027576323892554,0.040503176702150756,0.17717680884077758,0.024205583,0.023404387,0.1137078091262888,0.040990956,0.10511574603259985,0.098931901,0.023170372,0.040624338,0.087738959,0.10563863714721962,0.0976544,0.099922256,0.040777472819214795,0.10508096629175645,0.094706513,0.042086511,0.097461693,0.10391542042323923,0.11647321592032515,0.1086479327273943,0.14539260904499168,0.21602359642083252,0.11105980805327359,0.029135281099628447,0.002235978,0.14258162309322409,0.1423573892009459,0.083165942,0.46749808371167745,0.19670389190785437,0.1164306336794166,0.11480793377536119,,,0.020028122082924697,0.13654144388121195,0.091081462
quartz,0.011764705882352941,0.1899043400366532,0.8041280696966293,0.25041393318030225,0.2089701108490061,0.2784746829155214,0.32298022,0.24251769961620656,0.25871864745573286,0.16098515155739673,0.32605319730250604,0.2696510240826593,0.008273024,0.0895192,0.12568383658969806,0.13333099665270498,0.12700562828909495,0.37330394023068064,0.3055506828511827,0.19113416342332004,0.18338724570685222,0.18852748703413003,0.26450803670265455,0.2047055329024879,0.2632258339714775,0.2888083699352847,0.062706001,0.28199551280282803,0.045237199319546756,0.04431451,0.22871998319912326,0.082959927,0.21008356903896352,0.17511589414574488,0.045789305,0.09194168,0.1524855480533064,0.20211298822834067,0.18825359233308386,0.19632502087579146,0.080975804,0.18311020423626076,0.18164818375373265,0.076932802,0.1805879176499147,0.17859072998653816,0.22643556875185153,0.21025676773395965,0.276775121,0.31452650145642813,0.21148267589739325,0.034075758,0.005191778,0.27886958066182466,0.2729400285933043,0.1659712408214272,0.8992647605472766,0.29431666595923833,0.22584815391020696,0.23379183782463198,,,0.04071794,0.2743559475036456,0.17766593205868922
ruby,0.43529411764705883,0.0186389,0.065540375,0.008124458,0.012675888275950693,0.020243733,0.010694056827179027,0.034207189,0.034106546,0.017242267803566382,0.010561585252129298,0.036145583,0.016225496397732398,0.006609433,0.40255772646536414,0.098333363,0.005163216,0.08551236,0.013618316536915472,0.018351397869470158,0.058626077,0.018114333572844064,0.12996717853674045,0.011377025,0.033935728,0.056473333905575414,0.009400024,0.013310974395835215,0.009898272,0.009703236,0.007476718,0.018738692030083885,0.017837425,0.016324906996548788,0.010019931,0.037145709,0.050504768,0.023795744471260406,0.020750248487600167,0.017280916167300674,0.011747047637398308,0.011303079539331896,0.015987364463000895,0.013563115599420085,0.016591226977959284,0.011124781561544696,0.004943063,0.011421462419497787,0.008316188,0.029386339,0.018176577796068433,0.5298222104914083,0.2414960402386925,0.005756087,0.006919309,0.007837694,0.061467992,0.010333532501615294,0.012455703,0.014919861141886401,,,0.018078481880162114,0.055528551,0.020648440447118152
ruby,0.21568627450980393,0.015304361403998983,0.097037822,0.010191700188131418,0.016605934,0.021710765970129484,0.015132896495143787,0.015158632752227653,0.014914690554788331,0.024802915,0.015224283989437759,0.019214302,0.010205594148826781,0.004552965,0.1216341030195382,0.033139973011338746,0.005806642,0.085728545,0.024130181,0.014906989605784786,0.015534893985237497,0.014669650634703428,0.11997340162575776,0.024147776,0.028534185,0.059882593,0.013479228979131194,0.023598421950133806,0.016185864240309985,0.015876471750964283,0.008155973,0.024060467712097074,0.020890018,0.013083072411430618,0.016446307620001484,0.034866955039979025,0.040446773,0.03574364,0.017670229344851705,0.016062962,0.018610257,0.023883161873653014,0.012512143083097949,0.008829508,0.013182817255404492,0.023553341390796807,0.005295901,0.017271254219830966,0.013786492318786155,0.032269717726071206,0.025317581064009484,0.19719610988163158,0.065323247,0.010989510105522618,0.012354746691781798,0.010538322507055602,0.099454082,0.020209595,0.021652781872121298,0.011794985426715983,,,0.007999433,0.027359211,0.017144162
ruby,0.12156862745098039,0.036466252,0.16293584920469284,0.019020219,0.029604608968887017,0.038000463622214126,0.022380493,0.016914513901912034,0.016837260940311696,0.027494544,0.022927389510400267,0.023348459,0.008326215,0.006344517,0.056412078,0.026690734477138496,0.009518198,0.090084844,0.03380449,0.036964847808221304,0.01293897,0.036395969,0.077014313,0.03435274,0.041396428694753136,0.079976576,0.022617293962920237,0.032381935,0.027975574,0.027372863,0.017357077697492337,0.039317724,0.031651045,0.026678544,0.028403110733221305,0.045927987,0.059927716919283905,0.032626797763877266,0.037875032,0.029887575,0.032495421059949355,0.033375181,0.034472334,0.020942836,0.03538537,0.032698924,0.014716015,0.029273854759570995,0.027913206937539247,0.053961833282599986,0.042668211494147394,0.1200299135754844,0.030236961684545823,0.021513978,0.024144402962320535,0.021370192,0.17466743745465638,0.030571062,0.032079584,0.023607015630060166,,,0.006935993,0.029396106751845938,0.036512002
ruby,0.10588235294117647,0.010535745104001445,0.091583854,0.009598668,0.024605236,0.028784316322813523,0.014720897655905733,0.010767382573513982,0.010421513094895217,0.024977041,0.014784517876950561,0.013069657,0.00807952,0.003120622,0.047175843694493784,0.015316941518725577,0.005330281,0.089333965,0.023204504520085285,0.010767394,0.013583595151951587,0.010552710412207626,0.11885479652825301,0.022823873907323523,0.035261612,0.062953478,0.014081196542858117,0.022658929022800603,0.004385947,0.003822722,0.018364474,0.010539644,0.017640194421658317,0.009708216,0.003512999,0.031847102,0.056434969,0.024412187,0.015031965935724544,0.0133951,0.00512688,0.022243105132004306,0.009845713,0.005588659,0.009899911,0.02217354,0.007669238,0.017399289546200125,0.016388443996520743,0.032115713,0.021900511,0.088671418,0.027253676549789142,0.017443839000389115,0.017185118,0.010450258530673523,0.089426575,0.019982129272186854,0.020010121785183004,0.019754896112086452,,,0.006735121,0.019790292340809666,0.013679591796215773
ruby,0.058823529411764705,0.052719816569554816,0.15999971459201823,0.030679079521873036,0.047133009628534984,0.059125079,0.054720611048017564,0.016247935122141118,0.014659291,0.036632631640044204,0.056144782521914675,0.021987284784781055,0.007073061,0.006093071,0.019182948490230903,0.035751214,0.009771053,0.094816331,0.044399533,0.054286128,0.023334282,0.053282237711599595,0.097477613,0.044532212,0.057357311,0.071240825,0.026361873,0.041429028392818396,0.007220723,0.006308681,0.03724085,0.00886427,0.041405,0.037081645,0.006157049,0.021859907034897208,0.057041997030230024,0.038758896468502196,0.053167143190212665,0.040836567,0.009028695,0.042591489594558184,0.053243352994097284,0.032858748,0.051972743731294894,0.041872434527937624,0.027974076379480788,0.033621365,0.036486167,0.069156571,0.038343459,0.046870241,0.011971768733002666,0.0338193,0.033624235196866935,0.023072761812105023,0.15791753935761402,0.049958951,0.036436723,0.045901583459748756,,,0.007987617,0.023169687290234477,0.052464908
