ranks,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_INS,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,FP_ARITH:SCALAR_SINGLE,FP_ARITH:SCALAR_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,PAPI_MEM_WCY,rp
0,0.010380622837191671,0.012568898,0.015367157,0.012164521,0.043040293031915436,0.022518382357737142,0.058823529,0.12000000000287998,0.11168495805238723,0.017674998385246544,0.096728403,0,1,0.097759104,0.6429708788892716
0,0.019822046471973116,0.022352362203540158,0.026857062,0.022450319,0.043956044,0.034466912,0.058823529,0.12000000000287998,0.24661071662219694,0.028737934071888772,0.097034087,0,1,0.099159664,0.3323078421875635
0,0.036035591,0.038769685,0.046006903,0.039727713743079866,0.067765568,0.054227941,0.098039216,0.15999999999423997,0.843770174,0.047250576,0.096485315,0,1,0.097478992,0.35837367086736743
0,0.058823529407786915,0.061791339,0.072816682,0.063953813,0.07967033,0.081801471,0.098039216,0.15999999999423997,0.7043253712466602,0.073141248,0.096786903,0,1,0.10700280107863193,0.23633370143481114
0,0.087988136,0.091338583,0.10728639652746437,0.095051408,0.086996337,0.11810661763905743,0.11764705881937716,0.15999999999423997,0.056165268,0.10640418675206778,0.096571898,0,1,0.10756302521308382,0.19808742343226554
0,0.025457241714907042,0.03128937,0.035793654552482894,0.029613489059039835,0.10073260072428653,0.051011029412905154,0.11764705881937716,0.28,0.34602969675800244,0.042147393684980446,0.2257362005166204,0,1,0.21792717082615828,0.2870107072429465
0,0.054374691,0.058464566909227876,0.063407253,0.057549853,0.10256410257044238,0.077205882,0.11764705881937716,0.31999999998847994,0.5196901227948741,0.067614119,0.22615288775376863,0,1,0.2140056022883563,0.23633370143481114
0,0.10291646070366565,0.1038582676854902,0.10936687314200126,0.10420482377983667,0.1355311355375116,0.1199448529478823,0.17647058819377162,0.31999999998847994,0.26533247260489423,0.10995177059273815,0.224892663,0,1,0.2288515406412476,0.12524593754588248
0,0.17103311913841793,0.16747047240768087,0.1738143647485092,0.16959127031150703,0.15842490841665763,0.17876838233395498,0.17647058819377162,0.31999999998847994,0.38928340857386323,0.16931494948287656,0.22523199442335273,0,1,0.24145658265801198,0.10903062141978394
0,0.25793376171035143,0.24906496059158537,0.2564660268428584,0.2534647010125628,0.20879120879033936,0.2564338236023944,0.2549019607164936,0.31999999998847994,0.21755971597541887,0.24565252880592398,0.2247770338600314,0,1,0.24397759106136482,0.05669832
0,0.003707365,0.004064961,0.005721311,0.004237852,0.014652014650565554,0.008731618,0.019607843,0.04,0.39767592007840613,0.005780561,0.033144497562536734,0,1,0.023249299724291603,0.6429708788892716
0,0.007513594,0.008090551,0.010875218686859598,0.008565779,0.016483516483534598,0.014246323534201646,0.019607843,0.08,0.11491284699248186,0.010906978,0.032933052,0,1,0.026890756305791966,1
0,0.013494809688527126,0.014714566927586624,0.019480826511129142,0.015664609220040204,0.020146520152769395,0.023897058822811686,0.019607843,0.04,0.5009683667192136,0.019477318286140428,0.032865472000758705,0,1,0.031652661,0.46552526779831066
0,0.021997034110221136,0.023996063,0.031538134196829236,0.025628707586925863,0.025641025625302905,0.037224265,0.039215686,0.08,0.5267914786118235,0.031480517,0.03335503,0,1,0.033333333337703094,0.3323078421875635
0,0.032970835401811185,0.035964567,0.047047142,0.038475231,0.026556776548380838,0.054227941,0.039215686,0.08,0.457069077,0.046938852,0.033348978,0,1,0.045658263,0.35837367086736743
0,0.005289174,0.011545275591081598,0.010827935126974065,0.009222045,0.043040293031915436,0.017003676464350737,0.058823529,0.08,0.42414460934999687,0.017621351855733918,0.097015076,0,1,0.097478992,0.46552526779831066
0,0.015027187345335735,0.021387795,0.022317840087238944,0.01958934,0.043956044,0.028952206,0.058823529,0.08,0.524209167,0.028712528162037662,0.097117946,0,0,0.098039216,0.46552526779831066
0,0.031240731581672884,0.037814961,0.041467682,0.036875314,0.06043956,0.049172794,0.078431373,0.08,0.15106520336324605,0.047200506755162464,0.096764536,0,0.5000000002328306,0.10420168070889345,0.3323078421875635
0,0.05402867,0.060826771645073545,0.06827746,0.061092833837892824,0.077838828,0.076286765,0.098039216,0.12000000000287998,0.4092963203371174,0.073123725,0.096884134,0,0.5000000002328306,0.1095238094819848,0.19828790169746602
0,0.083094414,0.090364173,0.10274717480909311,0.09218185,0.08974359,0.11259191176221513,0.098039216,0.12000000000287998,0.5519690121958205,0.10637758925862204,0.096685368,0,0.5000000002328306,0.10756302521308382,0.23633370143481114
0,0.015768660407550227,0.029340551178021954,0.026762494679030312,0.023874374,0.10073260072428653,0.039981618,0.11764705881937716,0.20000000002879997,0.09360878,0.042147852,0.22500390706246087,0,0.5000000002328306,0.21988795519589957,0.35837367086736743
0,0.044834404,0.056564960614253666,0.054376093,0.05186221,0.10256410257044238,0.066176471,0.11764705881937716,0.20000000002879997,0.3912201421052537,0.067561234,0.22618373629563332,0,0.5000000002328306,0.21680672265809478,0.19828790169746602
0,0.093475037,0.10198818897318848,0.10033571326854868,0.098547206,0.13919413919685628,0.10891544117765362,0.17647058819377162,0.20000000002879997,0.7036797934028634,0.11001354379711323,0.22430871644383427,0,0.5000000002328306,0.22605042017066876,0.16835731669417142
0,0.16134453781326574,0.16550196849067036,0.16478320487505663,0.16382641965248282,0.1648351648452361,0.16773897051409392,0.17647058819377162,0.20000000002879997,0.10135571338830648,0.16934818682575353,0.22527555281054956,0,0.5000000002328306,0.23613445378408024,0.10903062141978394
0,0.24869006431008117,0.24721456689896557,0.24757671752309904,0.24781995144432184,0.1987179487024162,0.2454044117825334,0.2156862744904268,0.24000000006335998,0.7895416396556039,0.24569375975043567,0.2248849721757959,0,0.5000000002328306,0.24845938373361867,0.05669832
0,0.001334652,0.00359252,0.0034517,0.002818086,0.014652014650565554,0.005974265,0.019607843,0.04,0.495158167,0.005790165,0.033122247,0,1,0.022408963593201988,0.46552526779831066
0,0.005289174,0.00765748,0.008652891,0.007180327,0.016483516483534598,0.011488970587508446,0,0.04,0.24467398323025116,0.010942993,0.032714033,0,0.5000000002328306,0.024369747902439096,0.46552526779831066
0,0.011023232822190152,0.014212598422548156,0.017211215660454554,0.014214817893809835,0.020146520152769395,0.021139705876118485,0.019607843,0.04,0.5506778565082268,0.019488921,0.032605726047838596,0,0.5000000002328306,0.030812324934350214,0.6429708788892716
0,0.019673751848141192,0.023533464564376383,0.029268523,0.024221809,0.024725274735192003,0.034466912,0.039215686,0.04,0.5855390572843605,0.031472495892370396,0.033561466,0,0.5000000002328306,0.035014006,0.3323078421875635
0,0.030598121598453938,0.035482283,0.044777531,0.037051175918353864,0.025641025625302905,0.051470588,0.039215686,0.04,0.6920593931441521,0.046902262,0.032735939,0,0.5000000002328306,0.043977591,0.3323078421875635
