machine,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
quartz,0.9228225,0.10513203,-0.6460044,0.74928796,-1.1218333,0.30964568,0.48792282,-0.7185385,0.2986981,-1.5023475,-0.14637432,1.3149306,-0.048041273,-0.6938851,0.6578907,1.0,1178000000.0,1196000000.0,646000000.0,6298000000.0,64000000.0,82000000.0,34000000.0,40000000.0,3028.0,99499590.0,3349460.0,37797.0,2173193.0,268000000.0,1.0
quartz,0.9228225,0.10513203,-0.6460044,0.74928796,-1.1218333,0.30964568,0.48792282,-0.7185385,0.2986981,-1.5023475,-0.14637432,1.3149306,-0.048041273,-0.6938851,0.6578907,1.0,2064000000.0,2236000000.0,1224000000.0,11432000000.0,104000000.0,142000000.0,64000000.0,78000000.0,2585.0,202560750.0,7721012.0,37804.0,2173201.0,714000000.0,1.5
quartz,0.9228225,0.10513203,-0.6460044,0.74928796,-1.1218333,0.30964568,0.48792282,-0.7185385,0.2986981,-1.5023475,-0.14637432,1.3149306,-0.048041273,-0.6938851,0.6578907,1.0,358000000.0,810500000.0,372437500.0,2650562600.0,5187500.0,4000000.0,1187500.0,0.0,1118.4688,76874696.0,46372220.0,69909.84,2106280.2,33500000.0,1.7507508
quartz,0.9228225,0.10513203,-0.6460044,0.74928796,-1.1218333,0.30964568,0.48792282,-0.7185385,0.2986981,-1.5023475,-0.14637432,1.3149306,-0.048041273,-0.6938851,0.6578907,1.0,2466000000.0,2954000000.0,1630000000.0,14710000000.0,246000000.0,242000000.0,110000000.0,116000000.0,3060.0,152771730.0,2831102.0,37804.0,2173200.0,2554000000.0,2.4009604
quartz,0.9228225,0.10513203,-0.6460044,0.74928796,-1.1218333,0.30964568,0.48792282,-0.7185385,0.2986981,-1.5023475,-0.14637432,1.3149306,-0.048041273,-0.6938851,0.6578907,1.0,349937500.0,567125000.0,256812500.0,1943062500.0,7750000.0,6000000.0,3750000.0,2000000.0,1112.7188,23302186.0,54848196.0,69909.84,2106280.2,67250000.0,3.6014407
quartz,0.9228225,0.10513203,-0.6460044,0.74928796,-1.1218333,0.30964568,0.48792282,-0.7185385,0.2986981,-1.5023475,-0.14637432,1.3149306,-0.048041273,-0.6938851,0.6578907,1.0,3100000000.0,2878000000.0,1562000000.0,16042000000.0,304000000.0,226000000.0,148000000.0,124000000.0,2036.0,216107020.0,3715511.0,37804.0,2173819.0,802000000.0,10.333
quartz,0.9228225,0.10513203,-0.6460044,0.74928796,-1.1218333,0.30964568,0.48792282,-0.7185385,0.2986981,-1.5023475,-0.14637432,1.3149306,-0.048041273,-0.6938851,0.6578907,1.0,4636000000.0,4402000000.0,2386000000.0,24250000000.0,320000000.0,398000000.0,170000000.0,194000000.0,1731.0,317196260.0,5572217.0,37804.0,2173201.0,2760000000.0,0.1816694
quartz,0.9228225,0.10513203,-0.6460044,0.74928796,-1.1218333,0.30964568,0.48792282,-0.7185385,0.2986981,-1.5023475,-0.14637432,1.3149306,-0.048041273,-0.6938851,0.6578907,1.0,752750000.0,1186437500.0,535687500.0,4073062400.0,11500000.0,11812500.0,4000000.0,3375000.0,1084.9062,67392550.0,116467300.0,69877.84,2106279.2,162000000.0,0.24981245
quartz,0.9228225,0.10513203,-0.6460044,0.74928796,-1.1218333,0.30964568,0.48792282,-0.7185385,0.2986981,-1.5023475,-0.14637432,1.3149306,-0.048041273,-0.6938851,0.6578907,1.0,6590000000.0,6574000000.0,3392000000.0,35102000000.0,488000000.0,484000000.0,268000000.0,282000000.0,2075.0,470206050.0,9402284.0,37804.0,2173199.0,2346000000.0,0.583
quartz,0.9228225,0.10513203,-0.6460044,0.74928796,-1.1218333,0.30964568,0.48792282,-0.7185385,0.2986981,-1.5023475,-0.14637432,1.3149306,-0.048041273,-0.6938851,0.6578907,1.0,8916000000.0,8066000000.0,4378000000.0,45796000000.0,512000000.0,674000000.0,342000000.0,388000000.0,3441.0,554798460.0,6150266.0,37804.0,2173201.0,3414000000.0,4.3135786
