machine,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
corona,-1.0178468,-0.15235637,0.15868743,0.00062437274,2.2653725,0.68159777,0.87402916,-1.7328473,2.488083,1.2089832,-0.019531373,-1.8743824,1.4734542,-0.9840212,-0.5918058,1.0,1692000000.0,2178170400.0,1387796000.0,10964000000.0,340587520.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293744.0,209248.0,4008859600.0,1.0
corona,-1.0178468,-0.15235637,0.15868743,0.00062437274,2.2653725,0.68159777,0.87402916,-1.7328473,2.488083,1.2089832,-0.019531373,-1.8743824,1.4734542,-0.9840212,-0.5918058,1.0,1942000000.0,3027065900.0,1758415700.0,13634000000.0,727392900.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293746.0,209248.0,21602968000.0,0.6666667
corona,-1.0178468,-0.15235637,0.15868743,0.00062437274,2.2653725,0.68159777,0.87402916,-1.7328473,2.488083,1.2089832,-0.019531373,-1.8743824,1.4734542,-0.9840212,-0.5918058,1.0,3746000000.0,4169559600.0,2846434600.0,22692000000.0,1279766100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293744.0,209248.0,12218288000.0,0.57118356
corona,-1.0178468,-0.15235637,0.15868743,0.00062437274,2.2653725,0.68159777,0.87402916,-1.7328473,2.488083,1.2089832,-0.019531373,-1.8743824,1.4734542,-0.9840212,-0.5918058,1.0,7174000000.0,7741392000.0,5354203600.0,43026000000.0,1597979800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293744.0,209248.0,19001098000.0,0.4165
corona,-1.0178468,-0.15235637,0.15868743,0.00062437274,2.2653725,0.68159777,0.87402916,-1.7328473,2.488083,1.2089832,-0.019531373,-1.8743824,1.4734542,-0.9840212,-0.5918058,1.0,12408000000.0,13435869000.0,9294941000.0,74378000000.0,4150231000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293744.0,209259.0,41425950000.0,0.27766666
corona,-1.0178468,-0.15235637,0.15868743,0.00062437274,2.2653725,0.68159777,0.87402916,-1.7328473,2.488083,1.2089832,-0.019531373,-1.8743824,1.4734542,-0.9840212,-0.5918058,1.0,14840000000.0,17488818000.0,13304391000.0,87232000000.0,7146890000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293744.0,209259.0,159000000000.0,0.09677731
corona,-1.0178468,-0.15235637,0.15868743,0.00062437274,2.2653725,0.68159777,0.87402916,-1.7328473,2.488083,1.2089832,-0.019531373,-1.8743824,1.4734542,-0.9840212,-0.5918058,1.0,46000000.0,64142092.0,35290836.0,368000000.0,10387309.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293744.0,209226.0,46128670.0,5.5045047
corona,-1.0178468,-0.15235637,0.15868743,0.00062437274,2.2653725,0.68159777,0.87402916,-1.7328473,2.488083,1.2089832,-0.019531373,-1.8743824,1.4734542,-0.9840212,-0.5918058,1.0,278000000.0,557059800.0,299305400.0,2310000000.0,108180984.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293744.0,209237.0,567265660.0,4.003003
corona,-1.0178468,-0.15235637,0.15868743,0.00062437274,2.2653725,0.68159777,0.87402916,-1.7328473,2.488083,1.2089832,-0.019531373,-1.8743824,1.4734542,-0.9840212,-0.5918058,1.0,2316000000.0,3737527000.0,2386677800.0,15782000000.0,743012350.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293744.0,209820.0,9993595000.0,1.7152659
corona,-1.0178468,-0.15235637,0.15868743,0.00062437274,2.2653725,0.68159777,0.87402916,-1.7328473,2.488083,1.2089832,-0.019531373,-1.8743824,1.4734542,-0.9840212,-0.5918058,1.0,17798000000.0,20577667000.0,15177935000.0,104000000000.0,8991517000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293744.0,209833.0,213000000000.0,0.23182608
