0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0.75332224,0.3890289,-1.2322872,-0.059198666,-0.45707357,-0.14378631,-1.1842115,-0.14435154,0.4752564,-1.0870441,63.997967,0.035192102,0.14676814,0.044443898,0.03859544,0.052483894,0.13482803,0.09478094,0.09501585,0.09746841,0.093873665,0.041205153,3.8292394,0.0038257628,0.0037311094,0.0062930724,0.0077304207,0.26184252,0.087908514,0.14147656,0.015049027,0.14150976,0.41572386,0.116927885,0.15041552,0.33130988,0.0435922,0.16710493,0.8532628,1.1651225,0.0370718,0.031011794,0.0993569,0.7873367,0.7475062,0.011833532,0.011247816,0.083007574,0.22872834,0.31024668,0.024713162,0.11536065,0.12358041,0.13783005,0.1251345,0.11476823,0.016138766,0.07186039,0.054455943,0.28295955,0.045135785,0.08933261,0.16302103,0.080171645,0.08172281,0.012507022,0.19699737,0.18889846,0.09798455,0.012725644,1.487352,1.518336,0.002367468,0.0039363108,0.008062996
