Apps,relation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
kripke,q-r,-9.79E-07,1.3202713e-07,2.2681286e-07,-2.83E-08,-8.60E-08,1.852627e-07,8.325824e-07,-3.98E-07,7.494632e-08,-1.77E-07,-4.90E-09,1.8345014e-08,1.7323822e-07,2.4605146e-07,7.21959e-07,3.847595e-07,2.7360675,17.816502,4.296481,38.069817,0.66264135,0.6412658,0.03206329,0.03206329,2.4047467e-06,10.018396,10.249593,0.00020202,0.011597388,4.531612,3.847595e-07,2.3485226e-08,2.633509e-07,-7.87E-08,-5.44E-07,-9.69E-08,-6.72E-07,-5.32E-07,5.198023e-07,2.2752417e-08,-1.53E-07,8.993753e-06,3.188377e-08,1.3519616e-07,8.1334456e-08,3.9680103e-08,4.8619746e-08,1.9058749e-07,1.2651556e-07,1.3747913e-07,9.320097e-08,1.3181513e-07,5.5957642e-08,1.1961293e-06,6.368587e-09,1.0073004e-09,3.0722083e-09,1.7017527e-08,2.8136398e-07,9.996176e-08,1.2201853e-07,1.0433859e-08,1.2212463e-07,2.59635e-07,1.0671136e-07,1.7564068e-07,3.136098e-07,1.8606007e-08,1.9815437e-07,8.7020646e-07,1.1774146e-06,4.2505825e-08,2.7141128e-08,9.046499e-08,7.1345414e-07,7.04805e-07,7.9488425e-09,6.297503e-09,8.6400576e-08,1.9681745e-07,3.0156767e-07,2.5463672e-08,1.05674154e-07,1.0689278e-07,8.752158e-08,1.1002587e-07,1.05292564e-07,1.8969942e-08,8.2689866e-08,6.921222e-08,3.1854e-07,4.1352216e-08,1.5827803e-08,1.34945735e-08,1.1806532e-07,1.18667565e-07,1.3417429e-08,2.0791786e-07,2.2095342e-07,1.1666562e-07,1.068655e-08,6.3557417e-07,7.392834e-07,1.5231184e-09,4.3638457e-09,6.389076e-09,2.898479e-07,1.4968256e-07,-4.74E-07,-2.28E-08,-1.76E-07,-5.53E-08,-4.56E-07,-5.55E-08,1.8285941e-07,-4.18E-07,1.2360399e-05,2.5965015e-08,9.843402e-08,3.3779383e-08,3.086199e-08,4.103532e-08,1.0819403e-07,6.222008e-08,6.2457865e-08,7.006941e-08,7.500733e-08,2.6095686e-08,1.0539828e-06,2.3852202e-09,1.0767495e-09,3.1195337e-09,5.4549276e-09,1.4566379e-07,6.793044e-08,1.0641687e-07,8.682627e-09,1.0647291e-07,2.0377757e-07,8.9282864e-08,1.0130948e-07,2.0729298e-07,3.400889e-08,1.2871604e-07,4.7674425e-07,6.379493e-07,2.900096e-08,1.5741762e-08,7.242516e-08,5.861549e-07,3.9308497e-07,5.128844e-09,6.987521e-09,5.4121085e-08,1.6928624e-07,2.253633e-07,1.433965e-08,8.788017e-08,9.384337e-08,1.0000809e-07,9.435659e-08,8.720896e-08,1.2889203e-08,5.5623623e-08,4.318762e-08,2.0606035e-07,3.3475853e-08,1.7816143e-08,2.7697393e-08,6.599702e-08,6.635918e-08,9.152226e-09,1.3136997e-07,1.4967381e-07,7.6671405e-08,9.456089e-09,5.722728e-07,5.841942e-07,1.348053e-09,2.5062272e-09,5.9498726e-09
kripke,q-r,-1.58E-06,2.1351538e-07,3.6680365e-07,-4.58E-08,-1.39E-07,2.996084e-07,1.3464592e-06,-6.44E-07,1.2120383e-07,-2.87E-07,-7.92E-09,2.9667712e-08,2.801623e-07,3.9791647e-07,1.1675581e-06,6.2223626e-07,7.7261004,45.99363,11.148399,103.01466,1.0889134,1.4864533,0.051853023,0.051853023,5.6951903e-06,23.827223,16.615147,0.000326709,0.018755393,7.4149823,4.6714436e-07,3.7980502e-08,4.2589326e-07,-1.27E-07,-8.80E-07,-1.57E-07,-1.09E-06,-8.61E-07,8.406286e-07,3.67954e-08,-2.48E-07,1.4544772e-05,5.1562697e-08,2.1864037e-07,1.3153476e-07,6.417099e-08,7.862826e-08,3.0821968e-07,2.0460202e-07,2.223324e-07,1.5072538e-07,2.1317254e-07,9.049516e-08,1.9343904e-06,1.0299332e-08,1.6290145e-09,4.968401e-09,2.7520889e-08,4.550242e-07,1.6165899e-07,1.973294e-07,1.6873726e-08,1.9750098e-07,4.1988386e-07,1.725745e-07,2.840476e-07,5.071724e-07,3.008979e-08,3.204569e-07,1.4073051e-06,1.9041247e-06,6.8740775e-08,4.3892857e-08,1.4630074e-07,1.153804e-06,1.1398165e-06,1.2854934e-08,1.0184375e-08,1.3972773e-07,3.1829484e-07,4.876977e-07,4.1180062e-08,1.7089712e-07,1.7286789e-07,1.4154062e-07,1.7793477e-07,1.7028e-07,3.0678347e-08,1.3372674e-07,1.1193058e-07,5.151456e-07,6.687515e-08,2.5596856e-08,2.1823537e-08,1.9093623e-07,1.9191019e-07,2.1698778e-08,3.362465e-07,3.5732774e-07,1.886726e-07,1.7282378e-08,1.0278559e-06,1.1955754e-06,2.4631999e-09,7.0572477e-09,1.0332466e-08,4.6874442e-07,2.420679e-07,-7.67E-07,-3.68E-08,-2.84E-07,-8.95E-08,-7.37E-07,-8.98E-08,2.9572178e-07,-6.76E-07,1.998934e-05,4.1990837e-08,1.5918833e-07,5.46283e-08,4.991027e-08,6.636266e-08,1.7497229e-07,1.00622835e-07,1.0100738e-07,1.13316844e-07,1.2130248e-07,4.220216e-08,1.7045099e-06,3.857398e-09,1.7413282e-09,5.044936e-09,8.821755e-09,2.3556869e-07,1.0985767e-07,1.7209825e-07,1.4041617e-08,1.7218888e-07,3.295508e-07,1.4438899e-07,1.6383854e-07,3.3523594e-07,5.4999465e-08,2.0816066e-07,7.7099475e-07,1.0316969e-06,4.6900592e-08,2.5457707e-08,1.1712657e-07,9.4793455e-07,6.357003e-07,8.29441e-09,1.1300276e-08,8.752507e-08,2.7377112e-07,3.6445942e-07,2.3190202e-08,1.4212054e-07,1.5176428e-07,1.6173391e-07,1.5259427e-07,1.4103506e-07,2.0844526e-08,8.995499e-08,6.984338e-08,3.3324253e-07,5.413743e-08,2.8812416e-08,4.4792454e-08,1.0673094e-07,1.07316616e-07,1.48010555e-08,2.1245262e-07,2.4205372e-07,1.2399364e-07,1.5292468e-08,9.2548436e-07,9.4476377e-07,2.1800826e-09,4.0530916e-09,9.622184e-09
kripke,q-r,-2.61E-06,3.5218918e-07,6.05035e-07,-7.55E-08,-2.29E-07,4.941978e-07,2.2209565e-06,-1.06E-06,1.9992318e-07,-4.73E-07,-1.31E-08,4.8936275e-08,4.621219e-07,6.563549e-07,1.9258628e-06,1.0263658e-06,22.095375,123.42049,29.935669,284.7595,2.5374043,3.6778107,0.14255081,0.11404064,2.2580047e-05,60.350315,27.28961,0.000538899,0.030936632,12.059798,8.2059984e-07,6.264805e-08,7.025021e-07,-2.10E-07,-1.45E-06,-2.59E-07,-1.79E-06,-1.42E-06,1.3865995e-06,6.0693246e-08,-4.09E-07,2.39913e-05,8.5051596e-08,3.6064276e-07,2.1696385e-07,1.0584872e-07,1.2969568e-07,5.0840197e-07,3.3748677e-07,3.6673268e-07,2.486184e-07,3.5162367e-07,1.492699e-07,3.1907368e-06,1.6988533e-08,2.6870255e-09,8.195275e-09,4.5395133e-08,7.50553e-07,2.6665316e-07,3.2549073e-07,2.783286e-08,3.2577378e-07,6.925897e-07,2.8465806e-07,4.685306e-07,8.3657034e-07,4.9632487e-08,5.28587e-07,2.3213206e-06,3.1408142e-06,1.1338648e-07,7.240036e-08,2.4132004e-07,1.9031756e-06,1.8801037e-06,2.1203947e-08,1.6798914e-08,2.3047801e-07,5.250207e-07,8.0444727e-07,6.792566e-08,2.8189126e-07,2.85142e-07,2.3346833e-07,2.934997e-07,2.8087334e-07,5.0603298e-08,2.2057948e-07,1.8462717e-07,8.497219e-07,1.1030917e-07,4.2221483e-08,3.5997473e-08,3.1494534e-07,3.1655188e-07,3.5791683e-08,5.5463164e-07,5.894047e-07,3.1121155e-07,2.8506925e-08,1.6954269e-06,1.9720767e-06,4.062997e-09,1.1640784e-08,1.704319e-08,7.731842e-07,3.9928597e-07,-1.26E-06,-6.08E-08,-4.69E-07,-1.48E-07,-1.22E-06,-1.48E-07,4.877869e-07,-1.12E-06,3.2972002e-05,6.926302e-08,2.6257786e-07,9.0108244e-08,8.2325954e-08,1.09463834e-07,2.8861317e-07,1.6597528e-07,1.6660958e-07,1.8691378e-07,2.000859e-07,6.961159e-08,2.8115537e-06,6.3626984e-09,2.8722846e-09,8.321517e-09,1.45513015e-08,3.8856567e-07,1.8120795e-07,2.838725e-07,2.3161356e-08,2.8402198e-07,5.435872e-07,2.3816663e-07,2.7024825e-07,5.529647e-07,9.072047e-08,3.433567e-07,1.2717398e-06,1.7017627e-06,7.7361555e-08,4.199196e-08,1.9319785e-07,1.5635984e-06,1.0485744e-06,1.3681457e-08,1.8639572e-08,1.4437079e-07,4.5157978e-07,6.011682e-07,3.8251756e-08,2.3442489e-07,2.5033202e-07,2.6677674e-07,2.5170107e-07,2.326344e-07,3.4382612e-08,1.4837889e-07,1.15205204e-07,5.496766e-07,8.9298574e-08,4.7525482e-08,7.388422e-08,1.7605046e-07,1.7701653e-07,2.4414033e-08,3.5043618e-07,3.992626e-07,2.0452494e-07,2.5224606e-08,1.5265672e-06,1.5583682e-06,3.5960008e-09,6.6854904e-09,1.5871592e-08
kripke,q-r,-4.06E-06,5.476413e-07,9.408073e-07,-1.17E-07,-3.57E-07,7.6845953e-07,3.4535062e-06,-1.65E-06,3.1087325e-07,-7.35E-07,-2.03E-08,7.609412e-08,7.1858267e-07,1.020608e-06,2.9946464e-06,1.5959613e-06,54.79467,295.6075,71.685265,693.1792,4.52189,8.378797,0.2216613,0.17732903,3.0323265e-05,139.61475,42.5341,0.000837968,0.048105333,20.259842,1.1401679e-06,9.741543e-08,1.0923651e-06,-3.27E-07,-2.26E-06,-4.02E-07,-2.79E-06,-2.21E-06,2.1561116e-06,9.437578e-08,-6.36E-07,3.7305595e-05,1.3225213e-07,5.607863e-07,3.3737086e-07,1.6459089e-07,2.0167204e-07,7.9054644e-07,5.247796e-07,5.702559e-07,3.8659252e-07,5.4676195e-07,2.3210923e-07,4.961479e-06,2.6416549e-08,4.1782267e-09,1.2743352e-08,7.0587774e-08,1.1670825e-06,4.146359e-07,5.061262e-07,4.3279076e-08,5.065663e-07,1.0769517e-06,4.4263288e-07,7.2854795e-07,1.3008363e-06,7.71767e-08,8.2193344e-07,3.6095687e-06,4.883851e-06,1.7631183e-07,1.1257991e-07,3.7524381e-07,2.9593687e-06,2.9234925e-06,3.297136e-08,2.6121699e-08,3.5838488e-07,8.16388e-07,1.2508862e-06,1.05621915e-07,4.383306e-07,4.4338537e-07,3.630347e-07,4.5638131e-07,4.3674777e-07,7.868628e-08,3.4299305e-07,2.870885e-07,1.3212865e-06,1.7152674e-07,6.565286e-08,5.5974752e-08,4.897285e-07,4.922266e-07,5.565476e-08,8.6243193e-07,9.165027e-07,4.839226e-07,4.4327226e-08,2.6363268e-06,3.0665071e-06,6.317812e-09,1.8100993e-08,2.6501537e-08,1.2022731e-06,6.208751e-07,-1.97E-06,-9.45E-08,-7.29E-07,-2.29E-07,-1.89E-06,-2.30E-07,7.5849084e-07,-1.73E-06,5.1270257e-05,1.0770146e-07,4.0829894e-07,1.4011502e-07,1.2801385e-07,1.7021226e-07,4.487829e-07,2.580855e-07,2.590718e-07,2.906441e-07,3.1112629e-07,1.08243476e-07,4.3718633e-06,9.893763e-09,4.4662976e-09,1.2939655e-08,2.2626741e-08,6.042054e-07,2.8177175e-07,4.4141137e-07,3.601506e-08,4.416438e-07,8.452582e-07,3.7034042e-07,4.2022617e-07,8.5983993e-07,1.4106702e-07,5.339071e-07,1.977509e-06,2.6461787e-06,1.2029439e-07,6.5295964e-08,3.004156e-07,2.4313383e-06,1.6304949e-06,2.1274165e-08,2.8983854e-08,2.244913e-07,7.0219005e-07,9.347946e-07,5.9480083e-08,3.6452212e-07,3.8925714e-07,4.1482807e-07,3.9138595e-07,3.61738e-07,5.3463705e-08,2.3072374e-07,1.7913987e-07,8.5472703e-07,1.3885601e-07,7.390039e-08,1.1488727e-07,2.7375205e-07,2.7525422e-07,3.796293e-08,5.4491545e-07,6.2083876e-07,3.1802878e-07,3.922334e-08,2.3737562e-06,2.4232056e-06,5.59165e-09,1.0395693e-08,2.4679746e-08
kripke,q-r,-5.92E-06,7.989165e-07,1.3724795e-06,-1.71E-07,-5.20E-07,1.1210532e-06,5.038084e-06,-2.41E-06,4.5351175e-07,-1.07E-06,-2.96E-08,1.1100851e-07,1.0482912e-06,1.4888952e-06,4.368685e-06,2.328239e-06,118.09345,625.3908,151.72357,1480.1133,7.1140633,17.332445,0.38803983,0.25869322,1.177054e-05,289.462,61.946342,0.001222455,0.070177585,29.685045,1.7466159e-06,1.4211271e-07,1.5935768e-06,-4.76E-07,-3.29E-06,-5.87E-07,-4.07E-06,-3.22E-06,3.1454038e-06,1.3767838e-07,-9.28E-07,5.4422584e-05,1.929336e-07,8.180928e-07,4.921673e-07,2.401104e-07,2.9420556e-07,1.1532742e-06,7.655651e-07,8.319074e-07,5.639734e-07,7.976337e-07,3.3860832e-07,7.237963e-06,3.8537298e-08,6.095329e-09,1.8590406e-08,1.0297568e-07,1.7025768e-06,6.04884e-07,7.383529e-07,6.313689e-08,7.3899497e-07,1.5710913e-06,6.4572686e-07,1.0628288e-06,1.8977012e-06,1.1258782e-07,1.1990626e-06,5.2657533e-06,7.124717e-06,2.5720928e-07,1.6423515e-07,5.474176e-07,4.317221e-06,4.2648835e-06,4.809967e-08,3.810716e-08,5.228232e-07,1.1909727e-06,1.8248323e-06,1.540846e-07,6.3945055e-07,6.468247e-07,5.2960655e-07,6.6578355e-07,6.371415e-07,1.1479003e-07,5.003691e-07,4.188138e-07,1.9275346e-06,2.5022862e-07,9.577647e-08,8.1657745e-08,7.1443145e-07,7.1807574e-07,8.1190926e-08,1.258143e-06,1.3370233e-06,7.059616e-07,6.466596e-08,3.845957e-06,4.473518e-06,9.216624e-09,2.6406303e-08,3.866128e-08,1.7539141e-06,9.0575224e-07,-2.87E-06,-1.38E-07,-1.06E-06,-3.35E-07,-2.76E-06,-3.36E-07,1.1065105e-06,-2.53E-06,7.4794676e-05,1.571183e-07,5.9563945e-07,2.0440424e-07,1.8675067e-07,2.4831104e-07,6.5469874e-07,3.765033e-07,3.7794217e-07,4.2400083e-07,4.538809e-07,1.5790901e-07,6.3778125e-06,1.4433335e-08,6.5155765e-09,1.887678e-08,3.3008607e-08,8.81434e-07,4.1105756e-07,6.439449e-07,5.253991e-08,6.44284e-07,1.2330895e-06,5.4026435e-07,6.130393e-07,1.2543617e-06,2.0579304e-07,7.788806e-07,2.8848528e-06,3.8603293e-06,1.7548926e-07,9.525582e-08,4.3825577e-07,3.5469134e-06,2.3786176e-06,3.1035427e-08,4.228256e-08,3.2749503e-07,1.0243771e-06,1.3637081e-06,8.677143e-08,5.3177644e-07,5.6786064e-07,6.051643e-07,5.709662e-07,5.2771486e-07,7.799455e-08,3.365871e-07,2.6133492e-07,1.2469029e-06,2.0256755e-07,1.07808226e-07,1.6760119e-07,3.9935816e-07,4.015496e-07,5.5381527e-08,7.949399e-07,9.056992e-07,4.6395047e-07,5.7220255e-08,3.4629109e-06,3.535049e-06,8.157276e-09,1.5165567e-08,3.6003595e-08
kripke,q-r,-2.08E-06,2.8098313e-07,4.8270823e-07,-6.03E-08,-1.83E-07,3.9428028e-07,1.7719207e-06,-8.47E-07,1.5950246e-07,-3.77E-07,-1.04E-08,3.9042273e-08,3.686895e-07,5.2365226e-07,1.5364894e-06,8.1885383e-07,12.760472,81.18026,18.970114,173.55153,2.8432424,2.7750049,0.13647564,0.15922157,9.246225e-06,43.51965,43.706623,0.000429944,0.024681823,19.402287,5.4535667e-07,4.998179e-08,5.604693e-07,-1.68E-07,-1.16E-06,-2.06E-07,-1.43E-06,-1.13E-06,1.106255e-06,4.842221e-08,-3.26E-07,1.9140709e-05,6.785576e-08,2.8772754e-07,1.7309782e-07,8.444809e-08,1.0347364e-07,4.0561258e-07,2.6925326e-07,2.925862e-07,1.983524e-07,2.8053194e-07,1.19090316e-07,2.5456295e-06,1.35537706e-08,2.1437592e-09,6.538343e-09,3.6217088e-08,5.9880523e-07,2.1274087e-07,2.596826e-07,2.2205576e-08,2.599084e-07,5.5256106e-07,2.2710553e-07,3.7380246e-07,6.674315e-07,3.9597726e-08,4.217166e-07,1.851993e-06,2.5058002e-06,9.046185e-08,5.776236e-08,1.9252963e-07,1.5183891e-06,1.4999819e-06,1.6916905e-08,1.3402489e-08,1.8387966e-07,4.1887137e-07,6.4180307e-07,5.4192363e-08,2.2489812e-07,2.2749163e-07,1.862654e-07,2.3415956e-07,2.2408601e-07,4.0372257e-08,1.7598244e-07,1.47299e-07,6.7792405e-07,8.800672e-08,3.3685087e-08,2.8719457e-08,2.5126928e-07,2.52551e-07,2.8555275e-08,4.4249552e-07,4.7023806e-07,2.482904e-07,2.2743357e-08,1.3526433e-06,1.5733597e-06,3.241535e-09,9.287235e-09,1.3597376e-08,6.168608e-07,3.1855782e-07,-1.01E-06,-4.85E-08,-3.74E-07,-1.18E-07,-9.70E-07,-1.18E-07,3.8916554e-07,-8.90E-07,2.6305679e-05,5.525933e-08,2.0948951e-07,7.189004e-08,6.5681185e-08,8.7332296e-08,2.3026098e-07,1.3241818e-07,1.3292424e-07,1.4912331e-07,1.5963228e-07,5.5537427e-08,2.2431102e-06,5.07628e-09,2.2915625e-09,6.639062e-09,1.16093e-08,3.1000496e-07,1.445711e-07,2.2647879e-07,1.8478563e-08,2.2659806e-07,4.3368405e-07,1.9001381e-07,2.1560912e-07,4.411656e-07,7.237849e-08,2.739364e-07,1.0146179e-06,1.3576981e-06,6.17205e-08,3.3501973e-08,1.5413686e-07,1.247468e-06,8.365723e-07,1.0915322e-08,1.48709995e-08,1.1518171e-07,3.602788e-07,4.796233e-07,3.0517967e-08,1.8702856e-07,1.9971958e-07,2.1283947e-07,2.0081183e-07,1.8560007e-07,2.7431092e-08,1.1837945e-07,9.191287e-08,4.385423e-07,7.1244074e-08,3.791672e-08,5.8946217e-08,1.4045636e-07,1.412271e-07,1.9477973e-08,2.7958455e-07,3.1853918e-07,1.6317382e-07,2.0124663e-08,1.2179239e-06,1.2432953e-06,2.8689568e-09,5.3338094e-09,1.2662653e-08
kripke,q-r,-3.73E-06,5.028421e-07,8.6384557e-07,-1.08E-07,-3.28E-07,7.055965e-07,3.1709958e-06,-1.52E-06,2.8544258e-07,-6.75E-07,-1.87E-08,6.9869316e-08,6.5979975e-07,9.371182e-07,2.7496724e-06,1.4654054e-06,46.64874,257.6671,57.720688,575.7008,5.1696243,7.2863207,0.24423423,0.32564563,2.2021786e-05,119.22162,78.343094,0.000769419,0.044170126,34.15209,1.0468976e-06,8.9446466e-08,1.0030053e-06,-3.00E-07,-2.07E-06,-3.69E-07,-2.56E-06,-2.03E-06,1.979733e-06,8.665547e-08,-5.84E-07,3.425385e-05,1.2143339e-07,5.149118e-07,3.097726e-07,1.5112671e-07,1.8517447e-07,7.2587665e-07,4.818506e-07,5.2360673e-07,3.549677e-07,5.0203465e-07,2.1312178e-07,4.5556108e-06,2.4255572e-08,3.836431e-09,1.1700895e-08,6.481341e-08,1.0716105e-06,3.8071707e-07,4.647231e-07,3.973868e-08,4.651272e-07,9.888528e-07,4.0642377e-07,6.6894984e-07,1.1944228e-06,7.0863344e-08,7.546961e-07,3.314292e-06,4.4843327e-06,1.6188883e-07,1.0337043e-07,3.445474e-07,2.7172805e-06,2.6843393e-06,3.0274176e-08,2.398484e-08,3.2906757e-07,7.496043e-07,1.1485587e-06,9.698163e-08,4.0247343e-07,4.0711473e-07,3.3333706e-07,4.1904752e-07,4.010201e-07,7.224943e-08,3.1493485e-07,2.6360354e-07,1.2132001e-06,1.5749517e-07,6.02822e-08,5.1395798e-08,4.4966677e-07,4.5196052e-07,5.110198e-08,7.9188163e-07,8.415292e-07,4.4433583e-07,4.0701085e-08,2.420665e-06,2.8156549e-06,5.80099e-09,1.662026e-08,2.4333607e-08,1.1039225e-06,5.7008504e-07,-1.81E-06,-8.68E-08,-6.70E-07,-2.11E-07,-1.74E-06,-2.12E-07,6.964433e-07,-1.59E-06,4.7076148e-05,9.889106e-08,3.748985e-07,1.2865307e-07,1.17541816e-07,1.5628822e-07,4.120707e-07,2.3697308e-07,2.3787871e-07,2.6686826e-07,2.8567493e-07,9.9388735e-08,4.0142277e-06,9.084414e-09,4.100937e-09,1.188114e-08,2.0775785e-08,5.5477904e-07,2.587217e-07,4.053022e-07,3.3068886e-08,4.055156e-07,7.761128e-07,3.4004512e-07,3.8585003e-07,7.8950166e-07,1.2952718e-07,4.902314e-07,1.8157409e-06,2.429711e-06,1.1045383e-07,5.9954495e-08,2.758404e-07,2.2324452e-06,1.497114e-06,1.9533854e-08,2.661286e-08,2.0612703e-07,6.447481e-07,8.5832477e-07,5.461438e-08,3.347028e-07,3.574144e-07,3.8089348e-07,3.5936904e-07,3.321464e-07,4.9090165e-08,2.1184962e-07,1.6448553e-07,7.84807e-07,1.2749705e-07,6.785505e-08,1.05489036e-07,2.5135805e-07,2.5273735e-07,3.4857415e-08,5.0033924e-07,5.7005167e-07,2.9201277e-07,3.601472e-08,2.1795736e-06,2.2249778e-06,5.134231e-09,9.545285e-09,2.2660846e-08
kripke,q-r,-6.51E-06,8.779923e-07,1.5083259e-06,-1.88E-07,-5.72E-07,1.2320137e-06,5.536748e-06,-2.65E-06,4.983998e-07,-1.18E-06,-3.26E-08,1.2199601e-07,1.1520498e-06,1.6362644e-06,4.8010925e-06,2.5586853e-06,151.24673,777.6982,169.86827,1778.2863,11.585159,19.332289,0.6396713,0.5685967,2.4449659e-05,328.1677,136.12344,0.001343452,0.07712368,63.398537,1.6276198e-06,1.5617887e-07,1.7513072e-06,-5.24E-07,-3.62E-06,-6.45E-07,-4.47E-06,-3.54E-06,3.4567322e-06,1.5130563e-07,-1.02E-06,5.980927e-05,2.1202993e-07,8.990667e-07,5.4088144e-07,2.6387625e-07,3.2332568e-07,1.267424e-06,8.4133984e-07,9.1424863e-07,6.1979483e-07,8.7658253e-07,3.7212337e-07,7.954368e-06,4.2351676e-08,6.698638e-09,2.0430463e-08,1.1316809e-07,1.871096e-06,6.6475474e-07,8.114343e-07,6.9386104e-08,8.1213983e-07,1.7265961e-06,7.096402e-07,1.1680264e-06,2.0855334e-06,1.2373162e-07,1.3177444e-06,5.7869515e-06,7.829913e-06,2.8266757e-07,1.8049094e-07,6.0160033e-07,4.744534e-06,4.687017e-06,5.2860518e-08,4.1878963e-08,5.7457163e-07,1.3088538e-06,2.0054522e-06,1.6933572e-07,7.027426e-07,7.108466e-07,5.8202636e-07,7.31682e-07,7.00205e-07,1.2615182e-07,5.4989505e-07,4.602675e-07,2.1183198e-06,2.7499598e-07,1.0525632e-07,8.974013e-08,7.8514506e-07,7.8915e-07,8.922711e-08,1.3826726e-06,1.4693602e-06,7.758369e-07,7.106652e-08,4.2266256e-06,4.9163014e-06,1.01288755e-08,2.9019969e-08,4.248793e-08,1.9275146e-06,9.954025e-07,-3.15E-06,-1.51E-07,-1.17E-06,-3.68E-07,-3.03E-06,-3.69E-07,1.2160316e-06,-2.78E-06,8.219777e-05,1.7266969e-07,6.5459517e-07,2.2463594e-07,2.0523503e-07,2.7288857e-07,7.1950006e-07,4.1376913e-07,4.1535043e-07,4.6596793e-07,4.988055e-07,1.7353867e-07,7.009081e-06,1.586193e-08,7.1604807e-09,2.074518e-08,3.627576e-08,9.686773e-07,4.5174355e-07,7.076818e-07,5.774025e-08,7.080545e-07,1.3551393e-06,5.9373906e-07,6.737172e-07,1.378517e-06,2.261622e-07,8.559733e-07,3.1703921e-06,4.2424203e-06,1.9285899e-07,1.0468413e-07,4.8163383e-07,3.897983e-06,2.6140506e-06,3.4107277e-08,4.6467644e-08,3.599101e-07,1.1257688e-06,1.4986863e-06,9.5359965e-08,5.8441105e-07,6.2406684e-07,6.6506277e-07,6.2747984e-07,5.799474e-07,8.571436e-08,3.699021e-07,2.8720157e-07,1.37032e-06,2.2261746e-07,1.18478965e-07,1.8419016e-07,4.3888616e-07,4.4129453e-07,6.086313e-08,8.736222e-07,9.953443e-07,5.0987177e-07,6.288385e-08,3.8056658e-06,3.8849444e-06,8.964674e-09,1.6666636e-08,3.956719e-08
