machine,app,ranks,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_INS,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,EPT,FP_ARITH:SCALAR_SINGLE,FP_ARITH:SCALAR_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,PAPI_MEM_WCY,duration
quartz,laghos,1,741024000000.0,3656610000000.0,1284010000000.0,10175200000000.0,54730000000.0,36628000000.0,4946000000.0,4740000000.0,0.0,1107051892.0,3802600000000.0,1746940000000.0,37771.0,2273181.0,299586000000.0,33.5333
quartz,laghos,1,740600000000.0,3656270000000.0,1283820000000.0,10174700000000.0,54558000000.0,36592000000.0,5136000000.0,4920000000.0,0.0,1106701299.0,3802600000000.0,1746910000000.0,37771.0,2273181.0,298706000000.0,33.7
quartz,laghos,1,1756000000.0,2510000000.0,734000000.0,8498000000.0,18000000.0,8000000.0,0.0,0.0,0.0,1118229.0,1118039287.0,809434728.0,37771.0,2188654.0,98000000.0,0.05
quartz,laghos,1,1754000000.0,2512000000.0,736000000.0,8502000000.0,24000000.0,8000000.0,0.0,0.0,0.0,1117884.0,1116848268.0,806487653.0,37771.0,2188656.0,100000000.0,0.05
quartz,laghos,1,2042000000.0,2918000000.0,856000000.0,9888000000.0,30000000.0,10000000.0,0.0,0.0,0.0,1298632.0,1299900069.0,939595815.0,37771.0,2191342.0,122000000.0,0.0666
quartz,laghos,1,2042000000.0,2920000000.0,856000000.0,9890000000.0,22000000.0,10000000.0,0.0,0.0,0.0,1299480.0,1300076279.0,938308742.0,37771.0,2191342.0,120000000.0,0.0666
quartz,laghos,1,2200000000.0,3148000000.0,922000000.0,10662000000.0,30000000.0,10000000.0,0.0,0.0,0.0,1400032.0,1401966766.0,1012713190.0,37771.0,2192865.0,122000000.0,0.0666
quartz,laghos,1,2202000000.0,3150000000.0,922000000.0,10660000000.0,34000000.0,12000000.0,2000000.0,0.0,0.0,1400057.0,1400545188.0,1015182301.0,37771.0,2192864.0,130000000.0,0.0666
quartz,laghos,1,2380000000.0,3412000000.0,996000000.0,11550000000.0,30000000.0,12000000.0,2000000.0,0.0,0.0,1517696.0,1516191867.0,1097863627.0,37771.0,2194669.0,132000000.0,0.05
quartz,laghos,1,2384000000.0,3412000000.0,998000000.0,11546000000.0,38000000.0,12000000.0,0.0,0.0,0.0,1518686.0,1517516256.0,1098457626.0,37771.0,2194669.0,136000000.0,0.05
quartz,laghos,1,2672000000.0,3822000000.0,1120000000.0,12942000000.0,26000000.0,14000000.0,0.0,0.0,0.0,1700048.0,1698003620.0,1230008106.0,37771.0,2197352.0,158000000.0,0.0666
quartz,laghos,1,2672000000.0,3822000000.0,1118000000.0,12944000000.0,38000000.0,12000000.0,0.0,0.0,0.0,1699667.0,1700449752.0,1229324495.0,37771.0,2197352.0,160000000.0,0.0666
quartz,laghos,1,2916000000.0,4172000000.0,1220000000.0,14128000000.0,40000000.0,14000000.0,2000000.0,0.0,0.0,1857673.0,1855232293.0,1339019933.0,37771.0,2199671.0,172000000.0,0.0833
quartz,laghos,1,2918000000.0,4172000000.0,1222000000.0,14126000000.0,46000000.0,16000000.0,2000000.0,0.0,0.0,1855347.0,1854279639.0,1339390396.0,37771.0,2199672.0,170000000.0,0.0666
quartz,laghos,1,8380000000.0,20164000000.0,6518000000.0,61854000000.0,200000000.0,168000000.0,8000000.0,6000000.0,0.0,3312123.0,11848127229.0,8459776126.0,37771.0,2210870.0,966000000.0,0.2
quartz,laghos,1,8380000000.0,20168000000.0,6520000000.0,61850000000.0,240000000.0,168000000.0,8000000.0,6000000.0,0.0,3312251.0,11849191558.0,8455499087.0,37771.0,2210870.0,980000000.0,0.2
quartz,laghos,1,9580000000.0,23056000000.0,7454000000.0,70716000000.0,200000000.0,192000000.0,8000000.0,6000000.0,0.0,3786790.0,13544381142.0,9661557876.0,37771.0,2216423.0,1118000000.0,0.2166
quartz,laghos,1,9568000000.0,23052000000.0,7448000000.0,70710000000.0,236000000.0,190000000.0,10000000.0,6000000.0,0.0,3786498.0,13541617296.0,9667786310.0,37771.0,2216422.0,1120000000.0,0.2166
quartz,laghos,1,10228000000.0,24622000000.0,7958000000.0,75506000000.0,232000000.0,204000000.0,10000000.0,8000000.0,0.0,4041972.0,14466353387.0,10328948034.0,37771.0,2219491.0,1186000000.0,0.2333
quartz,laghos,1,10228000000.0,24614000000.0,7956000000.0,75516000000.0,234000000.0,204000000.0,10000000.0,8000000.0,0.0,4041983.0,14465784300.0,10330133682.0,37771.0,2219491.0,1170000000.0,0.25
quartz,laghos,1,11170000000.0,26890000000.0,8692000000.0,82486000000.0,272000000.0,224000000.0,12000000.0,6000000.0,0.0,4415216.0,15793695645.0,11283377627.0,37771.0,2223938.0,1330000000.0,0.2333
quartz,laghos,1,11172000000.0,26888000000.0,8692000000.0,82484000000.0,220000000.0,224000000.0,10000000.0,6000000.0,0.0,4414645.0,15801578838.0,11284240191.0,37771.0,2223938.0,1308000000.0,0.2666
quartz,laghos,1,12566000000.0,30246000000.0,9778000000.0,92782000000.0,310000000.0,252000000.0,12000000.0,8000000.0,0.0,4965776.0,17768576200.0,12697720781.0,37771.0,2230463.0,1446000000.0,0.2666
quartz,laghos,1,12568000000.0,30246000000.0,9778000000.0,92780000000.0,336000000.0,250000000.0,12000000.0,8000000.0,0.0,4966253.0,17772514198.0,12693414672.0,37771.0,2230463.0,1480000000.0,0.2833
quartz,laghos,1,13582000000.0,32702000000.0,10572000000.0,100296000000.0,270000000.0,272000000.0,14000000.0,10000000.0,0.0,5366379.0,19209515153.0,13718614740.0,37771.0,2235223.0,1600000000.0,0.2833
