0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,0.0,0.000142361,0.000243771,0.000125741,0.0,7.125254e-05,0.0,0.0,0.001061065,0.000982526,0.0,0.001800617,0.000332561,0.0,0.2004802
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,0.000338528,0.000723074,0.000954398,0.000702974,0.000501343,0.000941025,0.000127788,0.000475524,0.001524884,0.002401949,0.000404057,0.001620555,0.000343375,0.000227131,0.332
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,1.9508638e-05,0.000166897,0.000303845,0.000156316,1.9735202e-05,8.1080485e-05,1.5182685e-05,0.0,0.0,0.001627739,0.000584945,0.001977774,0.000554268,2.0799911e-05,0.332
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,0.000144648,0.0,0.0,0.0,4.2240255e-05,0.0,1.7080522e-05,0.0,0.000838686,0.00021232,0.000721674,0.001980678,0.000554268,0.000124202,1.0
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,0.11686469,0.08861555,0.08050007,0.09224037,0.061460614,0.06658919,0.050534304,0.06427496,0.001035651,0.0557076,0.06347979,0.004501541,0.0,0.0635543,0.36842105
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,1.0,1.0,0.9940423,1.0,0.9982945,1.0,0.99673194,1.0,0.000216025,0.9946369,0.9984606,0.004495733,0.000511007,1.0,0.21632428
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,0.12841742,0.09388367,0.084999986,0.09869842,0.06122483,0.0655548,0.050723456,0.06413627,0.22875169,0.05822651,0.06424411,0.9995978,0.22872292,0.063918315,0.45378914
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,0.9948923,0.9912198,1.0,1.0,1.0,0.99930716,1.0,0.99841493,1.0,1.0,1.0,1.0,1.0,0.973945,0.19751814
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,0.001370216,0.000628979,0.000428296,0.000699129,0.000203238,0.000201473,0.000144868,3.962698e-05,0.000165196,0.0,0.000358479,1.45211025e-05,0.000429896,0.000323264,0.666
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,0.040221773,0.036055367,0.03682681,0.03754127,0.018814573,0.024916278,0.019514179,0.019721026,0.001588421,0.0596587,0.012625206,0.0,0.000535341,0.009201144,0.0
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,0.015362449,0.020460054,0.023600452,0.020054655,0.028718874,0.037098005,0.012738906,0.024390405,0.001639251,0.018921338,0.025883643,0.001495673,0.000264966,0.017033365,0.31345156
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,0.040541574,0.03287862,0.036797356,0.034398086,0.018666038,0.07130906,0.006000324,0.010435104,0.001620189,0.030288666,0.0112448605,0.001344654,0.000665121,0.005956358,0.38980982
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,0.031317677,0.05034892,0.06224421,0.048648532,0.06840498,0.10215158,0.0352213,0.06414948,0.001219907,0.0485668,0.067244455,0.001344654,0.000375821,0.048415206,0.31614602
0.03980859,0.60472363,0.17080945,-1.5187209,0.0738203,-0.6283202,-0.21163419,1.4575354,-0.050757755,-0.41572288,-1.3756835,-0.7520595,-1.3885387,1.9732885,-0.8101799,0.0,0.027867982,0.07210805,0.096357934,0.069637194,0.06364568,0.13989332,0.03353792,0.063218236,0.002103069,0.19455858,0.05424233,0.00134175,0.000375821,0.029808443,0.13907653
