machine,app,args,duration,BR_INS,LD_INS,SR_INS,TOT_INS,L1_LDM,L1_STM,L2_LDM,L2_STM,FP_SINGLE,FP_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,MEM_WCY,REALTIME (sec),PM_MATH_FLOP_CMPL,L1-DCACHE-LOAD-MISSES,L1-ICACHE-LOAD-MISSES,Overhead
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 4.4 -pa,1.3666,69256000000.0,230110000000.0,76604000000.0,679274000000.0,2068000000.0,1702000000.0,26000000.0,42000000.0,11010488.0,150000000000.0,77982496050.0,105104.0,2315464.0,3396000000.0,74.47073,,,,7.52527
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 4.5,1.45,72284000000.0,240142000000.0,79944000000.0,708874000000.0,1944000000.0,1770000000.0,28000000.0,48000000.0,11490692.0,156648000000.0,81437244503.0,105104.0,2320162.0,3596000000.0,79.527637,,,,7.472363
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 4.5,1.4,84159464286.0,134663000000.0,46286607143.0,364002000000.0,328892857.1,138571428.6,48535714.29,40285714.29,24557.82143,2822220817.0,25598096154.0,108901.75,2110872.536,3550071429.0,33.9113563,,,,50.0886437
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 4.5 -pa,1.4333,72252000000.0,240118000000.0,79930000000.0,708840000000.0,1946000000.0,1770000000.0,28000000.0,44000000.0,11490923.0,156644000000.0,81460981154.0,105104.0,2320161.0,3696000000.0,79.083352,,,,6.914648
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 4.5 -pa,1.3833,84488000000.0,135076000000.0,46478321429.0,365324000000.0,328428571.4,139214285.7,48500000.0,40142857.14,24172.85714,2822127064.0,25558495755.0,108901.75,2110872.536,3572678571.0,34.08620111,,,,48.91179889
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 4.6,1.4666,74336000000.0,247052000000.0,82238000000.0,729318000000.0,2202000000.0,1824000000.0,28000000.0,52000000.0,11817131.0,161063000000.0,83818480877.0,105104.0,2323517.0,3674000000.0,80.442841,,,,7.553159
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 4.6 -pa,1.45,74376000000.0,247084000000.0,82256000000.0,729364000000.0,2194000000.0,1832000000.0,24000000.0,40000000.0,11815322.0,161061000000.0,83814704457.0,105105.0,2323516.0,3668000000.0,81.012876,,,,5.987124
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 4.7,1.5166,75828000000.0,252080000000.0,83906000000.0,744182000000.0,2248000000.0,1862000000.0,30000000.0,48000000.0,12056000.0,164354000000.0,85579259876.0,105103.0,2325909.0,3750000000.0,82.252707,,,,8.743293
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 4.7 -pa,1.5,75896000000.0,252134000000.0,83940000000.0,744260000000.0,2244000000.0,1862000000.0,34000000.0,46000000.0,12059606.0,164350000000.0,85550615489.0,105104.0,2325910.0,3796000000.0,82.818504,,,,7.181496
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 4.8,1.5666,78158000000.0,259616000000.0,86434000000.0,766330000000.0,2310000000.0,1920000000.0,28000000.0,46000000.0,12411861.0,169226000000.0,88133783097.0,105105.0,2329406.0,3848000000.0,84.190561,,,,9.805439
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 4.8 -pa,1.5333,78122000000.0,259594000000.0,86420000000.0,766288000000.0,2324000000.0,1916000000.0,30000000.0,52000000.0,12410444.0,169222000000.0,88103765464.0,105104.0,2329407.0,3760000000.0,82.861551,,,,9.136449
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 4.9,1.6,80734000000.0,268280000000.0,89310000000.0,791984000000.0,2396000000.0,1984000000.0,26000000.0,44000000.0,12829551.0,174893000000.0,90972648033.0,105105.0,2333493.0,3968000000.0,87.584136,,,,8.415864
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 4.9 -pa,1.65,80760000000.0,268302000000.0,89318000000.0,792020000000.0,2396000000.0,1982000000.0,36000000.0,54000000.0,12830157.0,174894000000.0,90903510813.0,105104.0,2333493.0,3946000000.0,87.4153,,,,11.5847
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 5,1.65,83378000000.0,277104000000.0,92236000000.0,818108000000.0,2244000000.0,2046000000.0,30000000.0,50000000.0,13262163.0,180772000000.0,93974343287.0,105104.0,2337457.0,4208000000.0,91.677812,,,,7.322188
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 5,1.6,97909464286.0,156565000000.0,53807678571.0,423273000000.0,377392857.1,158928571.4,55928571.43,46571428.57,23927.625,3257388146.0,29562903336.0,108902.7321,2111182.482,4114107143.0,40.09639268,,,,55.90360732
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 5 -pa,1.6833,83426000000.0,277144000000.0,92260000000.0,818152000000.0,2238000000.0,2048000000.0,20000000.0,50000000.0,13262873.0,180775000000.0,93965061815.0,105104.0,2337457.0,4140000000.0,92.005162,,,,8.992838
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 5 -pa,1.6666,96234785714.0,153982000000.0,52990571429.0,416354000000.0,371571428.6,159000000.0,55392857.14,46178571.43,24143.17857,3257349111.0,29629504914.0,108846.7321,2111181.482,4121357143.0,39.11134645,,,,60.88465355
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 5.5,1.8666,93446000000.0,310516000000.0,103360000000.0,916752000000.0,2494000000.0,2292000000.0,34000000.0,56000000.0,14848316.0,202574000000.0,105426000000.0,105105.0,2353136.0,4728000000.0,106.343875,,,,5.652125
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 5.5,1.7666,109423000000.0,175017000000.0,60156250000.0,473127000000.0,420321428.6,180464285.7,62571428.57,51964285.71,24268.0,3645696229.0,33195353401.0,108901.7679,2111466.804,4491607143.0,44.44109604,,,,61.55490396
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 5.5 -pa,1.85,93462000000.0,310530000000.0,103374000000.0,916782000000.0,2502000000.0,2296000000.0,36000000.0,56000000.0,14848318.0,202575000000.0,105307000000.0,105104.0,2353136.0,4778000000.0,100.687979,,,,10.312021
ruby,laghos,-p 1 -dim 2 -rs 3 -tf 5.5 -pa,1.7833,110218000000.0,176302000000.0,60529678571.0,476416000000.0,426571428.6,180678571.4,62821428.57,52428571.43,23930.28571,3651049707.0,33418831342.0,108958.7321,2111463.464,4561857143.0,43.78555213,,,,63.21244787
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 3,0.55,18720000000.0,77366000000.0,27042000000.0,220658000000.0,672000000.0,502000000.0,14000000.0,10000000.0,30893165.0,77798859731.0,25750544940.0,105104.0,2224469.0,1712000000.0,29.431343,,,,3.568657
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 3,0.5666,28630821429.0,44450071429.0,15916750000.0,122693000000.0,149250000.0,74285714.29,18857142.86,12107142.86,517195.4464,1399100514.0,9220658590.0,108958.7321,2109176.661,1725464286.0,16.0983477,,,,17.8976523
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 3 -pa,0.55,18720000000.0,77366000000.0,27040000000.0,220672000000.0,674000000.0,504000000.0,16000000.0,10000000.0,30885813.0,77791779538.0,25745009552.0,105104.0,2224469.0,1834000000.0,29.840148,,,,3.159852
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 3 -pa,0.6166,28384178571.0,44071750000.0,15795714286.0,121675000000.0,149214285.7,74392857.14,18785714.29,12000000.0,518308.4107,1399096898.0,9176737645.0,108846.7321,2109174.661,1739428571.0,16.12746657,,,,20.86853343
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 3.5,0.6833,23424000000.0,96700000000.0,33796000000.0,275976000000.0,844000000.0,628000000.0,18000000.0,14000000.0,37522067.0,97272561689.0,32182235696.0,105104.0,2228799.0,2254000000.0,37.167709,,,,3.830291
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 3.5,0.6666,35490678571.0,55088821429.0,19756178571.0,152146000000.0,186464285.7,92928571.43,23678571.43,15357142.86,622697.4107,1749263487.0,11480525295.0,108901.75,2109252.946,2192928571.0,19.77985157,,,,20.21614843
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 3.5 -pa,0.7166,23434000000.0,96706000000.0,33800000000.0,275992000000.0,842000000.0,630000000.0,20000000.0,14000000.0,37511430.0,97268708641.0,32204816500.0,105104.0,2228797.0,2336000000.0,37.864742,,,,5.131258
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 3.5 -pa,0.6666,35627142857.0,55320392857.0,19818321429.0,152708000000.0,186214285.7,92642857.14,23750000.0,15250000.0,622880.3214,1749280838.0,11460628720.0,108901.7679,2109252.946,2141178571.0,19.68985627,,,,20.30614373
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 4,0.8333,28908000000.0,119378000000.0,41704000000.0,340638000000.0,1038000000.0,776000000.0,22000000.0,16000000.0,45815995.0,120074000000.0,39643887017.0,105104.0,2233981.0,2848000000.0,46.281008,,,,3.716992
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 4,0.7833,44113357143.0,68456535714.0,24536250000.0,189050000000.0,229392857.1,115000000.0,29642857.14,19107142.86,754813.2321,2159174593.0,13987065218.0,108957.75,2109346.5,2690250000.0,25.16290925,,,,21.83509075
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 4 -pa,0.8333,28918000000.0,119390000000.0,41716000000.0,340646000000.0,1042000000.0,778000000.0,24000000.0,18000000.0,45822705.0,120071000000.0,39629497166.0,105104.0,2233981.0,2810000000.0,46.407767,,,,3.590233
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 4 -pa,0.7833,43958321429.0,68191000000.0,24458285714.0,188376000000.0,230071428.6,114500000.0,29571428.57,19071428.57,753611.1071,2159238028.0,14110041559.0,108901.75,2109345.5,2689571429.0,24.28712214,,,,22.71087786
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 4.5,0.9666,33668000000.0,139030000000.0,48566000000.0,396490000000.0,1212000000.0,904000000.0,28000000.0,20000000.0,52841983.0,139776000000.0,45996438218.0,105104.0,2238376.0,3304000000.0,53.983153,,,,4.012847
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 4.5,0.8833,51300107143.0,79624642857.0,28540500000.0,219867000000.0,267964285.7,133571428.6,34535714.29,22392857.14,865463.9643,2513735256.0,16531706550.0,108957.75,2109424.964,3126678571.0,28.56651302,,,,24.43148698
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 4.5 -pa,0.9666,33664000000.0,139016000000.0,48562000000.0,396496000000.0,1212000000.0,904000000.0,26000000.0,20000000.0,52846566.0,139775000000.0,46014530258.0,105104.0,2238374.0,3294000000.0,54.460028,,,,3.535972
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 4.5 -pa,0.9,51325392857.0,79757964286.0,28542821429.0,220017000000.0,268571428.6,134535714.3,34500000.0,22357142.86,865889.9464,2513680295.0,16522735899.0,108902.7321,2109423.982,3122678571.0,28.46883532,,,,25.53116468
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 5,1.1,37624000000.0,155472000000.0,54304000000.0,443246000000.0,1350000000.0,1014000000.0,30000000.0,22000000.0,57820257.0,156267000000.0,51366048170.0,105104.0,2242216.0,3704000000.0,60.085882,,,,5.914118
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 5,0.9666,57041964286.0,88565964286.0,31762892857.0,244567000000.0,299857142.9,150428571.4,38892857.14,25107142.86,942867.6429,2810298250.0,18483927786.0,108901.75,2109492.554,3496785714.0,31.99659032,,,,25.99940968
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 5 -pa,1.0833,37640000000.0,155482000000.0,54308000000.0,443264000000.0,1356000000.0,1016000000.0,32000000.0,24000000.0,57821633.0,156269000000.0,51338682554.0,105104.0,2242217.0,3954000000.0,60.351095,,,,4.646905
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 5 -pa,0.9666,57217785714.0,88825571429.0,31841857143.0,245260000000.0,300500000.0,150000000.0,38857142.86,25178571.43,943640.1786,2810543723.0,18482636660.0,108901.75,2109492.554,3502750000.0,32.59464741,,,,25.40135259
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 5.5,1.1666,40964000000.0,169372000000.0,59164000000.0,482752000000.0,1472000000.0,1104000000.0,32000000.0,26000000.0,61888290.0,170223000000.0,55923763028.0,105105.0,2245512.0,4000000000.0,65.418938,,,,4.577062
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 5.5,1.1,62739928571.0,97246500000.0,34884714286.0,268747000000.0,324714285.7,163000000.0,42321428.57,27464285.71,1004801.679,3061358777.0,20138312466.0,108957.75,2109552.411,3811571429.0,34.58585464,,,,31.41414536
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 5.5 -pa,1.1666,40958000000.0,169358000000.0,59162000000.0,482740000000.0,1478000000.0,1108000000.0,34000000.0,24000000.0,61886044.0,170221000000.0,55985694975.0,105104.0,2245513.0,4092000000.0,65.808932,,,,4.187068
ruby,laghos,-p 1 -dim 3 -rs 1 -tf 5.5 -pa,1.05,62682392857.0,97317000000.0,34848178571.0,268612000000.0,327321428.6,164214285.7,42285714.29,27428571.43,1005039.929,3061525698.0,20026508742.0,108901.75,2109551.411,3763107143.0,34.49511771,,,,28.50488229
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 3,10.7833,322798000000.0,1584790000000.0,553512000000.0,4431700000000.0,22588000000.0,11134000000.0,636000000.0,592000000.0,610056523.0,1655160000000.0,531700000000.0,105104.0,2250491.0,39346000000.0,595.027665,,,,51.970335
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 3,1.8166,99726107143.0,169847000000.0,62275035714.0,477435000000.0,968500000.0,617642857.1,105000000.0,83250000.0,10184840.5,29656117678.0,38362451357.0,108901.75,2109637.107,5873750000.0,67.72138404,,,,41.27461596
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 3 -pa,10.8166,322624000000.0,1584660000000.0,553432000000.0,4431500000000.0,22562000000.0,11138000000.0,590000000.0,440000000.0,609509724.0,1655160000000.0,531771000000.0,105104.0,2250491.0,39266000000.0,600.572874,,,,48.423126
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 3 -pa,1.85,100953000000.0,171655000000.0,62830964286.0,482326000000.0,968000000.0,616750000.0,104857142.9,83178571.43,10184890.04,29656465480.0,38486291138.0,108901.75,2109637.107,5903285714.0,68.38074266,,,,42.61925734
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 3.5,13.25,431046000000.0,2117500000000.0,739212000000.0,5917090000000.0,30334000000.0,14894000000.0,720000000.0,504000000.0,785532147.0,2210570000000.0,707229000000.0,105104.0,2265126.0,52410000000.0,796.269975,,,,-1.269975
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 3.5,2.4333,135068000000.0,229732000000.0,84075571429.0,645317000000.0,1295750000.0,825714285.7,141178571.4,111642857.1,13084674.2,39608428534.0,50955822159.0,108958.7321,2109899.464,7916107143.0,91.31535521,,,,54.68264479
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 3.5 -pa,13.3333,430952000000.0,2117410000000.0,739168000000.0,5916970000000.0,30232000000.0,14880000000.0,808000000.0,754000000.0,786282460.0,2210570000000.0,707330000000.0,105104.0,2265126.0,52480000000.0,795.217534,,,,4.780466
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 3.5 -pa,2.3833,133765000000.0,227991000000.0,83449500000.0,640208000000.0,1295571429.0,827321428.6,141214285.7,111714285.7,13084705.02,39609247490.0,51449618969.0,108958.7321,2109899.464,7869714286.0,90.75513646,,,,52.24286354
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 4,17.85,537058000000.0,2639600000000.0,921268000000.0,7371440000000.0,37642000000.0,18586000000.0,966000000.0,618000000.0,914495565.0,2753850000000.0,878324000000.0,105104.0,2279520.0,64660000000.0,990.41646,,,,80.58354
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 4,3.0166,168996000000.0,287397000000.0,105106000000.0,806946000000.0,1617071429.0,1030428571.0,176321428.6,139714285.7,15232738.75,49345317644.0,63014639787.0,108958.7321,2110156.518,9916750000.0,113.4395326,,,,67.55646736
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 4 -pa,17.8666,537158000000.0,2639720000000.0,921316000000.0,7371610000000.0,37690000000.0,18608000000.0,890000000.0,716000000.0,916677196.0,2753850000000.0,878208000000.0,105104.0,2279520.0,65608000000.0,993.836842,,,,78.159158
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 4 -pa,3.0333,167859000000.0,285661000000.0,104613000000.0,802425000000.0,1618035714.0,1032178571.0,176142857.1,139821428.6,15234463.11,49353724994.0,64190376489.0,108901.75,2110155.5,9917821429.0,113.4146701,,,,68.58332993
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 4.5,19.2666,580896000000.0,2854960000000.0,996300000000.0,7970240000000.0,40778000000.0,20076000000.0,1114000000.0,938000000.0,961609827.0,2978090000000.0,947521000000.0,105104.0,2285379.0,71098000000.0,1069.910231,,,,86.085769
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 4.5,3.2,180570000000.0,307799000000.0,112656000000.0,864044000000.0,1747821429.0,1117607143.0,191142857.1,151000000.0,15979179.23,53361114116.0,68726201578.0,108901.7679,2110260.125,10809000000.0,122.5893058,,,,69.4106942
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 4.5 -pa,19.3166,580674000000.0,2854800000000.0,996198000000.0,7969990000000.0,40854000000.0,20118000000.0,1000000000.0,698000000.0,961308295.0,2978090000000.0,948152000000.0,105104.0,2285379.0,70558000000.0,1072.876613,,,,86.119387
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 4.5 -pa,3.2666,183236000000.0,311644000000.0,113916000000.0,874757000000.0,1745678571.0,1115178571.0,190857142.9,151178571.4,15978985.2,53362537002.0,68726743211.0,108901.7679,2110260.125,10681964286.0,121.8015407,,,,74.19445927
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 5,21.0833,635372000000.0,3126550000000.0,1090920000000.0,8726910000000.0,44566000000.0,21982000000.0,1272000000.0,1058000000.0,1006544981.0,3261210000000.0,1037110000000.0,105104.0,2293033.0,77458000000.0,1177.704111,,,,87.293889
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 5,3.4666,198230000000.0,337756000000.0,123614000000.0,948236000000.0,1919321429.0,1224714286.0,208714285.7,165821428.6,16743185.27,58434861811.0,75883125376.0,108901.75,2110396.786,11853392857.0,134.4494287,,,,73.54657132
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 5 -pa,21.1666,635944000000.0,3126970000000.0,1091180000000.0,8727510000000.0,44676000000.0,22056000000.0,1200000000.0,1084000000.0,1005030067.0,3261210000000.0,1037880000000.0,105104.0,2293033.0,77230000000.0,1175.091289,,,,94.904711
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 5 -pa,3.6,200233000000.0,340542000000.0,124550000000.0,956093000000.0,1911285714.0,1223678571.0,208642857.1,165821428.6,16742948.95,58435278377.0,75851965435.0,108902.7321,2110396.804,11789642857.0,133.6387502,,,,82.36124979
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 5.5,24.6333,740992000000.0,3646660000000.0,1272910000000.0,10175600000000.0,52252000000.0,25806000000.0,1334000000.0,1088000000.0,1110044697.0,3802600000000.0,1209970000000.0,105105.0,2308101.0,90650000000.0,1366.870854,,,,111.127146
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 5.5,4.0666,228912000000.0,390026000000.0,143087000000.0,1096140000000.0,2228892857.0,1421857143.0,243464285.7,193035714.3,18504182.14,68136173805.0,87263450071.0,108901.7679,2110665.875,13862571429.0,157.1412484,,,,86.85475162
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 5.5 -pa,24.7333,740950000000.0,3646680000000.0,1272890000000.0,10175600000000.0,51936000000.0,25786000000.0,1294000000.0,1088000000.0,1109852932.0,3802600000000.0,1210030000000.0,105105.0,2308101.0,90312000000.0,1365.789997,,,,118.208003
ruby,laghos,-p 1 -dim 3 -rs 2 -tf 5.5 -pa,4.0333,230083000000.0,391910000000.0,143588000000.0,1100910000000.0,2232321429.0,1425928571.0,243714285.7,192928571.4,18502698.63,68125608603.0,87388482270.0,108845.75,2110664.875,14144821429.0,158.7473162,,,,83.2506838
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 3,0.1333,8376000000.0,20126000000.0,6476000000.0,61866000000.0,168000000.0,118000000.0,0.0,0.0,3312397.0,11845955886.0,6090512454.0,105104.0,2245789.0,278000000.0,6.877528,,,,1.120472
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 3,0.4666,23260642857.0,36720178571.0,12573821429.0,98829035714.0,70750000.0,25785714.29,8821428.571,6357142.857,26396.92857,217440842.1,6514652472.0,108957.75,2109555.786,1373500000.0,9.268831536,,,,18.72716846
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 3 -pa,0.1333,8380000000.0,20130000000.0,6478000000.0,61866000000.0,170000000.0,118000000.0,0.0,0.0,3311133.0,11848903621.0,6117620276.0,105104.0,2245789.0,268000000.0,6.747109,,,,1.250891
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 3 -pa,0.4666,23213321429.0,36638178571.0,12554000000.0,98638964286.0,70892857.14,25928571.43,8857142.857,6392857.143,23205.94643,217446204.3,6465579598.0,108957.75,2109555.786,1409500000.0,9.101718196,,,,18.8942818
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 3.5,0.15,9576000000.0,23010000000.0,7404000000.0,70726000000.0,194000000.0,134000000.0,0.0,0.0,3785940.0,13546642461.0,6952957182.0,105104.0,2251343.0,308000000.0,8.551962,,,,0.448038
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 3.5,0.5,26574928571.0,41941285714.0,14365678571.0,112900000000.0,81500000.0,30071428.57,10357142.86,7500000.0,25367.375,248593650.8,7369847945.0,108901.7679,2109653.946,1497000000.0,10.16739173,,,,19.83260827
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 3.5 -pa,0.15,9584000000.0,23014000000.0,7404000000.0,70732000000.0,192000000.0,136000000.0,0.0,0.0,3786612.0,13546343522.0,6955977902.0,105103.0,2251340.0,306000000.0,8.433639,,,,0.566361
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 3.5 -pa,0.5166,26406607143.0,41665821429.0,14294428571.0,112232000000.0,81107142.86,30000000.0,10357142.86,7571428.571,24660.01786,248628809.9,7367410211.0,108957.75,2109654.946,1558321429.0,10.98209738,,,,20.01390262
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 4,0.1666,10234000000.0,24576000000.0,7910000000.0,75540000000.0,208000000.0,144000000.0,0.0,0.0,4042501.0,14463178268.0,7438615524.0,105104.0,2254409.0,328000000.0,8.703341,,,,1.292659
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 4,0.5333,28224535714.0,44536285714.0,15274357143.0,119952000000.0,86714285.71,31464285.71,11142857.14,8107142.857,24097.82143,265513628.8,7959247188.0,108957.7679,2109709.714,1608321429.0,11.18697823,,,,20.81102177
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 4 -pa,0.1666,10232000000.0,24576000000.0,7908000000.0,75536000000.0,206000000.0,146000000.0,0.0,0.0,4041026.0,14462993303.0,7427186357.0,105104.0,2254409.0,328000000.0,8.483432,,,,1.512568
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 4 -pa,0.55,28080428571.0,44321535714.0,15201214286.0,119367000000.0,86964285.71,32321428.57,11214285.71,8178571.429,25880.75,265506919.4,8005700799.0,108845.75,2109707.714,1675535714.0,11.17937023,,,,21.82062977
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 4.5,0.1833,11174000000.0,26838000000.0,8640000000.0,82502000000.0,224000000.0,158000000.0,0.0,0.0,4415017.0,15799785862.0,8114649125.0,105103.0,2258854.0,372000000.0,9.108228,,,,1.889772
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 4.5,0.5833,31083142857.0,49057678571.0,16794964286.0,132037000000.0,95357142.86,35214285.71,12357142.86,8678571.429,25222.08929,290021376.0,8567800466.0,108901.75,2109788.161,1774214286.0,12.14494641,,,,22.85305359
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 4.5 -pa,0.2,11176000000.0,26842000000.0,8640000000.0,82504000000.0,226000000.0,158000000.0,0.0,0.0,4414890.0,15800522703.0,8114529204.0,105103.0,2258854.0,358000000.0,9.462583,,,,2.537417
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 4.5 -pa,0.5666,30955428571.0,48847785714.0,16733821429.0,131503000000.0,94928571.43,35214285.71,12321428.57,8642857.143,24979.07143,289987888.5,8623871766.0,108957.7679,2109789.161,1782714286.0,11.88822646,,,,22.10777354
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 5,0.2166,12574000000.0,30200000000.0,9720000000.0,92812000000.0,254000000.0,178000000.0,0.0,0.0,4966049.0,17775729006.0,9146253809.0,105104.0,2265381.0,412000000.0,10.732366,,,,2.263634
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 5,0.6833,34808928571.0,54946821429.0,18829071429.0,147936000000.0,107535714.3,40178571.43,14035714.29,10000000.0,25743.21429,326226709.0,9698909091.0,108901.7679,2109904.679,1993678571.0,13.25871013,,,,27.73928988
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 5 -pa,0.2166,12570000000.0,30200000000.0,9718000000.0,92812000000.0,254000000.0,178000000.0,0.0,0.0,4966937.0,17774283835.0,9125539008.0,105104.0,2265381.0,408000000.0,10.602344,,,,2.393656
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 5 -pa,0.6333,34963892857.0,55188928571.0,18893535714.0,148533000000.0,106928571.4,39714285.71,14000000.0,10035714.29,24000.0,326226233.1,9882044207.0,108957.75,2109905.679,2024714286.0,14.23401168,,,,23.76398832
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 5.5,0.2166,13592000000.0,32652000000.0,10510000000.0,100332000000.0,276000000.0,192000000.0,0.0,0.0,5367572.0,19217477548.0,9874373731.0,105104.0,2270142.0,438000000.0,11.048057,,,,1.947943
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 5.5,0.6833,39757178571.0,62861964286.0,21401035714.0,168873000000.0,115250000.0,42642857.14,15250000.0,11071428.57,24214.83929,352680052.2,10371016323.0,108901.7679,2109989.679,2175392857.0,14.42349893,,,,26.57450107
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 5.5 -pa,0.2166,13590000000.0,32648000000.0,10506000000.0,100326000000.0,274000000.0,194000000.0,0.0,0.0,5367378.0,19216329200.0,9873639365.0,105104.0,2270142.0,436000000.0,10.99249,,,,2.00351
ruby,laghos,-p 2 -dim 2 -rs 2 -tf 5.5 -pa,0.6833,37760250000.0,59591214286.0,20405035714.0,160401000000.0,115857142.9,42750000.0,15285714.29,11107142.86,24033.76786,352693375.5,10471317590.0,108958.7321,2109990.696,2170000000.0,14.56533707,,,,26.43266293
ruby,laghos,-p 2 -dim 3 -rs 1 -tf 3,0.5333,16592000000.0,67262000000.0,24144000000.0,197672000000.0,558000000.0,430000000.0,14000000.0,10000000.0,15312427.0,68486728049.0,26195602745.0,105105.0,2223579.0,1690000000.0,28.259849,,,,3.738151
ruby,laghos,-p 2 -dim 3 -rs 1 -tf 3,0.4833,23382750000.0,36265750000.0,13015035714.0,100338000000.0,121107142.9,60785714.29,15285714.29,9500000.0,251936.5536,1232922610.0,7739248554.0,108957.75,2109160.768,1418750000.0,13.47541386,,,,15.52258614
ruby,laghos,-p 2 -dim 3 -rs 1 -tf 3 -pa,0.5166,16592000000.0,67264000000.0,24144000000.0,197672000000.0,560000000.0,430000000.0,14000000.0,12000000.0,15290916.0,68480014527.0,26168886974.0,105105.0,2223579.0,1712000000.0,28.489572,,,,2.506428
