0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0.60708773,1.2893016,0.19455647,0.024247348,-1.6584896,0.87884694,0.22719924,0.38884595,-0.70753604,0.83768046,-0.057611052,-0.34078023,1.2974198,-0.082153305,-0.107415244,0,0.002910642,0.000816476,0.000673493,0.001004439,0.000548165,0.000327618,0,0,0.001249187,0.000342318,0.000548761,1,0.11409298,0.000346681,0.059905015,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.118169785,0.10601918,0.11140833,0.100925855,0.114033006,0.13830529,0.1946458,0.46010265
0.60708773,1.2893016,0.19455647,0.024247348,-1.6584896,0.87884694,0.22719924,0.38884595,-0.70753604,0.83768046,-0.057611052,-0.34078023,1.2974198,-0.082153305,-0.107415244,0,0.002910642,0.000816476,0.000673493,0.001004439,0.000548165,0.000327618,0,0,0.001248736,0.00034213,0.000549672,1,0.11409298,0.000346681,0.05322434,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.118169785,0.10601918,0.11140833,0.100925855,0.114033006,0.13830529,0.1946458,0.46010265
0.60708773,1.2893016,0.19455647,0.024247348,-1.6584896,0.87884694,0.22719924,0.38884595,-0.70753604,0.83768046,-0.057611052,-0.34078023,1.2974198,-0.082153305,-0.107415244,0,0.003404749,0.000954741,0.000787565,0.00117446,0.000438532,0.000436824,0,0,0.001459501,0.000399952,0.000641296,1,0.13352013,0.000426684,0.04494855,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.118169785,0.10601918,0.11140833,0.100925855,0.114033006,0.13830529,0.1946458,0.46010265
0.60708773,1.2893016,0.19455647,0.024247348,-1.6584896,0.87884694,0.22719924,0.38884595,-0.70753604,0.83768046,-0.057611052,-0.34078023,1.2974198,-0.082153305,-0.107415244,0,0.003404749,0.000954741,0.000782877,0.00117446,0.000657799,0.000382221,0,0,0.00145981,0.000400225,0.000641391,1,0.13352013,0.00041335,0.04494855,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.118169785,0.10601918,0.11140833,0.100925855,0.114033006,0.13830529,0.1946458,0.46010265
0.60708773,1.2893016,0.19455647,0.024247348,-1.6584896,0.87884694,0.22719924,0.38884595,-0.70753604,0.83768046,-0.057611052,-0.34078023,1.2974198,-0.082153305,-0.107415244,0,0.003893456,0.00109082,0.000900075,0.00134252,0.000511621,0.000436824,0,0,0.001669119,0.000456904,0.000731702,1,0.15207554,0.000460018,0.049934037,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.118169785,0.10601918,0.11140833,0.100925855,0.114033006,0.13830529,0.1946458,0.46010265
0.60708773,1.2893016,0.19455647,0.024247348,-1.6584896,0.87884694,0.22719924,0.38884595,-0.70753604,0.83768046,-0.057611052,-0.34078023,1.2974198,-0.082153305,-0.107415244,0,0.003890756,0.001090274,0.000900075,0.001342128,0.000511621,0.000491427,0,0,0.001669727,0.000457118,0.00073237,1,0.15207554,0.000433351,0.049934037,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.118169785,0.10601918,0.11140833,0.100925855,0.114033006,0.13830529,0.1946458,0.46010265
0.60708773,1.2893016,0.19455647,0.024247348,-1.6584896,0.87884694,0.22719924,0.38884595,-0.70753604,0.83768046,-0.057611052,-0.34078023,1.2974198,-0.082153305,-0.107415244,0,0.004271462,0.001196295,0.000986019,0.001472929,0.000621254,0.000491427,0,0,0.001832405,0.000501271,0.000802676,1,0.16683963,0.000526688,0.05494956,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.118169785,0.10601918,0.11140833,0.100925855,0.114033006,0.13830529,0.1946458,0.46010265
0.60708773,1.2893016,0.19455647,0.024247348,-1.6584896,0.87884694,0.22719924,0.38884595,-0.70753604,0.83768046,-0.057611052,-0.34078023,1.2974198,-0.082153305,-0.107415244,0,0.004271462,0.001196295,0.000986019,0.001472733,0.000548165,0.00054603,0,0,0.001832281,0.000501342,0.000802622,1,0.16685347,0.000533355,0.05996508,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.118169785,0.10601918,0.11140833,0.100925855,0.114033006,0.13830529,0.1946458,0.46010265
0.60708773,1.2893016,0.19455647,0.024247348,-1.6584896,0.87884694,0.22719924,0.38884595,-0.70753604,0.83768046,-0.057611052,-0.34078023,1.2974198,-0.082153305,-0.107415244,0,0.004549566,0.001276631,0.00105165,0.001570588,0.000730887,0.000491427,0.000389408,0,0.001954596,0.000535,0.00085703,1,0.17781928,0.000560022,0.06495057,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.118169785,0.10601918,0.11140833,0.100925855,0.114033006,0.13830529,0.1946458,0.46010265
0.60708773,1.2893016,0.19455647,0.024247348,-1.6584896,0.87884694,0.22719924,0.38884595,-0.70753604,0.83768046,-0.057611052,-0.34078023,1.2974198,-0.082153305,-0.107415244,0,0.004554966,0.001275538,0.001050087,0.001570588,0.00058471,0.000491427,0,0,0.001955332,0.000534652,0.000856155,1,0.17781237,0.000553355,0.05190901,0.2334118,0.24008957,0.24234152,0.24007177,0.24291462,0.2916591,0.36844465,0.7150389,0.118169785,0.10601918,0.11140833,0.100925855,0.114033006,0.13830529,0.1946458,0.46010265
