machine,app,BR_INS,LD_INS,SR_INS,TOT_INS,L1_LDM,L1_STM,L2_LDM,L2_STM,FP_SINGLE,FP_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,MEM_WCY,duration_ratio_2_1
quartz,miniFE.x,3027000000,11875000000,1213000000,26613000000,244000000,61000000,72000000,3000000,45.5,3226588922,131706763.5,24789.5,1303.5,69000000,0.153739612
quartz,miniFE.x,125531250,432906250,61937500,995312500,21406250,2000000,5218750,0,45.328125,113459106.2,4842989.734,120629.5938,10749.53125,4656250,1
quartz,miniFE.x,1514000000,5936000000,609000000,13322000000,126000000,31000000,36000000,1000000,5.5,1616285190,65839252.5,24789.5,1304.5,33000000,0.249812453
quartz,miniFE.x,66875000,226562500,34968750,524500000,6750000,1000000,1156250,0,30.765625,59869370.64,2627363.703,120629.5938,10749.625,3687500,1.166
