machine,0_app,1_app,2_app,3_app,4_app,5_app,6_app,7_app,8_app,9_app,10_app,11_app,12_app,13_app,14_app,15_app,16_app,17_app,18_app,19_app,20_app,21_app,22_app,23_app,24_app,25_app,26_app,27_app,28_app,29_app,30_app,0_emb,1_emb,2_emb,3_emb,4_emb,5_emb,6_emb,7_emb,8_emb,9_emb,10_emb,11_emb,12_emb,13_emb,14_emb,15_emb,16_emb,17_emb,18_emb,19_emb,20_emb,21_emb,22_emb,23_emb,24_emb,25_emb,26_emb,27_emb,28_emb,29_emb,30_emb,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
corona,0.05286272,-0.4249754,2.0863035,0.62215394,0.1510812,-1.015628,0.87343836,-0.9376745,0.03133435,-0.34890112,0.33391267,0.47773528,-0.6075711,0.36267108,-0.18031564,1,386000000,557190140,295929820,1692000000,41545976,-1,-1,-1,-1,-1,-1,547500,3059100,470860030,0.7507508,-1.2573086,0.16113806,1.4142821,2.0710564,0.964415,0.8234841,-0.8962326,-0.7110446,-1.0535107,-0.31601825,-0.63569605,0.76124257,0.10509434,0.45894417,0.37056145,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,0.049101743,0.010384,0.153749286,0.043776,0.012722,0.012581,0.071338986,0.026978,0.026637,0.034930886,0.028184,0.049327,0.013608,0.026724371,1.716143444,1.944808222,0.085109,0.00295,0.003451
corona,0.05286272,-0.4249754,2.0863035,0.62215394,0.1510812,-1.015628,0.87343836,-0.9376745,0.03133435,-0.34890112,0.33391267,0.47773528,-0.6075711,0.36267108,-0.18031564,1,388000000,563992640,1,1700000000,42840736,-1,-1,-1,-1,-1,-1,545583,3059100,476832030,0.5,-1.2573086,0.16113806,1.4142821,2.0710564,0.964415,0.8234841,-0.8962326,-0.7110446,-1.0535107,-0.31601825,-0.63569605,0.76124257,0.10509434,0.45894417,0.37056145,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,0.049101743,0.010384,0.153749286,0.043776,0.012722,0.012581,0.071338986,0.026978,0.026637,0.034930886,0.028184,0.049327,0.013608,0.026724371,1.716143444,1.944808222,0.085109,0.00295,0.003451
corona,0.05286272,-0.4249754,2.0863035,0.62215394,0.1510812,-1.015628,0.87343836,-0.9376745,0.03133435,-0.34890112,0.33391267,0.47773528,-0.6075711,0.36267108,-0.18031564,1,390000000,570824640,299990660,1710000000,41545148,-1,-1,-1,-1,-1,-1,547522,3059100,478080830,1,-1.2573086,0.16113806,1.4142821,2.0710564,0.964415,0.8234841,-0.8962326,-0.7110446,-1.0535107,-0.31601825,-0.63569605,0.76124257,0.10509434,0.45894417,0.37056145,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,0.049101743,0.010384,0.153749286,0.043776,0.012722,0.012581,0.071338986,0.026978,0.026637,0.034930886,0.028184,0.049327,0.013608,0.026724371,1.716143444,1.944808222,0.085109,0.00295,0.003451
corona,0.05286272,-0.4249754,2.0863035,0.62215394,0.1510812,-1.015628,0.87343836,-0.9376745,0.03133435,-0.34890112,0.33391267,0.47773528,-0.6075711,0.36267108,-0.18031564,1,404000000,592116500,304283200,1754000000,41212376,-1,-1,-1,-1,-1,-1,544434,3059100,544645760,1.332,-1.2573086,0.16113806,1.4142821,2.0710564,0.964415,0.8234841,-0.8962326,-0.7110446,-1.0535107,-0.31601825,-0.63569605,0.76124257,0.10509434,0.45894417,0.37056145,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,0.049101743,0.010384,0.153749286,0.043776,0.012722,0.012581,0.071338986,0.026978,0.026637,0.034930886,0.028184,0.049327,0.013608,0.026724371,1.716143444,1.944808222,0.085109,0.00295,0.003451
corona,0.05286272,-0.4249754,2.0863035,0.62215394,0.1510812,-1.015628,0.87343836,-0.9376745,0.03133435,-0.34890112,0.33391267,0.47773528,-0.6075711,0.36267108,-0.18031564,1,412000000,606995840,309486100,1782000000,43379360,-1,-1,-1,-1,-1,-1,541370,3059100,560660900,1.2507508,-1.2573086,0.16113806,1.4142821,2.0710564,0.964415,0.8234841,-0.8962326,-0.7110446,-1.0535107,-0.31601825,-0.63569605,0.76124257,0.10509434,0.45894417,0.37056145,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,0.049101743,0.010384,0.153749286,0.043776,0.012722,0.012581,0.071338986,0.026978,0.026637,0.034930886,0.028184,0.049327,0.013608,0.026724371,1.716143444,1.944808222,0.085109,0.00295,0.003451
corona,0.05286272,-0.4249754,2.0863035,0.62215394,0.1510812,-1.015628,0.87343836,-0.9376745,0.03133435,-0.34890112,0.33391267,0.47773528,-0.6075711,0.36267108,-0.18031564,1,414000000,557038140,281476300,1714000000,36352044,-1,-1,-1,-1,-1,-1,539850,3059100,576783700,1,-1.2573086,0.16113806,1.4142821,2.0710564,0.964415,0.8234841,-0.8962326,-0.7110446,-1.0535107,-0.31601825,-0.63569605,0.76124257,0.10509434,0.45894417,0.37056145,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,0.049101743,0.010384,0.153749286,0.043776,0.012722,0.012581,0.071338986,0.026978,0.026637,0.034930886,0.028184,0.049327,0.013608,0.026724371,1.716143444,1.944808222,0.085109,0.00295,0.003451
corona,0.05286272,-0.4249754,2.0863035,0.62215394,0.1510812,-1.015628,0.87343836,-0.9376745,0.03133435,-0.34890112,0.33391267,0.47773528,-0.6075711,0.36267108,-0.18031564,1,420000000,571774460,287103300,1736000000,38568900,-1,-1,-1,-1,-1,-1,539850,3059100,601541600,1,-1.2573086,0.16113806,1.4142821,2.0710564,0.964415,0.8234841,-0.8962326,-0.7110446,-1.0535107,-0.31601825,-0.63569605,0.76124257,0.10509434,0.45894417,0.37056145,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,0.049101743,0.010384,0.153749286,0.043776,0.012722,0.012581,0.071338986,0.026978,0.026637,0.034930886,0.028184,0.049327,0.013608,0.026724371,1.716143444,1.944808222,0.085109,0.00295,0.003451
corona,0.05286272,-0.4249754,2.0863035,0.62215394,0.1510812,-1.015628,0.87343836,-0.9376745,0.03133435,-0.34890112,0.33391267,0.47773528,-0.6075711,0.36267108,-0.18031564,1,436000000,599402400,290985000,1786000000,37166196,-1,-1,-1,-1,-1,-1,547474,3059100,659452740,1.332,-1.2573086,0.16113806,1.4142821,2.0710564,0.964415,0.8234841,-0.8962326,-0.7110446,-1.0535107,-0.31601825,-0.63569605,0.76124257,0.10509434,0.45894417,0.37056145,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,0.049101743,0.010384,0.153749286,0.043776,0.012722,0.012581,0.071338986,0.026978,0.026637,0.034930886,0.028184,0.049327,0.013608,0.026724371,1.716143444,1.944808222,0.085109,0.00295,0.003451
corona,0.05286272,-0.4249754,2.0863035,0.62215394,0.1510812,-1.015628,0.87343836,-0.9376745,0.03133435,-0.34890112,0.33391267,0.47773528,-0.6075711,0.36267108,-0.18031564,1,456000000,636088800,300273600,1856000000,37778250,-1,-1,-1,-1,-1,-1,538318,3059100,741106050,2,-1.2573086,0.16113806,1.4142821,2.0710564,0.964415,0.8234841,-0.8962326,-0.7110446,-1.0535107,-0.31601825,-0.63569605,0.76124257,0.10509434,0.45894417,0.37056145,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,0.049101743,0.010384,0.153749286,0.043776,0.012722,0.012581,0.071338986,0.026978,0.026637,0.034930886,0.028184,0.049327,0.013608,0.026724371,1.716143444,1.944808222,0.085109,0.00295,0.003451
corona,0.05286272,-0.4249754,2.0863035,0.62215394,0.1510812,-1.015628,0.87343836,-0.9376745,0.03133435,-0.34890112,0.33391267,0.47773528,-0.6075711,0.36267108,-0.18031564,1,468000000,677946000,311327680,1878000000,39376176,-1,-1,-1,-1,-1,-1,542902,3059100,816656500,1.7507508,-1.2573086,0.16113806,1.4142821,2.0710564,0.964415,0.8234841,-0.8962326,-0.7110446,-1.0535107,-0.31601825,-0.63569605,0.76124257,0.10509434,0.45894417,0.37056145,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,0.049101743,0.010384,0.153749286,0.043776,0.012722,0.012581,0.071338986,0.026978,0.026637,0.034930886,0.028184,0.049327,0.013608,0.026724371,1.716143444,1.944808222,0.085109,0.00295,0.003451
corona,0.05286272,-0.4249754,2.0863035,0.62215394,0.1510812,-1.015628,0.87343836,-0.9376745,0.03133435,-0.34890112,0.33391267,0.47773528,-0.6075711,0.36267108,-0.18031564,1,500000000,729114200,354174850,2040000000,54254516,-1,-1,-1,-1,-1,-1,547498,3059100,1032705340,1.2507508,-1.2573086,0.16113806,1.4142821,2.0710564,0.964415,0.8234841,-0.8962326,-0.7110446,-1.0535107,-0.31601825,-0.63569605,0.76124257,0.10509434,0.45894417,0.37056145,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,0.049101743,0.010384,0.153749286,0.043776,0.012722,0.012581,0.071338986,0.026978,0.026637,0.034930886,0.028184,0.049327,0.013608,0.026724371,1.716143444,1.944808222,0.085109,0.00295,0.003451
corona,0.05286272,-0.4249754,2.0863035,0.62215394,0.1510812,-1.015628,0.87343836,-0.9376745,0.03133435,-0.34890112,0.33391267,0.47773528,-0.6075711,0.36267108,-0.18031564,1,524000000,774740030,363569630,2126000000,53802916,-1,-1,-1,-1,-1,-1,539503,3059100,1120937900,2,-1.2573086,0.16113806,1.4142821,2.0710564,0.964415,0.8234841,-0.8962326,-0.7110446,-1.0535107,-0.31601825,-0.63569605,0.76124257,0.10509434,0.45894417,0.37056145,0.016645,0.019877,0.024527,0.006581,0.007968,0.030293,0.033368,0.033437,0.014671,0.023515,0.017908,299.1543,0.088591,0.002123,0.058249,0.087846,0.04666,0.024956,0.043512,0.005047,0.043723,0.057832,0.034122,0.030034,0.049325,0.005318,0.045278,0.029901,0.041785,0.048773,0.059747,0.039036,0.253334,0.02844,0.013882,0.054099,0.028138,0.067885,0.102102,0.05945,0.03379,0.039229,3.23091,0.039371,0.03375,0.049101743,0.010384,0.153749286,0.043776,0.012722,0.012581,0.071338986,0.026978,0.026637,0.034930886,0.028184,0.049327,0.013608,0.026724371,1.716143444,1.944808222,0.085109,0.00295,0.003451
