index,Quartz,Ruby,Corona
0,0.32268882,0.3984715,1
1,0.16554944,0.20143823,
2,0.14876197,0.11754397,
3,0.086714946,0.10321737,
4,0.078302465,0.06169298,
5,0.048715066,0.035627317,
6,0.042342003,0.027670464,
7,0.106925294,0.05433816,
