0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
-1.1583959,1.1656545,-0.3333092,-0.6166714,0.8284893,0.8488228,-1.6858428,0.16380566,0.7323929,0.0,0.023578044,0.014811782,0.016568782,0.007365967,0.007292115,0.007932321,0.013944308,0.013921403,0.00537458,0.009348956,0.019449603,0.8822206,0.39331514,0.11566608,1.0,0.19590645,0.016291603,0.013661965,0.012760954,0.009570656,0.012653387,0.013807891,0.012623898,0.009671693,0.011386734,0.003363303,0.01277002,0.00054958,0.00053009,0.0685292,0.059615027,0.017617783,0.011254378,0.000558663,0.053681802,0.4919452,0.014312078,0.01356773,0.011669047,0.062198043,0.012512207,0.012326491,1.0,0.012273468,0.012215487,0.15422204,0.004612117,0.15923913,0.00959131,0.015192556,0.02236412,0.04867235,0.012776466,0.012535657,0.1360698,0.014982298,0.01128584,0.006017407,0.13649447,0.26967052,0.32111043,1.0,0.05793579,0.023289058
