0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
-0.9754314,1.043236,0.34649745,-0.1477635,0.8781286,-0.67147255,0.33671612,0.22024545,-0.07744898,0.13727535,-0.61775744,0.26094744,-0.5274797,0.54567075,1.1095754,0.0,0.030500026,0.035525806,0.034007248,0.03279437,0.016914962,0.025076453,0.0108142495,0.017605634,0.47887033,0.046415262,0.002772328,0.0,0.94182765,0.010688952,0.039266296
-0.9754314,1.043236,0.34649745,-0.1477635,0.8781286,-0.67147255,0.33671612,0.22024545,-0.07744898,0.13727535,-0.61775744,0.26094744,-0.5274797,0.54567075,1.1095754,0.0,0.05449916,0.068992145,0.066506885,0.060896114,0.027497148,0.043425076,0.020356234,0.034330986,0.3706376,0.096653044,0.007241951,0.000217981,0.94194025,0.0285816,0.032587875
-0.9754314,1.043236,0.34649745,-0.1477635,0.8781286,-0.67147255,0.33671612,0.22024545,-0.07744898,0.13727535,-0.61775744,0.26094744,-0.5274797,0.54567075,1.1095754,0.0,0.00828864,0.023120737,0.018625442,0.012829561,0.001355843,0.001223242,0.000377704,0.0,0.012338044,0.03538662,0.046760254,1.0,2.3758754e-05,0.00128127,0.049293954
-0.9754314,1.043236,0.34649745,-0.1477635,0.8781286,-0.67147255,0.33671612,0.22024545,-0.07744898,0.13727535,-0.61775744,0.26094744,-0.5274797,0.54567075,1.1095754,0.0,0.06538816,0.0920968,0.08933535,0.07883875,0.06506391,0.07400612,0.03498728,0.051056337,0.4866885,0.07238308,0.002242342,0.000217981,0.9419262,0.102398805,0.039266296
-0.9754314,1.043236,0.34649745,-0.1477635,0.8781286,-0.67147255,0.33671612,0.22024545,-0.07744898,0.13727535,-0.61775744,0.26094744,-0.5274797,0.54567075,1.1095754,0.0,0.00807025,0.01528913,0.012124109,0.008956951,0.002033764,0.001834862,0.001192748,0.000880282,0.010933218,0.009272377,0.055426378,1.0,2.3758754e-05,0.002635254,0.06327022
-0.9754314,1.043236,0.34649745,-0.1477635,0.8781286,-0.67147255,0.33671612,0.22024545,-0.07744898,0.13727535,-0.61775744,0.26094744,-0.5274797,0.54567075,1.1095754,0.0,0.08256135,0.089651175,0.08551186,0.08612966,0.080408074,0.06911315,0.047073793,0.054577466,0.23650718,0.103256255,0.003146591,0.000217981,0.95063865,0.03211199,0.032587875
-0.9754314,1.043236,0.34649745,-0.1477635,0.8781286,-0.67147255,0.33671612,0.22024545,-0.07744898,0.13727535,-0.61775744,0.26094744,-0.5274797,0.54567075,1.1095754,0.0,0.12416707,0.13869224,0.13184354,0.13105741,0.08464095,0.121712536,0.054071248,0.08538733,0.16199027,0.1525328,0.00504495,0.000217981,0.94194025,0.11066312,0.053818226
-0.9754314,1.043236,0.34649745,-0.1477635,0.8781286,-0.67147255,0.33671612,0.22024545,-0.07744898,0.13727535,-0.61775744,0.26094744,-0.5274797,0.54567075,1.1095754,0.0,0.018981256,0.035218094,0.027804622,0.020615835,0.003025844,0.003612385,0.001272265,0.001485475,0.004138131,0.03076449,0.118427835,0.9990035,9.683662e-06,0.006436439,0.02927616
-0.9754314,1.043236,0.34649745,-0.1477635,0.8781286,-0.67147255,0.33671612,0.22024545,-0.07744898,0.13727535,-0.61775744,0.26094744,-0.5274797,0.54567075,1.1095754,0.0,0.17709519,0.2085854,0.18840864,0.19045751,0.12908612,0.14801224,0.08524173,0.12411972,0.24603556,0.22711836,0.00896094,0.000217981,0.9419121,0.09405425,0.08257605
-0.9754314,1.043236,0.34649745,-0.1477635,0.8781286,-0.67147255,0.33671612,0.22024545,-0.07744898,0.13727535,-0.61775744,0.26094744,-0.5274797,0.54567075,1.1095754,0.0,0.24009968,0.25659674,0.24384922,0.24899276,0.13543545,0.20611621,0.108778626,0.17077465,0.57977355,0.26835343,0.005635967,0.000217981,0.94194025,0.13690034,0.019271025
