machine,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,192888900.0,272138880.0,29611112.0,681777800.0,27777.777,27777.777,0.0,0.0,6128.3613,14791285.0,3200074.0,525.05554,30141.902,18500000.0,0.666
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,358592600.0,844740740.0,346074080.0,2471111200.0,15259259.0,8370370.5,1555555.5,666666.7,344952.97,657484160.0,117406520.0,53501.37,2105161.0,129407410.0,0.833
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,225416670.0,320416670.0,35583332.0,802611140.0,0.0,27777.777,0.0,0.0,9581.458,24425780.0,4462536.0,525.05554,30141.902,18916666.0,1.0
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,522666660.0,1287629600.0,534814820.0,3761037000.0,25259260.0,12962963.0,3555555.5,1407407.4,543948.25,1041073700.0,189023820.0,58697.816,2105432.0,214518510.0,0.666
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,330083330.0,471000000.0,51972224.0,1178500000.0,27777.777,0.0,0.0,0.0,14272.583,29742958.0,6332422.0,525.05554,30141.889,29222222.0,0.666
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,1112370400.0,2294518500.0,933407400.0,6823259000.0,21111112.0,21037038.0,4222222.0,2222222.2,771215.25,1484491300.0,265338130.0,53501.332,2105161.0,324000000.0,0.833
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,280388900.0,410111100.0,48472224.0,1029888900.0,27777.777,27777.777,0.0,0.0,20018.791,41620070.0,8883175.0,525.05554,30141.902,41916668.0,1.0
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,1558814800.0,3244222200.0,1318074100.0,9637481000.0,35851852.0,28370370.0,6444444.5,3703703.8,1097586.6,2120986900.0,391562560.0,58651.85,2105430.2,474074080.0,0.85763294
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,336722200.0,496361120.0,60083332.0,1246666600.0,138888.89,55555.555,0.0,27777.777,27141.416,54701036.0,12219847.0,525.05554,30141.902,55916668.0,1.5015016
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,2023481500.0,4337111000.0,1724888800.0,12740815000.0,50074076.0,39259260.0,8592593.0,4740740.5,1535159.8,2978434800.0,529800740.0,53500.63,2105161.0,617111100.0,1.0
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,377472220.0,564388860.0,70055550.0,1418416600.0,1722222.2,55555.555,0.0,27777.777,35667.445,73537300.0,16087751.0,525.05554,30141.902,78722220.0,1.0
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,2977777700.0,6011777500.0,2537926000.0,18161258000.0,65629628.0,52888890.0,11037037.0,6518518.5,2090054.0,4056754200.0,746635840.0,56077.63,2105295.8,870518500.0,0.8886667
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,443055550.0,667416640.0,84944450.0,1678944400.0,1805555.5,138888.89,0.0,27777.777,46674.695,93078590.0,20380352.0,525.05554,30141.902,99000000.0,1.0
quartz,0.76324296,1.4290059,-0.9508418,0.0893704,2.0952785,0.4171345,0.106698796,0.9848333,-1.1782545,0.21325234,-1.0997889,-0.13775162,0.6056935,-1.9612206,1.1012546,3492444400.0,7446741000.0,3026370300.0,22046520000.0,98666664.0,68740744.0,18000000.0,8000000.0,2708395.2,5251880400.0,936064200.0,61296.11,2105567.5,1167111200.0,0.90036017
