0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
-0.23299989,-1.418842,-0.54891837,-0.41234985,0.7005246,1.6137377,0.009460552,1.4145818,0.43621916,0.113861844,0.16207457,0.23208007,0.09080796,0.15007812,0.2171458,0.15127459,0.11829281,0.11831722,0.11983734,0.15311354,0.118006214,0.0074913893,0.029651139,0.18701172,0.15061086,0.037052337,0.21468568,0.17506081,0.16841117,0.1412377,0.16569805,0.23261881,0.15374708,0.15870522,0.21074499,0.09794683,0.15147357,0.032486953,0.029824842,0.14304249,0.047078557,0.16396734,0.14418548,0.028272152,0.059312727,0.19291633,0.1252178,0.1608358,0.13688508,0.046219535,0.14403923,0.16085416,0.09439887,0.15893145,0.1402321,0.1305165,0.12632921,0.14488308,0.19551967,0.15350343,0.13232864,0.047949545,0.14114106,0.14171965,0.11212693,0.21740043,0.17024784,0.14024712,0.15416472,0.26967055,0.32111043,0.045094833,0.17725962,0.18257903
