machine,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.05,1042000000,2424000000,776000000,7526000000,44000000,20000000,0,0,0,419863,1418846000,1017911230,37771,2175633,114000000,1.172088
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.1666,3273812500,5136625000,1776437500,13892312000,9062500,3437500,312500,125000,0,12092.469,44968416,721877200,69874.91,2106339.5,131187500,0.9733865
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.05,1042000000,2424000000,776000000,7526000000,44000000,20000000,0,0,0,420220,1420711400,1017222400,37771,2175633,108000000,1.10488
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.1666,3059250000,4806187500,1670187500,13005813000,8562500,2875000,250000,62500,0,13033.906,44957710,743643600,69874.91,2106339.5,126750000,0.97473377
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.05,1216000000,2828000000,906000000,8782000000,50000000,22000000,0,0,0,490468,1655664800,1184027900,37771,2176245,134000000,1.287456
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.2166,3809062400,5972937700,2067312500,16160500000,9875000,3625000,1187500,125000,0,12769.031,52454092,863225100,69874.91,2106358.5,150000000,1.0952876
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.0666,1216000000,2826000000,906000000,8780000000,52000000,22000000,0,0,0,490091,1654315300,1186637200,37771,2176245,134000000,1.286174
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.2,3549750000,5578500000,1938625000,15094062000,9937500,3750000,1250000,125000,0,12759.281,52423852,837183900,69874.91,2106358.5,150625000,1.1352624
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.05,1386000000,3224000000,1034000000,10012000000,28000000,26000000,0,0,0,559471,1884760300,1353871700,37771,2176853,156000000,1.463014
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.15,4011750000,6304000000,2192062500,17061188000,11750000,4312500,1437500,125000,0,12304.8125,59744556,977326100,69842.91,2106376.5,171500000,1.2918075
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.0666,1388000000,3226000000,1034000000,10014000000,36000000,26000000,0,0,0,559651,1886199600,1350636200,37771,2176853,150000000,1.473355
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.1833,4213875000,6613375000,2292750000,17894312000,11750000,4437500,1500000,125000,0,12594.4375,59717052,963918850,69874.91,2106377.5,172500000,1.2862403
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.05,1560000000,3628000000,1162000000,11266000000,34000000,30000000,0,0,0,629824,2123626500,1525678300,37771,2177525,176000000,1.633633
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.1666,4442875000,6985250000,2431312400,18905188000,13625000,5250000,1937500,500000,0,12487,67183900,1100480900,69874.91,2106398.5,193375000,1.4128041
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.0666,1560000000,3628000000,1162000000,11266000000,66000000,30000000,0,0,0,628809,2121870800,1522905300,37771,2177526,156000000,1.629877
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.15,4475937300,7035937300,2447625000,19041063000,13562500,5000000,1937500,500000,0,12208.1875,67177416,1103727100,69874.91,2106398.5,194437500,2.3186016
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.0833,1734000000,4032000000,1292000000,12518000000,72000000,32000000,0,0,0,698558,2353535000,1689966200,37771,2178134,192000000,1.828038
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.2,5061125000,7949750000,2763250000,21516937000,14812500,5750000,1937500,1187500,0,12440.094,74657560,1185401000,69875.875,2106417.8,216375000,1.5492067
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.05,1732000000,4030000000,1290000000,12516000000,34000000,32000000,0,0,0,699465,2359745500,1689886600,37771,2178135,186000000,1.83506
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.1833,5039375000,7919812600,2752750000,21430313000,15187500,6062500,2000000,1125000,0,12304.125,74635336,1199388900,69875.875,2106417.8,214437500,1.6012019
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.0666,1906000000,4434000000,1420000000,13768000000,36000000,36000000,0,0,0,769008,2594290000,1856228400,37771,2178808,214000000,2.130478
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.1833,5825125000,9142875000,3167562500,24733063000,16500000,6500000,2187500,1437500,0,12250.219,82091430,1421773800,69843.875,2106437.8,235937500,1.6922425
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.0666,1908000000,4434000000,1422000000,13772000000,72000000,36000000,0,0,0,769289,2592575000,1856787300,37771,2178808,212000000,2.010209
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.1833,5389250000,8474875000,2951312400,22936062000,17062500,6687500,2187500,1375000,0,13150.094,82100870,1361418600,69843.875,2106437.8,233000000,1.718392
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.2666,9136000000,29980000000,9994000000,88842000000,328000000,358000000,18000000,16000000,0,1484337,19493038000,13974828000,37771,2184484,1602000000,13.326448
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.2833,12113625000,19357938000,6694125000,52620940000,45437500,23875000,7187500,4812500,0,11225.906,613383800,3111593200,69842.91,2106615,546437500,3.8500946
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,64,0.35,6597437400,11566922000,3694765600,30484484000,22375000,10734375,3562500,2234375,0,10806.758,153671870,1974508500,37146.516,1055176.9,266093740,2.8142486
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.15,2272000000,9294000000,3240000000,26382000000,88000000,84000000,4000000,2000000,0,2306746,9268968000,4217693400,37771,2173742,646000000,4.538443
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.15,3793812500,5887125000,2140000000,16398312000,18062500,11125000,2687500,1437500,0,69979.84,291139100,1158872000,69874.91,2106280.5,225125000,1.7660402
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.1166,2270000000,9292000000,3238000000,26380000000,92000000,84000000,4000000,2000000,0,2306971,9270039000,4218867700,37771,2173742,642000000,4.522251
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.15,3828312600,5939937300,2157250000,16541375000,17875000,10625000,2625000,1375000,0,69940.84,291309630,1159612800,69874.91,2106280.5,223375000,1.7558355
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.1333,2646000000,10828000000,3774000000,30734000000,92000000,98000000,4000000,2000000,0,2685867,10802153000,4915589600,37771,2174048,750000000,5.788539
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.1833,4181125000,6510375000,2376250000,18137313000,21187500,12812500,3312500,2000000,0,80140.44,339447580,1314578300,69874.91,2106290,260812500,2.0387318
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.1166,2646000000,10828000000,3774000000,30734000000,136000000,98000000,4000000,2000000,0,2686101,10797169000,4915747300,37771,2174049,758000000,5.254812
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.15,4321937400,6716812300,2445562600,18710500000,21000000,12625000,3187500,1937500,0,79794.72,339393250,1358960400,69875.875,2106290,260000000,2.0484955
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.15,3020000000,12362000000,4308000000,35092000000,164000000,112000000,6000000,2000000,0,3065892,12333546000,5613524500,37771,2174353,842000000,5.989286
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.2,4953937400,7697437700,2802000000,21442312000,24500000,15625000,3562500,2250000,0,89677,387586020,1526326900,69875.875,2106299.5,295250000,2.3816957
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.1333,3018000000,12362000000,4308000000,35092000000,120000000,112000000,4000000,2000000,0,3064000,12331430000,5620710400,37771,2174353,866000000,6.005672
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.1666,4986375000,7747500000,2817937400,21575875000,24437500,15062500,3562500,2250000,0,90246.47,387676130,1481652000,69875.875,2106299.5,300562500,2.3147492
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.15,3394000000,13896000000,4842000000,39444000000,120000000,126000000,6000000,4000000,0,3442562,13863268000,6311310000,37771,2174660,970000000,6.739775
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.2166,5578250000,8667062000,3154000000,24140750000,27562500,17500000,4250000,2437500,0,99869.72,435832300,1715305200,69843.875,2106308,339000000,2.591791
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.15,3394000000,13894000000,4842000000,39442000000,124000000,126000000,8000000,4000000,0,3443986,13861510000,6319452000,37771,2174660,970000000,6.738729
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.1833,5334875000,8307625000,3035125000,23151500000,27437500,16687500,4375000,2562500,0,99492.5,435717570,1686431700,69843.875,2106308,330562500,2.5646703
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.1666,3768000000,15428000000,5376000000,43792000000,134000000,142000000,6000000,4000000,0,3822783,15393082000,7008122400,37771,2174963,1074000000,7.751217
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.2166,6078937600,9458688000,3446000000,26342562000,30750000,19375000,4875000,2875000,0,109336.44,483995070,1797129200,69875.875,2106318.5,366687500,2.8653715
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.1666,3768000000,15426000000,5374000000,43792000000,134000000,140000000,6000000,2000000,0,3821881,15393527000,7010856400,37771,2174962,1078000000,7.470986
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.2166,6301937700,9785750000,3555062500,27247500000,30875000,19375000,4812500,2812500,0,108971.06,483862430,1859018900,69842.91,2106317.5,368125000,3.1742308
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.1666,3768000000,15428000000,5376000000,43790000000,138000000,142000000,6000000,2000000,0,3822773,15394488000,7008865300,37771,2174962,1066000000,7.524983
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.2,6318687700,9804188000,3562812400,27309000000,30812500,19750000,4875000,2875000,0,109208.84,483965500,1793669200,69874.91,2106318.5,368375000,2.880829
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,64,0.2333,3490375000,5956843500,1981718800,16019953000,,,,,,25107.648,121339060,1053472450,37146.516,1055102.5,184890620,1.8136955
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.1833,4142000000,16964000000,5912000000,48152000000,154000000,154000000,8000000,4000000,0,4202324,16925918000,7707252700,37771,2175329,1172000000,8.998724
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.2,6547812400,10193750000,3721312500,28405000000,33375000,21062500,5500000,3375000,0,118974.06,532113760,2144972400,69874.91,2106330,410437500,3.1555467
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.1833,4146000000,16968000000,5914000000,48156000000,148000000,154000000,6000000,4000000,0,4200832,16924577000,7705228300,37771,2175330,1174000000,8.861904
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.2,6430437400,10019125000,3663187500,27925125000,33375000,20000000,5437500,3250000,0,119098.03,532153730,2016626200,69875.875,2106330,407187500,3.1900744
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1,22318000000,1.09E+11,38038000000,3.03E+11,1740000000,1130000000,172000000,168000000,0,21051648,1.13E+11,49144488000,37771,2174359,8330000000,54.779156
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.2666,7967812600,14270437000,5202250000,40138064000,74687500,69187500,10375000,6312500,0,624520.94,3550443300,3724683800,69874.91,2106299.8,693125000,5.5286884
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,64,0.2666,3900718800,7101718500,2403843800,19322266000,32890624,25625000,4140625,2203125,0,164038.67,885662800,1507844100,37162.516,1055098,281156260,2.7841928
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.4833,33326000000,1.63E+11,56852000000,4.53E+11,2572000000,1692000000,276000000,252000000,0,31282624,1.69E+11,73493060000,37770,2175638,12484000000,79.53638
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.35,11711688000,21041875000,7677437400,59189250000,117937500,103187500,16750000,10250000,0,924817.5,5309021000,5516216000,69873.94,2106339.8,1044562500,8.167319
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.4666,33330000000,1.63E+11,56856000000,4.53E+11,2584000000,1692000000,228000000,230000000,0,31275432,1.69E+11,73481660000,37771,2175640,12440000000,77.8636
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.3666,11953688000,21396937000,7795625000,60172562000,112562500,103687500,15437500,10000000,0,924827.6,5308189700,5708988000,69874.91,2106339.8,1042812500,8.1772585
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.7166,38854000000,1.91E+11,66278000000,5.28E+11,3032000000,1974000000,288000000,282000000,0,36370260,1.97E+11,85664104000,37771,2176252,14542000000,90.957115
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.4166,14045813000,25082124000,9140125000,70569310000,130875000,121625000,18437500,12062500,0,1074773.1,6184823300,6444465000,69874.91,2106358.8,1228000000,9.495038
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.6833,38852000000,1.91E+11,66276000000,5.28E+11,2988000000,1972000000,270000000,268000000,0,36479664,1.97E+11,85706960000,37771,2176252,14542000000,91.22405
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.45,13600125000,24452624000,8924188000,68788440000,132187500,121125000,18812500,12250000,0,1074862.4,6186470400,6446574000,69842.91,2106357.8,1210687500,9.467205
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.95,44266000000,2.17E+11,75498000000,6.01E+11,3424000000,2248000000,284000000,298000000,0,41450416,2.25E+11,97609050000,37771,2176861,16520000000,105.09247
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.4166,15541500000,27923500000,10188125000,78552120000,145312500,138812500,21250000,13812500,0,1221872.5,7047288000,7319102000,69842.91,2106377,1390687500,10.868044
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,2.0166,44222000000,2.17E+11,75478000000,6.01E+11,3412000000,2250000000,328000000,284000000,0,41489384,2.25E+11,97600050000,37771,2176861,16574000000,105.09019
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.4666,15835500000,28353124000,10333688000,79746190000,147125000,138875000,21625000,13937500,0,1221864,7046657000,7359845000,69875.875,2106378,1389062500,10.749499
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,2.1333,49638000000,2.44E+11,84830000000,6.76E+11,3856000000,2528000000,360000000,326000000,0,46737692,2.53E+11,1.10E+11,37771,2177534,18468000000,120.61967
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.4833,17539437000,31491688000,11485688000,88583750000,166500000,156062500,23625000,15437500,0,1371634.8,7922054000,8141335000,69874.91,2106399,1556562600,12.059491
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,2.1833,49756000000,2.44E+11,84884000000,6.76E+11,3848000000,2530000000,332000000,330000000,0,46611864,2.53E+11,1.10E+11,37771,2177534,18574000000,117.25092
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.45,17606500000,31599063000,11520562000,88864500000,163687500,156312500,23812500,16187500,0,1371807.4,7925976600,8135740000,69874.91,2106399,1570437500,12.063626
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,2.4666,55258000000,2.71E+11,94288000000,7.51E+11,4258000000,2800000000,344000000,370000000,0,51952630,2.81E+11,1.22E+11,37771,2178142,20708000000,130.9353
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.4833,19888376000,35571626000,12959250000,1.00E+11,190062500,172125000,27500000,17625000,0,1521829.5,8798143000,8975375000,69875.875,2106418,1725062500,13.468897
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,2.4333,55252000000,2.71E+11,94284000000,7.51E+11,4264000000,2806000000,366000000,360000000,0,51904790,2.81E+11,1.22E+11,37771,2178142,20706000000,128.20937
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.5,19346813000,34786873000,12693250000,97853500000,183937500,173125000,27437500,17875000,0,1521829,8796759000,9135690000,69874.91,2106418,1731375000,13.402501
