machine,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.3,14334000000,33956000000,10930000000,1.05E+11,290000000,282000000,10000000,8000000,0,5693653,19940866000,14700632000,37771,2231350,1586000000,15.324183
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.8166,40480000000,63665440000,22144625000,1.72E+11,135000000,57625000,22750000,15687500,0,12809.906,631220540,9641429000,69843.875,2108079.8,1786875000,12.203638
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.2333,43954000000,1.46E+11,48920000000,4.31E+11,1448000000,1734000000,102000000,74000000,0,6987658,95304030000,69996410000,37771,2240844,7392000000,63.670265
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,1.0333,52785373000,84759370000,29436625000,2.30E+11,221062500,118437500,38562500,27000000,0,11360.375,2996194000,14937098000,69842.91,2108376.2,2610500000,18.205502
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.2,43964000000,1.46E+11,48924000000,4.31E+11,1494000000,1732000000,80000000,72000000,0,6993352,95305060000,69973656000,37771,2240843,7534000000,62.53292
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,1.0333,53084373000,85247120000,29588687000,2.32E+11,221375000,119187500,38812500,26937500,0,11563.875,2995708400,14524503000,69873.94,2108375.2,2600562400,18.09002
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.3833,49292000000,1.64E+11,54858000000,4.84E+11,1666000000,1944000000,80000000,88000000,0,7837567,1.07E+11,78551810000,37771,2249202,9088000000,72.588196
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,1.15,58548064000,94070310000,32692687000,2.56E+11,247937500,131250000,43250000,30250000,0,11717.75,3359517200,16187868000,69843.875,2108635.5,3008937500,20.99445
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.35,49312000000,1.64E+11,54870000000,4.84E+11,1664000000,1944000000,78000000,72000000,0,7837189,1.07E+11,78542750000,37771,2249202,8332000000,71.75157
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,1.15,58193375000,93528690000,32519438000,2.54E+11,247937500,136687500,43000000,30437500,0,11544,3359651800,16713931000,69843.875,2108635.5,2950562600,20.463287
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.5,55010000000,1.83E+11,61218000000,5.39E+11,1722000000,2170000000,90000000,82000000,0,8728818,1.19E+11,87395860000,37771,2258117,9440000000,79.49544
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,1.2833,65882500000,1.06E+11,36747563000,2.88E+11,277250000,150750000,48937500,34062500,0,11845.719,3746126000,17944072000,69842.91,2108918,3283750000,23.196653
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.5,54990000000,1.83E+11,61214000000,5.39E+11,1754000000,2168000000,128000000,96000000,0,8727180,1.19E+11,87556120000,37771,2258118,9302000000,79.38219
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,1.2666,66125062000,1.06E+11,36863250000,2.89E+11,274625000,148937500,48312500,33625000,0,11488.719,3745715200,18541998000,69874.91,2108919,3303875000,23.360928
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.9666,72274000000,2.41E+11,80442000000,7.09E+11,2392000000,2850000000,116000000,102000000,0,11482814,1.57E+11,1.15E+11,37771,2285302,12154000000,103.37875
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,1.65,84884685000,1.36E+11,47357500000,3.71E+11,354625000,190812500,62625000,44562500,0,11193.125,4928549000,24488284000,69874.91,2109753.2,4275187500,29.647745
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,2,72260000000,2.41E+11,80436000000,7.09E+11,2384000000,2848000000,132000000,130000000,0,11483660,1.57E+11,1.15E+11,37771,2285304,12330000000,106.40996
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,1.6166,85841750000,1.38E+11,47841313000,3.75E+11,364125000,196187500,63812500,44750000,0,11400,4838677500,23702948000,69875.875,2109753.2,4288687600,29.670645
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,2.3166,83436000000,2.78E+11,92846000000,8.18E+11,2710000000,3292000000,182000000,146000000,0,13257360,1.81E+11,1.33E+11,37771,2302598,14140000000,121.17791
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,1.85,99429250000,1.60E+11,55486624000,4.34E+11,413687500,224000000,73437500,51375000,0,11470.156,5691268600,27783428000,69875.875,2110247.5,4918625000,33.962204
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,2.3666,83376000000,2.78E+11,92822000000,8.18E+11,2714000000,3290000000,128000000,116000000,0,13252974,1.81E+11,1.33E+11,37771,2302599,14426000000,119.087944
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,1.9,99693810000,1.60E+11,55626064000,4.35E+11,421562500,228187500,73250000,52062500,0,11338.625,5691152000,28195246000,69875.875,2110247.5,4972000000,34.743095
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,2.5833,93430000000,3.11E+11,1.04E+11,9.17E+11,3024000000,3688000000,134000000,138000000,0,14852424,2.03E+11,1.49E+11,37771,2318277,15916000000,134.10262
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,1.9833,1.07E+11,1.72E+11,59961560000,4.69E+11,464062500,252562500,81437500,57750000,0,11344.281,6283262000,30743431000,69843.875,2110786.5,5667937300,39.18779
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,2.55,93462000000,3.11E+11,1.04E+11,9.17E+11,3026000000,3686000000,140000000,134000000,0,14852316,2.03E+11,1.49E+11,37771,2318278,16520000000,137.1667
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,2.0833,1.12E+11,1.80E+11,62300500000,4.88E+11,468062500,253187500,84187500,58812500,0,11317,6378038300,30799225000,69843.875,2110736.5,5644937700,39.13899
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.7333,18722000000,77512000000,27208000000,2.21E+11,688000000,712000000,50000000,30000000,0,30887940,77792290000,37168080000,37771,2189549,5748000000,38.54633
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.6,29098437000,45337750000,16517188000,1.26E+11,150875000,98937500,27437500,18250000,0,877977.6,2441696800,8667591000,69875.875,2106774.5,1816687500,13.436914
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.75,18722000000,77512000000,27208000000,2.21E+11,712000000,712000000,40000000,24000000,0,30885180,77796750000,37167428000,37771,2189547,5680000000,38.542706
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.6,28018250000,43730375000,15984312000,1.22E+11,151000000,98750000,27187500,18000000,0,877844.1,2441625300,8599875000,69875.875,2106774.5,1812000000,13.475415
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.9,23430000000,96882000000,34004000000,2.76E+11,842000000,894000000,44000000,28000000,0,37530644,97270320000,46548090000,37771,2193877,7080000000,49.217785
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.7333,35964686000,56082186000,20447562000,1.56E+11,188875000,123875000,34062500,22812500,0,1060727.8,3053258000,10897859000,69874.91,2106909.5,2246437400,16.801952
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,0.9333,23410000000,96868000000,33998000000,2.76E+11,832000000,886000000,46000000,28000000,0,37528036,97269514000,46601605000,37771,2193877,7172000000,48.350727
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.75,36527313000,56886750000,20722874000,1.59E+11,188875000,123437500,33562500,22687500,0,1060607.4,3053348900,10838375000,69843.875,2106908.8,2264437500,16.816292
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.1166,28932000000,1.20E+11,41974000000,3.41E+11,1048000000,1098000000,64000000,38000000,0,45827496,1.20E+11,57354273000,37771,2199060,8742000000,58.927597
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.9166,46582313000,72461880000,26313812000,2.02E+11,235375000,154562500,42875000,28437500,0,1291407.9,3768517600,13530767000,69874.91,2107071.5,2801375000,20.7866
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.1333,28912000000,1.20E+11,41966000000,3.41E+11,1046000000,1100000000,88000000,50000000,0,45820564,1.20E+11,57318960000,37771,2199060,8646000000,64.7088
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,0.8833,44988064000,70075940000,25534876000,1.95E+11,234125000,154000000,41812500,28500000,0,1291325.6,3768891600,13343359000,69843.875,2107070.5,2776187400,20.862324
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.3166,33672000000,1.39E+11,48864000000,3.97E+11,1202000000,1278000000,66000000,42000000,0,52841104,1.40E+11,66583515000,37771,2203455,10208000000,70.2595
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,32,1,51387376000,80156380000,29244250000,2.23E+11,273562500,179750000,49562500,33000000,0,1485828.9,4386654000,15606139000,69875.875,2107209,3280937500,24.480553
quartz,0.9038483,-0.9324975,-0.7826999,-0.88205534,0.5179731,-1.2948885,1.0559374,0.9527292,-1.6056764,-1.0400532,-0.52401435,-1.7999631,1.0976883,0.5085195,-0.8396667,1,1.3166,33638000000,1.39E+11,48848000000,3.96E+11,1228000000,1276000000,66000000,40000000,0,52842270,1.40E+11,66520383000,37771,2203455,10120000000,69.97196
