machine,app,ranks,duration,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_INS,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,FP_ARITH:SCALAR_SINGLE,FP_ARITH:SCALAR_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,PAPI_MEM_WCY,REALTIME (sec)
quartz,sw4lite,1,2.5833,12698444444,58417111111,10598888889,1.23E+11,5530472222,1161000000,1558083333,271833333.3,3.305555556,3427822140,4925206347,545.7777778,30160.38889,42989000000,148.958019
quartz,sw4lite,32,2.7333,1.28E+11,2.28E+11,87858625000,6.68E+11,5125625000,1330750000,736125000,570437500,454.46875,9950813563,10870380321,62336.65625,2105747.25,25839937500,152.5576467
quartz,sw4lite,1,2.5166,11347666667,83199166667,16324833333,1.75E+11,5148638889,1587694444,1484166667,267916666.7,5.236111111,13518900870,3980255700,545.75,30160.38889,26563888889,146.7603746
quartz,sw4lite,32,3.3333,1.53E+11,3.15E+11,1.13E+11,8.88E+11,4828312500,1522375000,515250000,518062500,417.875,28450107278,9203715229,66881.375,2106015.5,22034312500,179.7124953
ruby,kripke.exe,1,0.05,4482142.857,29642857.14,7142857.143,63321428.57,1178571.429,785714.2857,35714.28571,35714.28571,6.401785714,16715289.93,13546052.67,938.7232143,19688.72321,1535714.286,0.01194308
ruby,kripke.exe,32,0.0666,64625000,165812500,61812500,476937500,0,2000000,0,0,969.375,60419673.13,48146727.81,105845.6563,2107278.219,19500000,0.084635031
ruby,kripke.exe,1,0.05,8125000,47660714.29,11482142.86,106875000,1196428.571,767857.1429,35714.28571,35714.28571,10.33928571,24634842.96,13646610.15,938.7142857,19688.71429,1571428.571,0.015165902
ruby,kripke.exe,32,0.0666,80750000,234875000,80062500,649000000,0,2000000,0,0,914.3125,88218908.53,46311640.38,105845.6563,2107278.219,17937500,0.100082625
ruby,kripke.exe,1,0.0666,13839285.71,77250000,18678571.43,178339285.7,1553571.429,767857.1429,35714.28571,35714.28571,7.589285714,37787414.54,13571254.94,938.7321429,19688.72321,1857142.857,0.021106768
ruby,kripke.exe,32,0.0833,103812500,345437500,108062500,919000000,0,2000000,0,0,996.53125,134595129.8,46391406.03,105875.6875,2107279.156,18937500,0.124267094
ruby,kripke.exe,1,0.0833,22089285.71,119000000,28767857.14,279267857.1,1964285.714,785714.2857,35714.28571,35714.28571,5.991071429,56244093.04,13651670.38,938.7232143,19688.72321,2000000,0.029509455
ruby,kripke.exe,32,0.0666,126687500,479875000,140437500,1238687500,0,2000000,0,0,894.625,199460919.8,47004083.25,105844.7188,2107278.188,19375000,0.149881969
ruby,kripke.exe,1,0.1,32642857.14,172589285.7,41732142.86,408750000,2410714.286,785714.2857,35714.28571,35714.28571,7.383928571,79919896.81,13552237.65,938.7232143,19688.72321,2214285.714,0.039863009
ruby,kripke.exe,32,0.0666,166000000,672062500,189375000,1708937500,1875000,2000000,0,0,957.3125,282247818.1,46426311.72,102541.6563,2107144.594,16937500,0.190729813
ruby,kripke.exe,1,0.0666,10000000,63660714.29,14839285.71,136232142.9,2357142.857,1553571.429,107142.8571,53571.42857,3.973214286,34181468.66,27095979.61,938.7232143,19688.72321,3392857.143,0.023644071
ruby,kripke.exe,32,0.0833,124875000,337312500,120187500,951750000,0,4000000,0,0,885.6875,121760474.7,92528988.03,105812.7188,2107277.188,52437500,0.164235688
ruby,kripke.exe,1,0.0833,20535714.29,113035714.3,25214285.71,252750000,2446428.571,1535714.286,107142.8571,53571.42857,18.05357143,52306683.03,27054722.57,938.7232143,19688.73214,3750000,0.034151705
ruby,kripke.exe,32,0.0666,151375000,504437500,153500000,1333250000,0,4000000,0,0,931.6875,185673142.4,92534314,105877.6563,2107279.219,44312500,0.199630688
ruby,kripke.exe,1,0.1166,38053571.43,195339285.7,42517857.14,447000000,3071428.571,1553571.429,125000,71428.57143,7.535714286,82454013.9,27127263.96,938.7142857,19688.70536,3982142.857,0.051052464
ruby,kripke.exe,32,0.0666,217437500,805625000,219812500,2051187500,2000000,4000000,0,0,898.03125,281950519.3,89381829.47,105844.7188,2107278.188,37687500,0.254366969
ruby,kripke.exe,1,0.15,62535714.29,310446428.6,66732142.86,718714285.7,4017857.143,1571428.571,125000,71428.57143,10.4375,124791461.5,27118821.82,938.7232143,19688.72321,3928571.429,0.072426
ruby,kripke.exe,32,0.0833,329875000,1248125000,323062500,3131375000,2312500,3875000,0,0,949.875,439373758.4,96042758.31,105844.6875,2107278.188,33812500,0.335811875
ruby,kripke.exe,1,0.2166,94160714.29,458678571.4,97875000,1068553571,4875000,1571428.571,160714.2857,71428.57143,9.303571429,179140880.2,27140910.64,938.7321429,19688.72321,4625000,0.100774679
ruby,kripke.exe,32,0.0833,404125000,1702125000,412875000,4169125000,4000000,4000000,0,0,930.6875,629508420.2,101969880.7,105844.7188,2107278.188,31437500,0.440563313
ruby,kripke.exe,1,0.0333,2214285.714,14392857.14,3517857.143,30803571.43,553571.4286,392857.1429,0,17857.14286,7.678571429,8294193.571,6861066.188,938.7142857,19688.71429,714285.7143,0.006305938
ruby,kripke.exe,32,0.0666,49875000,98750000,39500000,301125000,0,0,0,0,893.03125,29425713.28,24067664.59,105845.6563,2107278.219,3562500,0.049698938
ruby,kripke.exe,1,0.0333,3500000,21571428.57,5464285.714,48482142.86,607142.8571,392857.1429,0,17857.14286,3.0625,11934530.37,6752163.241,938.7232143,19688.72321,732142.8571,0.007811018
ruby,kripke.exe,32,0.0666,54625000,124437500,46562500,364500000,0,0,0,0,929.9375,43568680.28,23400858.78,105845.6563,2107278.219,3875000,0.055523219
ruby,kripke.exe,1,0.05,5821428.571,33785714.29,8714285.714,78571428.57,696428.5714,392857.1429,0,17857.14286,7.419642857,18066345.54,6801909.527,938.7232143,19688.73214,839285.7143,0.010055607
ruby,kripke.exe,32,0.0666,60812500,165937500,57812500,465687500,0,0,0,0,993.5625,65076544.94,23808707.47,102540.75,2107144.563,3687500,0.067952313
ruby,kripke.exe,1,0.05,8821428.571,50535714.29,13250000,119857142.9,803571.4286,392857.1429,0,17857.14286,6.75,26582694.23,6816837.563,938.7232143,19688.73214,928571.4286,0.013592116
ruby,kripke.exe,32,0.0833,76750000,236437500,78312500,644750000,0,0,0,0,936.1875,95771777,23634809.97,105877.6563,2107279.219,4562500,0.080649531
ruby,kripke.exe,1,0.05,12821428.57,72250000,19089285.71,173392857.1,1035714.286,392857.1429,17857.14286,17857.14286,3.258928571,37543874.59,6781382.071,938.7321429,19688.72321,928571.4286,0.017497902
ruby,kripke.exe,32,0.0666,90750000,315875000,100312500,840375000,0,0,0,0,909.5,134213780.7,23493376.44,105875.6875,2107279.156,5062500,0.100541719
ruby,kripke.exe,1,0.0333,2875000,28053571.43,5464285.714,51785714.29,1178571.429,589285.7143,35714.28571,17857.14286,10.66964286,16730073.06,13592711.3,938.7321429,19688.72321,1660714.286,0.01015867
ruby,kripke.exe,32,0.0666,63937500,161312500,51375000,408812500,0,0,0,0,946.40625,60326422.63,49186230.81,105877.6563,2107279.219,17750000,0.073682375
ruby,kripke.exe,1,0.05,6303571.429,45821428.57,9767857.143,94714285.71,1196428.571,589285.7143,35714.28571,17857.14286,6.339285714,24620163.56,13582736.82,938.7232143,19688.72321,1714285.714,0.014312804
ruby,kripke.exe,32,0.0666,74375000,222562500,66312500,555062500,0,0,0,0,864.78125,88676259.47,47541901.66,102541.6563,2107144.594,15562500,0.08738825
ruby,kripke.exe,1,0.0666,12125000,75553571.43,16964285.71,166535714.3,1517857.143,589285.7143,35714.28571,17857.14286,5.901785714,37805532.17,13583619.54,938.7232143,19688.72321,1839285.714,0.019986205
ruby,kripke.exe,32,0.0666,100625000,341562500,97000000,847937500,0,0,0,0,979.9375,134343120.1,47267891.06,105845.6563,2107278.219,16437500,0.118787063
ruby,kripke.exe,1,0.0666,20303571.43,117196428.6,27053571.43,267196428.6,1964285.714,607142.8571,35714.28571,17857.14286,5.785714286,56243438.29,13489004.55,938.7232143,19688.72321,2142857.143,0.027461304
ruby,kripke.exe,32,0.0666,134500000,487187500,135375000,1210687500,0,0,0,0,943.96875,199361123.5,47569086.09,105844.7188,2107278.188,16812500,0.144106125
ruby,kripke.exe,1,0.1,30910714.29,170875000,40035714.29,396964285.7,2428571.429,607142.8571,35714.28571,17857.14286,3.044642857,79931052.63,13463639.71,938.7232143,19688.73214,2303571.429,0.038274848
ruby,kripke.exe,32,0.0666,173375000,695187500,187000000,1711812500,1000000,0,0,0,933.03125,281128695,47006358.22,105845.6563,2107278.219,16437500,0.190008188
ruby,kripke.exe,1,0.0666,6892857.143,60660714.29,11482142.86,113607142.9,2339285.714,1196428.571,107142.8571,53571.42857,4.241071429,34198387.71,27095020.02,938.7232143,19688.72321,3285714.286,0.021190098
ruby,kripke.exe,32,0.0666,99312500,309250000,88125000,733875000,0,0,0,0,887.90625,117204587.3,93928124.28,105813.6563,2107277.219,43750000,0.135399406
ruby,kripke.exe,1,0.0833,17160714.29,109696428.6,21821428.57,229285714.3,2446428.571,1178571.429,107142.8571,53571.42857,4.232142857,52314296.63,27070846.63,938.7321429,19688.72321,3535714.286,0.031653375
ruby,kripke.exe,32,0.0666,139625000,479812500,126625000,1147812500,0,0,0,0,944.25,179839124.7,91339163.09,102541.6563,2107144.594,35937500,0.165578469
ruby,kripke.exe,1,0.1166,34642857.14,191946428.6,39107142.86,423428571.4,2964285.714,1178571.429,107142.8571,53571.42857,7.205357143,82503709.47,27153547.49,938.7232143,19688.72321,4035714.286,0.047174563
ruby,kripke.exe,32,0.0666,205750000,791812500,194875000,1885500000,2000000,0,0,0,946.125,281731972.7,90414871.22,105845.6563,2107278.219,33250000,0.230713031
ruby,kripke.exe,1,0.1666,59125000,307053571.4,63321428.57,695107142.9,3892857.143,1196428.571,125000,53571.42857,3.857142857,124762597.2,27173388.66,938.7232143,19688.72321,4142857.143,0.070672089
ruby,kripke.exe,32,0.0666,281500000,1167875000,275000000,2772312500,2312500,0,0,0,953.46875,439230013.3,97594330.41,105845.6563,2107278.219,30437500,0.315565469
ruby,kripke.exe,1,0.2166,90625000,455142857.1,94428571.43,1044625000,4571428.571,1214285.714,142857.1429,53571.42857,5.589285714,179120008,27212941.83,938.7142857,19688.71429,4589285.714,0.09838283
ruby,kripke.exe,32,0.0833,407437500,1744937500,402125000,4147312500,4000000,0,0,0,928.09375,629496959.1,98269103.25,105844.7188,2107278.188,29625000,0.419213031
ruby,kripke.exe,1,0.0333,1339285.714,13517857.14,2660714.286,24803571.43,553571.4286,303571.4286,0,0,6.008928571,8271573.527,6893031,938.7142857,19688.70536,732142.8571,0.005970277
ruby,kripke.exe,32,0.0666,49500000,99437500,35125000,273562500,0,0,0,0,963.90625,31114466.56,25269220.91,105877.6563,2107279.219,3062500,0.044589094
ruby,kripke.exe,1,0.0333,2714285.714,20821428.57,4625000,42803571.43,607142.8571,285714.2857,0,0,9.946428571,11970718.61,6795893.304,938.7142857,19688.71429,732142.8571,0.006856527
ruby,kripke.exe,32,0.0666,58875000,130875000,44562500,354750000,0,0,0,0,926,44034050.5,23825083.75,105877.6563,2107279.219,3625000,0.054135688
ruby,kripke.exe,1,0.05,4857142.857,32803571.43,7857142.857,72339285.71,696428.5714,303571.4286,0,0,4,18024031.38,6778032.929,938.7232143,19688.72321,839285.7143,0.00914425
ruby,kripke.exe,32,0.0833,64687500,172875000,56000000,457812500,0,0,0,0,912.09375,65302002.78,24167900.91,102540.75,2107144.563,3812500,0.058771156
ruby,kripke.exe,1,0.05,7946428.571,49660714.29,12392857.14,113910714.3,803571.4286,303571.4286,0,0,4.0625,26596857.2,6715295.607,938.7232143,19688.72321,964285.7143,0.012449339
ruby,kripke.exe,32,0.0666,74875000,234125000,72875000,607500000,0,0,0,0,895.8125,95431278.22,24050629.69,102541.6563,2107144.594,3875000,0.072817375
ruby,kripke.exe,1,0.0666,11910714.29,71321428.57,18232142.86,167303571.4,1053571.429,303571.4286,17857.14286,0,7.696428571,37586021.51,6770860.875,938.7232143,19688.73214,1053571.429,0.016409875
ruby,kripke.exe,32,0.0833,90625000,315000000,95812500,810437500,0,0,0,0,911.375,135037258.8,23870910.25,105845.6563,2107278.219,4250000,0.095441563
ruby,kripke.exe,1,0.0666,6714285.714,44428571.43,10678571.43,94821428.57,1767857.143,1178571.429,35714.28571,53571.42857,6.705357143,25069336.71,20350157.53,938.7232143,19688.72321,2517857.143,0.016581768
ruby,kripke.exe,32,0.0833,89312500,241562500,89062500,686250000,0,4000000,0,0,1152.1875,89333294.66,72572200.09,105843.6875,2107278.156,30687500,0.119114406
ruby,kripke.exe,1,0.0666,11964285.71,71196428.57,17160714.29,159517857.1,1803571.429,1160714.286,53571.42857,53571.42857,10.20535714,36910106.03,20380266.94,938.7321429,19688.72321,2535714.286,0.022718339
ruby,kripke.exe,32,0.0833,109625000,340937500,114312500,928937500,0,4000000,0,0,1142.5,132268836.3,71246439.25,105844.6875,2107278.188,27812500,0.140902406
ruby,kripke.exe,1,0.0833,20750000,115875000,27982142.86,267464285.7,2428571.429,1178571.429,53571.42857,53571.42857,3.303571429,56635166.82,20386751.46,938.7232143,19688.72321,2785714.286,0.031730455
ruby,kripke.exe,32,0.0666,139000000,490875000,151000000,1291062500,1437500,4000000,0,0,1167.53125,200510476.1,71959480.25,105812.6875,2107277.188,31125000,0.175049094
ruby,kripke.exe,1,0.1166,32982142.86,178303571.4,43089285.71,418285714.3,2964285.714,1178571.429,53571.42857,53571.42857,6.366071429,84306659.96,20367684.68,938.7232143,19688.73214,2910714.286,0.043220509
ruby,kripke.exe,32,0.0833,183687500,730500000,211000000,1871312500,2000000,4000000,0,0,1185.375,298219619.1,70775100.75,105876.6875,2107279.188,30375000,0.215422219
ruby,kripke.exe,1,0.1333,48857142.86,258750000,62553571.43,612750000,3678571.429,1196428.571,53571.42857,53571.42857,10.94642857,119875421,20437198.36,938.7142857,19688.71429,3428571.429,0.059421482
ruby,kripke.exe,32,0.0833,247937500,1009437500,283375000,2559875000,2000000,4000000,0,0,1152.46875,421252659.3,70379028.38,102571.7188,2107145.531,28250000,0.270881156
ruby,kripke.exe,1,0.1,14910714.29,95357142.86,22178571.43,203821428.6,3535714.286,2357142.857,160714.2857,89285.71429,6.794642857,51207083.4,40852180.68,938.7142857,19688.71429,4803571.429,0.03466542
ruby,kripke.exe,32,0.0666,156625000,465125000,162125000,1288437500,62500,7687500,0,0,1170.28125,181358749.8,142204448.4,105876.7188,2107279.188,80875000,0.245535875
ruby,kripke.exe,1,0.1333,30714285.71,169464285.7,37750000,378750000,3660714.286,2321428.571,160714.2857,89285.71429,2.928571429,78378952.18,40741297.85,938.7142857,19688.71429,5142857.143,0.050392911
ruby,kripke.exe,32,0.0666,217000000,747375000,225000000,1960625000,2000000,7750000,0,0,1128,267960520.7,136988224.3,105844.6875,2107278.188,68562500,0.290444625
ruby,kripke.exe,1,0.1666,56928571.43,292821428.6,63678571.43,669928571.4,4678571.429,2339285.714,178571.4286,107142.8571,4.883928571,123735978,40690142.66,938.7321429,19688.72321,5696428.571,0.074526223
ruby,kripke.exe,32,0.0833,315625000,1198437500,324375000,3035687500,3562500,7812500,0,0,1168.125,435778619.2,139212234,102510.6563,2107143.625,56062500,0.36323975
ruby,kripke.exe,1,0.25,93857142.86,465732142.9,100035714.3,1078017857,5875000,2375000,196428.5714,107142.8571,6.651785714,187145684.2,40809266.86,938.7142857,19688.71429,6196428.571,0.108218
ruby,kripke.exe,32,0.0833,449125000,1825437500,460812500,4523000000,4375000,7625000,0,0,1166.90625,657545192.7,139773661.6,102539.75,2107144.531,48437500,0.490358313
ruby,kripke.exe,1,0.3333,141142857.1,687857142.9,146732142.9,1602285714,7107142.857,2375000,232142.8571,107142.8571,6.178571429,268655535.1,40710046.86,938.7232143,19688.72321,6946428.571,0.150279295
ruby,kripke.exe,32,0.0833,622000000,2633687500,637125000,6440750000,6000000,8000000,0,0,1191.6875,943343444,150895413.7,105812.6875,2107277.188,47875000,0.671484281
ruby,kripke.exe,1,0.0333,3196428.571,21428571.43,5250000,45732142.86,839285.7143,589285.7143,17857.14286,17857.14286,3.410714286,12407284.79,10216640.2,938.7321429,19688.72321,1035714.286,0.008616188
ruby,kripke.exe,32,0.0666,59562500,134562500,52062500,397187500,0,1937500,0,0,1179.375,45028289.72,36374233.84,105876.6875,2107279.188,5500000,0.0650665
ruby,kripke.exe,1,0.0333,5250000,32357142.86,8178571.429,72678571.43,910714.2857,589285.7143,17857.14286,17857.14286,10.78571429,17888597.16,10260410.02,938.7232143,19688.72321,1107142.857,0.011155286
ruby,kripke.exe,32,0.0833,73750000,182125000,66875000,522687500,0,2000000,0,0,1197.75,64544632.63,36507138.19,105877.6563,2107279.219,6250000,0.074303313
ruby,kripke.exe,1,0.05,8517857.143,50392857.14,13035714.29,117107142.9,1035714.286,589285.7143,17857.14286,17857.14286,3.955357143,27070715.35,10198407.6,938.7142857,19688.71429,1178571.429,0.013591277
ruby,kripke.exe,32,0.0666,80875000,243625000,82937500,669500000,0,2000000,0,0,1205.84375,96861835,35634214.38,102540.7188,2107144.563,6312500,0.087385906
ruby,kripke.exe,1,0.05,13160714.29,75714285.71,19857142.86,179500000,1232142.857,589285.7143,17857.14286,17857.14286,3.116071429,39882382.94,10315654.86,938.7142857,19688.71429,1410714.286,0.019901384
ruby,kripke.exe,32,0.0666,99375000,338812500,109687500,906437500,0,2000000,0,0,1165.75,141698759.3,36132773.97,105843.6875,2107278.156,6875000,0.114758563
ruby,kripke.exe,1,0.0833,19125000,108232142.9,28607142.86,259660714.3,1571428.571,589285.7143,17857.14286,17857.14286,11.16071429,56339020.04,10339276.97,938.7232143,19688.73214,1482142.857,0.026370902
ruby,kripke.exe,32,0.0833,119375000,457000000,142250000,1197250000,0,2000000,0,0,1184.25,200149533.8,35828209.06,102541.6563,2107144.594,8000000,0.135397969
ruby,kripke.exe,1,0.05,4125000,41839285.71,8125000,77000000,1767857.143,892857.1429,35714.28571,35714.28571,6.392857143,25082920.34,20441652.88,938.7232143,19688.73214,2482142.857,0.01508008
ruby,kripke.exe,32,0.0833,85375000,237375000,72937500,581437500,0,0,0,0,1181.8125,86997034.38,72075032.63,105812.6875,2107277.188,25000000,0.104873594
ruby,kripke.exe,1,0.05,9357142.857,68571428.57,14607142.86,141625000,1785714.286,892857.1429,53571.42857,35714.28571,11.22321429,36936145.95,20322288.33,938.7321429,19688.72321,2678571.429,0.021338786
ruby,kripke.exe,32,0.0666,105187500,335625000,97625000,821500000,0,0,0,0,1131.6875,131079564.1,72252202.06,102540.7188,2107144.563,25125000,0.120683063
ruby,kripke.exe,1,0.0833,18125000,113232142.9,25410714.29,249500000,2267857.143,892857.1429,53571.42857,35714.28571,4.919642857,56664712.42,20315495.25,938.7232143,19688.72321,2732142.857,0.029969616
ruby,kripke.exe,32,0.0833,138250000,500562500,139562500,1223250000,437500,0,0,0,1193.5625,200482481.1,72088847.28,105811.6875,2107277.156,24875000,0.160646938
ruby,kripke.exe,1,0.1,30464285.71,175803571.4,40535714.29,400750000,3160714.286,910714.2857,53571.42857,35714.28571,4.294642857,84316698.94,20400835.08,938.7232143,19688.72321,3053571.429,0.042056857
ruby,kripke.exe,32,0.0833,190000000,736625000,200250000,1805000000,2000000,0,0,0,1182.40625,288906723.6,70280025.88,105876.6875,2107279.188,25437500,0.214680156
ruby,kripke.exe,1,0.1333,46339285.71,256267857.1,60017857.14,595196428.6,3642857.143,910714.2857,53571.42857,35714.28571,5.214285714,119858231.6,20303229.35,938.7232143,19688.72321,3392857.143,0.057852393
ruby,kripke.exe,32,0.0666,245875000,1028812500,273062500,2514750000,2000000,0,0,0,1186.625,420817310,71810530.38,105845.6563,2107278.219,26375000,0.267584531
ruby,kripke.exe,1,0.0833,9839285.714,90321428.57,17089285.71,168571428.6,3535714.286,1803571.429,160714.2857,71428.57143,5.303571429,51232922.21,40755416.37,938.7142857,19688.71429,5017857.143,0.031018866
ruby,kripke.exe,32,0.0833,142750000,459375000,129375000,1078750000,125000,0,0,0,1141.78125,180865989.3,146313836.8,105843.6875,2107278.156,67937500,0.193211
ruby,kripke.exe,1,0.1166,25553571.43,164303571.4,32660714.29,343196428.6,3678571.429,1767857.143,160714.2857,71428.57143,4.973214286,78430877.58,40686295.4,938.7232143,19688.72321,5375000,0.047210125
ruby,kripke.exe,32,0.0833,194500000,705812500,182187500,1665187500,2000000,0,0,0,1131.09375,267707225,139248552.1,105845.6563,2107278.219,55437500,0.250102469
ruby,kripke.exe,1,0.1666,51875000,287803571.4,58589285.71,634732142.9,4535714.286,1785714.286,178571.4286,71428.57143,3.991071429,123720429.8,40770199.68,938.7321429,19688.72321,5875000,0.069199411
ruby,kripke.exe,32,0.0833,302187500,1182625000,289125000,2806437500,2812500,0,0,0,1179.28125,435084969.8,141956555.4,102571.7188,2107145.531,48250000,0.328549625
ruby,kripke.exe,1,0.2166,88660714.29,460553571.4,94910714.29,1042428571,5875000,1821428.571,196428.5714,71428.57143,3.116071429,187123854.6,40796800.92,938.7142857,19688.70536,5857142.857,0.102068607
ruby,kripke.exe,32,0.0666,911562500,2270437500,664750000,6023062500,4312500,0,0,0,1156.5625,657210291.6,144688046.4,105811.6875,2107277.156,45250000,0.464758719
ruby,kripke.exe,1,0.3166,135946428.6,682696428.6,141607142.9,1566785714,7178571.429,1821428.571,232142.8571,71428.57143,11.25892857,268661226.5,40751056.82,938.7142857,19688.71429,6839285.714,0.148423652
ruby,kripke.exe,32,0.0833,611375000,2619000000,603312500,6222375000,6000000,0,0,0,1130.5,942921705.6,147691184.8,105875.6875,2107279.156,46875000,0.625108938
ruby,kripke.exe,1,0.05,1964285.714,20232142.86,3982142.857,37053571.43,839285.7143,446428.5714,17857.14286,17857.14286,11.60714286,12435917.65,10225832.73,938.7142857,19688.70536,1160714.286,0.00702525
ruby,kripke.exe,32,0.0666,68500000,143375000,49937500,386625000,0,0,0,0,1125.875,45463141.78,38113945.25,102539.75,2107144.531,4937500,0.063237906
ruby,kripke.exe,1,0.0333,4000000,31125000,6910714.286,63910714.29,910714.2857,446428.5714,17857.14286,17857.14286,4.178571429,17893017.93,10232736.6,938.7142857,19688.71429,1142857.143,0.009978446
ruby,kripke.exe,32,0.0833,65312500,169687500,54687500,440500000,0,0,0,0,1145.5625,65116984.13,37561611.03,105844.6875,2107278.188,5312500,0.06949625
ruby,kripke.exe,1,0.05,7375000,49303571.43,11767857.14,108750000,1035714.286,446428.5714,17857.14286,17857.14286,7.446428571,27071546.38,10276397.02,938.7232143,19688.72321,1303571.429,0.013661491
ruby,kripke.exe,32,0.0666,84937500,247500000,78000000,640062500,0,0,0,0,1163.84375,98027964.94,36458187.09,102541.6563,2107144.594,5500000,0.08753075
ruby,kripke.exe,1,0.05,11910714.29,74464285.71,18571428.57,170696428.6,1214285.714,446428.5714,17857.14286,17857.14286,9.464285714,39876800.61,10306549.67,938.7232143,19688.72321,1446428.571,0.018706179
ruby,kripke.exe,32,0.0833,99062500,338000000,102500000,861562500,0,0,0,0,1220.09375,142513373.3,36571710.31,105876.7188,2107279.188,6375000,0.107911969
ruby,kripke.exe,1,0.0833,17892857.14,107017857.1,27339285.71,250946428.6,1571428.571,446428.5714,17857.14286,17857.14286,10.54464286,56320652.22,10258023.8,938.7232143,19688.72321,1571428.571,0.024869188
ruby,kripke.exe,32,0.0666,125125000,461500000,137625000,1173875000,0,0,0,0,1131.9375,193618436,35662840.28,102540.7188,2107144.563,6937500,0.132443781
ruby,kripke.exe,1,0.1,10750000,111267857.1,21553571.43,204285714.3,4714285.714,2428571.429,142857.1429,107142.8571,4.321428571,66738341.66,54451570.92,938.7232143,19688.73214,6982142.857,0.03720175
ruby,kripke.exe,32,0.0666,179187500,587937500,169875000,1369812500,1937500,1937500,0,0,1203.03125,235408708.5,202847979.5,102540.7188,2107144.563,70312500,0.217825406
ruby,kripke.exe,1,0.1166,24678571.43,182553571.4,38821428.57,376535714.3,4803571.429,2375000,142857.1429,107142.8571,10.58035714,98328798.48,54410753.71,938.7321429,19688.72321,7321428.571,0.108416348
ruby,kripke.exe,32,0.0833,239062500,857937500,239937500,2038250000,2375000,2000000,0,0,1212,346663996.8,197482523.2,102541.6563,2107144.594,65125000,0.279618063
ruby,kripke.exe,1,0.1666,48125000,301660714.3,67642857.14,664392857.1,5928571.429,2392857.143,142857.1429,107142.8571,6.178571429,150988553.8,54356943.77,938.7142857,19688.71429,7553571.429,0.07753708
ruby,kripke.exe,32,0.0833,314625000,1284375000,344062500,3058375000,3875000,1937500,0,0,1204.375,531111797.5,196509103.3,102540.7188,2107144.563,64375000,0.386238813
ruby,kripke.exe,1,0.2333,80875000,468303571.4,107982142.9,1067107143,7910714.286,2428571.429,160714.2857,107142.8571,11.4375,224724403.4,54479372.46,938.7232143,19688.72321,8517857.143,0.107593723
ruby,kripke.exe,32,0.0666,429937500,1889312500,494812500,4523500000,5937500,2000000,0,0,1159.9375,789144705.7,196211742.3,105842.7188,2107278.125,70750000,0.498857625
ruby,kripke.exe,1,0.3166,123000000,682625000,159839285.7,1585053571,10642857.14,2482142.857,178571.4286,107142.8571,4.973214286,319506255.1,54440756.58,938.7232143,19688.72321,8910714.286,0.151663964
ruby,kripke.exe,32,0.0833,581812500,2673875000,690562500,6423500000,6812500,1937500,0,0,1180.09375,1120510532,197920111.9,102540.7188,2107144.563,69875000,0.671691063
ruby,kripke.exe,1,0.1666,25696428.57,240142857.1,45321428.57,447250000,9446428.571,4821428.571,428571.4286,214285.7143,7.473214286,136585993.9,108950281.9,938.7142857,19688.70536,12339285.71,0.079768143
ruby,kripke.exe,32,0.0833,331062500,1180562500,319000000,2689875000,3750000,2562500,0,0,1159.8125,464657313,386377757.8,105844.6875,2107278.188,183875000,0.478510188
ruby,kripke.exe,1,0.2666,67660714.29,437553571.4,86803571.43,913250000,9803571.429,4750000,446428.5714,214285.7143,4.205357143,209008271.6,108750571.3,938.7142857,19688.71429,14625000,0.123363866
ruby,kripke.exe,32,0.0833,473375000,1842125000,462437500,4270562500,5500000,2937500,0,0,1202.96875,733275837.4,387774456.4,105845.6563,2107278.219,159312500,0.618127
ruby,kripke.exe,1,0.4,137767857.1,766714285.7,155982142.9,1690160714,12285714.29,4785714.286,500000,214285.7143,4.008928571,329783686.5,108836144.6,938.7232143,19688.73214,16017857.14,0.186071696
ruby,kripke.exe,32,0.0833,735125000,3087125000,733250000,7211375000,9437500,2625000,0,0,1155.90625,1156440687,382695078.4,105842.7188,2107278.125,138500000,0.8531725
ruby,kripke.exe,1,0.5666,236053571.4,1227660714,252892857.1,2778142857,15892857.14,4857142.857,553571.4286,214285.7143,7.410714286,498857283.8,108928260.9,938.7321429,19688.72321,16946428.57,0.276241036
ruby,kripke.exe,32,0.0833,1116375000,4668000000,1093625000,11060562500,12500000,2500000,0,0,1140.03125,1693339345,380585954.4,105844.6875,2107278.188,127375000,1.178528219
ruby,kripke.exe,1,0.8,362017857.1,1819982143,377321428.6,4176250000,18767857.14,4875000,589285.7143,232142.8571,3.75,716239725.3,108787776.6,938.7142857,19688.71429,18196428.57,0.395856714
ruby,kripke.exe,32,0.1,1549437500,6909125000,1565687500,16282562500,17187500,2875000,0,0,1198.71875,2510248012,435328354.7,105844.6875,2107278.188,131250000,1.631496031
ruby,kripke.exe,1,0.0666,4875000,53464285.71,10500000,97446428.57,2232142.857,1214285.714,53571.42857,53571.42857,9.258928571,33030751.72,27294497.28,938.7142857,19688.70536,3089285.714,0.018432732
ruby,kripke.exe,32,0.0666,113812500,313937500,97250000,769375000,0,0,0,0,1118.78125,113937122.7,99713831.91,102539.75,2107144.531,13375000,0.116031219
