Apps,relation,0_app,1_app,2_app,3_app,4_app,5_app,6_app,7_app,8_app,9_app,10_app,11_app,12_app,13_app,14_app,16_app,17_app,18_app,19_app,20_app,21_app,22_app,23_app,24_app,25_app,26_app,27_app,28_app,29_app,30_app,0_emb,1_emb,2_emb,3_emb,4_emb,5_emb,6_emb,7_emb,8_emb,9_emb,10_emb,11_emb,12_emb,13_emb,14_emb,15_emb,16_emb,17_emb,18_emb,19_emb,20_emb,21_emb,22_emb,23_emb,24_emb,25_emb,26_emb,27_emb,28_emb,29_emb,30_emb,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
Laghos,q-r,3.1272466e-05,2.5048972e-05,-3.28E-05,0.000103229,-4.29E-05,-2.96E-05,6.048994e-06,-1.30E-05,-2.67E-05,-5.56E-05,2.5542391e-05,-1.11E-05,-2.67E-05,-7.43E-05,1.0006218e-05,96857.625,133987.72,38647.234,459774.3,1277.5945,479.09793,0,0,62.16088,58336.457,42970.203,1.5080006,87.44451,4631.28,0.000119774,2.4369604e-06,2.7326783e-05,-8.17E-06,-5.65E-05,-1.01E-05,-6.98E-05,-5.52E-05,5.3937634e-05,2.36092e-06,-1.59E-05,0.000933243,3.3084407e-06,1.4028721e-05,8.439724e-06,4.1174326e-06,5.045061e-06,1.9776438e-05,1.3127972e-05,1.42656145e-05,9.671061e-06,1.3677886e-05,5.8064825e-06,0.000124117,6.608407e-07,1.04523195e-07,3.1878977e-07,1.7658352e-06,2.9195924e-05,1.03726e-05,1.2661336e-05,1.0826765e-06,1.2672345e-05,2.69412e-05,1.1072976e-05,1.8225473e-05,3.254193e-05,1.930665e-06,2.0561622e-05,9.029756e-05,0.000122175,4.4106455e-06,2.8163174e-06,9.38716e-06,7.403205e-05,7.3134564e-05,8.2481694e-07,6.5346467e-07,8.965414e-06,2.0422896e-05,3.129237e-05,2.6422551e-06,1.0965349e-05,1.1091801e-05,9.081736e-06,1.1416909e-05,1.09257535e-05,1.9684287e-06,8.5803695e-06,7.1818527e-06,3.305352e-05,4.2909405e-06,1.6423827e-06,1.4002735e-06,1.2251128e-05,1.2313621e-05,1.3922685e-06,2.1574739e-05,2.2927381e-05,1.21058865e-05,1.1088971e-06,6.595078e-05,7.671224e-05,1.5804741e-07,4.528174e-07,6.629667e-07,3.007626e-05,1.5531912e-05,-4.92E-05,-2.36E-06,-1.82E-05,-5.74E-06,-4.73E-05,-5.76E-06,1.897453e-05,-4.34E-05,0.001282585,2.694277e-06,1.0214073e-05,3.5051403e-06,3.2024154e-06,4.2580577e-06,1.1226826e-05,6.4563083e-06,6.4809824e-06,7.2708e-06,7.7831855e-06,2.7078365e-06,0.000109367,2.4750398e-07,1.11729626e-07,3.237005e-07,5.6603426e-07,1.5114901e-05,7.0488477e-06,1.1042419e-05,9.009586e-07,1.1048233e-05,2.1145117e-05,9.264496e-06,1.0512446e-05,2.1509895e-05,3.5289554e-06,1.3356307e-05,4.9469687e-05,6.619724e-05,3.009304e-06,1.6334544e-06,7.515245e-06,6.0822756e-05,4.0788727e-05,5.32198e-07,7.2506475e-07,5.6159106e-06,1.75661e-05,2.3384975e-05,1.4879635e-06,9.118945e-06,9.737721e-06,1.0377406e-05,9.790975e-06,9.049297e-06,1.3374568e-06,5.7718225e-06,4.4813924e-06,2.1381991e-05,3.4736447e-06,1.8487042e-06,2.8740387e-06,6.848226e-06,6.885805e-06,9.4968686e-07,1.3631694e-05,1.5531003e-05,7.95586e-06,9.812175e-07,5.9382273e-05,6.0619306e-05,1.3988162e-07,2.6006035e-07,6.173925e-07
Laghos,q-r,3.1272586e-05,2.5049067e-05,-3.28E-05,0.000103229,-4.29E-05,-2.96E-05,6.049017e-06,-1.30E-05,-2.67E-05,-5.56E-05,2.554249e-05,-1.11E-05,-2.67E-05,-7.43E-05,1.0006256e-05,96858,133988.23,38647.383,459776.1,1277.5994,479.09976,0,0,62.141197,58308.152,43034.035,1.5080065,87.44485,4631.298,0.00010644,2.4369697e-06,2.7326887e-05,-8.17E-06,-5.65E-05,-1.01E-05,-6.98E-05,-5.52E-05,5.393784e-05,2.3609289e-06,-1.59E-05,0.000933246,3.3084534e-06,1.4028775e-05,8.439757e-06,4.117448e-06,5.04508e-06,1.9776515e-05,1.3128022e-05,1.426567e-05,9.671098e-06,1.3677938e-05,5.8065048e-06,0.000124118,6.608432e-07,1.0452359e-07,3.18791e-07,1.765842e-06,2.9196037e-05,1.0372639e-05,1.2661384e-05,1.0826806e-06,1.26723935e-05,2.6941301e-05,1.1073019e-05,1.8225544e-05,3.254206e-05,1.9306724e-06,2.05617e-05,9.029791e-05,0.000122176,4.4106623e-06,2.816328e-06,9.387197e-06,7.403233e-05,7.313485e-05,8.248201e-07,6.5346717e-07,8.965449e-06,2.0422975e-05,3.129249e-05,2.6422651e-06,1.0965391e-05,1.1091844e-05,9.08177e-06,1.14169525e-05,1.0925795e-05,1.9684362e-06,8.580402e-06,7.18188e-06,3.3053646e-05,4.290957e-06,1.642389e-06,1.4002788e-06,1.2251175e-05,1.2313667e-05,1.3922738e-06,2.157482e-05,2.2927468e-05,1.2105933e-05,1.1089013e-06,6.595103e-05,7.671254e-05,1.5804801e-07,4.5281914e-07,6.629693e-07,3.0076375e-05,1.5531972e-05,-4.92E-05,-2.36E-06,-1.82E-05,-5.74E-06,-4.73E-05,-5.76E-06,1.8974602e-05,-4.34E-05,0.00128259,2.6942876e-06,1.0214112e-05,3.5051537e-06,3.2024275e-06,4.258074e-06,1.122687e-05,6.4563333e-06,6.4810074e-06,7.270828e-06,7.783216e-06,2.7078468e-06,0.000109368,2.4750494e-07,1.1173006e-07,3.2370176e-07,5.660364e-07,1.5114959e-05,7.048875e-06,1.1042461e-05,9.0096205e-07,1.1048276e-05,2.1145199e-05,9.264531e-06,1.0512486e-05,2.1509977e-05,3.528969e-06,1.3356358e-05,4.9469876e-05,6.619749e-05,3.0093156e-06,1.6334607e-06,7.515274e-06,6.082299e-05,4.0788884e-05,5.322e-07,7.2506754e-07,5.6159324e-06,1.7566168e-05,2.3385064e-05,1.4879691e-06,9.11898e-06,9.737758e-06,1.0377446e-05,9.791012e-06,9.049331e-06,1.3374619e-06,5.771845e-06,4.4814096e-06,2.1382073e-05,3.473658e-06,1.8487112e-06,2.8740496e-06,6.848252e-06,6.885831e-06,9.496905e-07,1.3631746e-05,1.5531063e-05,7.95589e-06,9.812212e-07,5.93825e-05,6.0619535e-05,1.3988216e-07,2.6006134e-07,6.173949e-07
Laghos,q-r,3.5981895e-05,2.8821185e-05,-3.78E-05,0.000118775,-4.93E-05,-3.40E-05,6.9599337e-06,-1.50E-05,-3.07E-05,-6.39E-05,2.9388912e-05,-1.28E-05,-3.07E-05,-8.55E-05,1.151309e-05,128256.8,177409.66,51174.098,608668.56,1194.3685,734.996,0,0,82.21574,77181.89,56879.645,1.7350959,100.74209,6431.215,0.000103462,2.8039508e-06,3.144202e-05,-9.40E-06,-6.50E-05,-1.16E-05,-8.03E-05,-6.36E-05,6.2060295e-05,2.7164592e-06,-1.83E-05,0.001073783,3.8066705e-06,1.6141357e-05,9.710692e-06,4.7374915e-06,5.8048145e-06,2.2754642e-05,1.510496e-05,1.6413926e-05,1.112746e-05,1.5737687e-05,6.680901e-06,0.000142808,7.6035906e-07,1.2026372e-07,3.6679745e-07,2.0317586e-06,3.359264e-05,1.1934646e-05,1.45680515e-05,1.2457206e-06,1.4580719e-05,3.099837e-05,1.2740496e-05,2.0970114e-05,3.744254e-05,2.2214106e-06,2.3658069e-05,0.000103896,0.000140574,5.0748604e-06,3.2404366e-06,1.0800806e-05,8.51808e-05,8.414816e-05,9.490291e-07,7.518722e-07,1.0315548e-05,2.3498453e-05,3.60048e-05,3.0401616e-06,1.2616661e-05,1.2762155e-05,1.04493865e-05,1.3136222e-05,1.2571101e-05,2.2648615e-06,9.872518e-06,8.263393e-06,3.8031165e-05,4.937129e-06,1.8897149e-06,1.6111458e-06,1.4096069e-05,1.4167972e-05,1.6019352e-06,2.4823754e-05,2.6380098e-05,1.3928955e-05,1.2758899e-06,7.588255e-05,8.826461e-05,1.8184834e-07,5.2100876e-07,7.6280526e-07,3.4605553e-05,1.7870918e-05,-5.66E-05,-2.72E-06,-2.10E-05,-6.61E-06,-5.44E-05,-6.63E-06,2.1831973e-05,-4.99E-05,0.001475734,3.100018e-06,1.1752247e-05,4.032992e-06,3.6846784e-06,4.899294e-06,1.2917514e-05,7.4285867e-06,7.4569766e-06,8.365736e-06,8.955283e-06,3.1156192e-06,0.000125837,2.847765e-07,1.285554e-07,3.7244772e-07,6.5127534e-07,1.7391107e-05,8.110359e-06,1.2705335e-05,1.0366372e-06,1.2712027e-05,2.4329436e-05,1.065967e-05,1.2095553e-05,2.4749148e-05,4.0603936e-06,1.5367681e-05,5.6919504e-05,7.6166114e-05,3.462486e-06,1.8794422e-06,8.646993e-06,6.998227e-05,4.6931247e-05,6.1234357e-07,8.342549e-07,6.461631e-06,2.0211442e-05,2.6906602e-05,1.7120411e-06,1.0492199e-05,1.1204158e-05,1.1940177e-05,1.12654325e-05,1.0412063e-05,1.5388691e-06,6.641022e-06,5.156261e-06,2.460198e-05,3.996753e-06,2.127107e-06,3.3068504e-06,7.879525e-06,7.922763e-06,1.0927035e-06,1.5684538e-05,1.7869872e-05,9.153961e-06,1.1289826e-06,6.832486e-05,6.974818e-05,1.609469e-07,2.9922376e-07,7.103679e-07
Laghos,q-r,3.5981e-05,2.8820468e-05,-3.78E-05,0.000118772,-4.93E-05,-3.40E-05,6.9597604e-06,-1.50E-05,-3.07E-05,-6.39E-05,2.938818e-05,-1.28E-05,-3.07E-05,-8.55E-05,1.1512803e-05,128253.61,177405.25,50897.207,608653.44,1745.572,643.1055,0,0,82.2294,77227.63,56885.848,1.7350527,100.739586,6247.3105,0.00010346,2.803881e-06,3.144124e-05,-9.40E-06,-6.50E-05,-1.16E-05,-8.03E-05,-6.36E-05,6.205875e-05,2.7163917e-06,-1.83E-05,0.001073757,3.806576e-06,1.6140955e-05,9.710451e-06,4.7373737e-06,5.80467e-06,2.2754077e-05,1.5104584e-05,1.6413516e-05,1.1127184e-05,1.5737296e-05,6.680735e-06,0.000142805,7.6034013e-07,1.2026072e-07,3.6678833e-07,2.0317082e-06,3.359181e-05,1.19343495e-05,1.4567689e-05,1.2456896e-06,1.4580356e-05,3.09976e-05,1.2740178e-05,2.0969592e-05,3.744161e-05,2.2213553e-06,2.3657482e-05,0.000103893,0.000140571,5.074734e-06,3.2403561e-06,1.0800538e-05,8.5178675e-05,8.4146064e-05,9.490055e-07,7.518535e-07,1.0315292e-05,2.3497869e-05,3.6003905e-05,3.040086e-06,1.2616347e-05,1.2761838e-05,1.0449126e-05,1.3135896e-05,1.2570789e-05,2.264805e-06,9.872272e-06,8.263188e-06,3.803022e-05,4.937006e-06,1.8896679e-06,1.6111056e-06,1.4095718e-05,1.416762e-05,1.6018954e-06,2.4823137e-05,2.637944e-05,1.39286085e-05,1.2758582e-06,7.588066e-05,8.8262415e-05,1.8184382e-07,5.2099585e-07,7.627863e-07,3.460469e-05,1.7870474e-05,-5.66E-05,-2.72E-06,-2.10E-05,-6.60E-06,-5.44E-05,-6.63E-06,2.1831429e-05,-4.99E-05,0.001475698,3.0999408e-06,1.1751954e-05,4.0328914e-06,3.6845868e-06,4.899172e-06,1.2917193e-05,7.428402e-06,7.456791e-06,8.365528e-06,8.95506e-06,3.1155416e-06,0.000125834,2.847694e-07,1.285522e-07,3.7243845e-07,6.512592e-07,1.7390676e-05,8.110157e-06,1.270502e-05,1.0366114e-06,1.271171e-05,2.432883e-05,1.0659404e-05,1.2095253e-05,2.4748531e-05,4.0602927e-06,1.5367299e-05,5.691809e-05,7.616422e-05,3.4623997e-06,1.8793954e-06,8.646778e-06,6.998053e-05,4.693008e-05,6.1232834e-07,8.3423413e-07,6.46147e-06,2.021094e-05,2.6905933e-05,1.7119986e-06,1.0491939e-05,1.120388e-05,1.193988e-05,1.1265152e-05,1.04118035e-05,1.5388309e-06,6.6408566e-06,5.156133e-06,2.460137e-05,3.996654e-06,2.1270541e-06,3.3067681e-06,7.879328e-06,7.922566e-06,1.0926764e-06,1.5684149e-05,1.7869428e-05,9.153734e-06,1.1289545e-06,6.832316e-05,6.974645e-05,1.6094289e-07,2.9921634e-07,7.103502e-07
Laghos,q-r,4.063487e-05,3.2548178e-05,-4.27E-05,0.000134134,-5.57E-05,-3.84E-05,7.859952e-06,-1.69E-05,-3.47E-05,-7.22E-05,3.3189317e-05,-1.44E-05,-3.47E-05,-9.66E-05,1.3001896e-05,163621.92,226186.3,65262.01,776296.25,1556.3278,830.0415,0,0,104.88415,98389.2,72442.06,1.9594685,113.908615,7781.6387,0.000129772,3.1665418e-06,3.550792e-05,-1.06E-05,-7.34E-05,-1.31E-05,-9.07E-05,-7.18E-05,7.008558e-05,3.0677363e-06,-2.07E-05,0.001212639,4.2989277e-06,1.8228664e-05,1.0966423e-05,5.3501167e-06,6.5554595e-06,2.5697143e-05,1.7058248e-05,1.853648e-05,1.25664e-05,1.7772796e-05,7.5448374e-06,0.000161276,8.5868436e-07,1.3581553e-07,4.1422962e-07,2.2944942e-06,3.793665e-05,1.3477967e-05,1.6451908e-05,1.40681e-06,1.6466214e-05,3.5006902e-05,1.4388023e-05,2.3681849e-05,4.2284395e-05,2.5086708e-06,2.6717395e-05,0.000117331,0.000158752,5.731112e-06,3.6594715e-06,1.2197505e-05,9.6195894e-05,9.502972e-05,1.0717521e-06,8.4910005e-07,1.1649496e-05,2.6537138e-05,4.0660736e-05,3.433298e-06,1.4248175e-05,1.4412484e-05,1.1800641e-05,1.4834924e-05,1.4196725e-05,2.5577403e-06,1.1149175e-05,9.331969e-06,4.294914e-05,5.57557e-06,2.134082e-06,1.8194899e-06,1.5918891e-05,1.6000093e-05,1.8090883e-06,2.803382e-05,2.9791421e-05,1.5730167e-05,1.4408806e-06,8.569525e-05,9.967849e-05,2.0536392e-07,5.8838265e-07,8.614469e-07,3.9080544e-05,2.0181884e-05,-6.39E-05,-3.07E-06,-2.37E-05,-7.46E-06,-6.14E-05,-7.49E-06,2.4655159e-05,-5.64E-05,0.001666568,3.5008945e-06,1.327198e-05,4.5545153e-06,4.16116e-06,5.5328424e-06,1.4587934e-05,8.389209e-06,8.421271e-06,9.4475445e-06,1.0113329e-05,3.5185133e-06,0.00014211,3.2160216e-07,1.4517944e-07,4.2061055e-07,7.3549455e-07,1.9640027e-05,9.159145e-06,1.4348318e-05,1.1706892e-06,1.4355873e-05,2.747558e-05,1.2038117e-05,1.3659681e-05,2.7949565e-05,4.5854604e-06,1.7354942e-05,6.428001e-05,8.601548e-05,3.9102347e-06,2.122481e-06,9.765173e-06,7.9031975e-05,5.3000127e-05,6.915283e-07,9.4213596e-07,7.297212e-06,2.282507e-05,3.0386009e-05,1.9334325e-06,1.1848991e-05,1.2653016e-05,1.3484212e-05,1.2722215e-05,1.17584905e-05,1.7378669e-06,7.499801e-06,5.8230394e-06,2.778337e-05,4.5135903e-06,2.4021724e-06,3.7344735e-06,8.89846e-06,8.947289e-06,1.2340058e-06,1.7712773e-05,2.0180702e-05,1.03377e-05,1.2749762e-06,7.716024e-05,7.876762e-05,1.8175963e-07,3.3791767e-07,8.022286e-07
Laghos,q-r,4.0623476e-05,3.253905e-05,-4.27E-05,0.000134096,-5.57E-05,-3.84E-05,7.857749e-06,-1.69E-05,-3.47E-05,-7.22E-05,3.318001e-05,-1.44E-05,-3.47E-05,-9.66E-05,1.2998251e-05,163472.33,226019.17,65243.715,775871.2,1555.8915,933.53485,0,0,104.88964,98403.89,72482.35,1.9589192,113.87668,7364.5527,0.000129735,3.1656539e-06,3.5497967e-05,-1.06E-05,-7.34E-05,-1.31E-05,-9.06E-05,-7.18E-05,7.006593e-05,3.0668762e-06,-2.07E-05,0.001212299,4.297722e-06,1.8223554e-05,1.0963349e-05,5.3486165e-06,6.553622e-06,2.5689938e-05,1.7053464e-05,1.8531282e-05,1.2562877e-05,1.7767812e-05,7.542722e-06,0.00016123,8.584436e-07,1.3577746e-07,4.1411346e-07,2.2938507e-06,3.7926016e-05,1.3474188e-05,1.6447297e-05,1.4064157e-06,1.6461598e-05,3.4997087e-05,1.438399e-05,2.367521e-05,4.227254e-05,2.5079673e-06,2.6709904e-05,0.000117298,0.000158708,5.7295056e-06,3.6584454e-06,1.2194086e-05,9.616892e-05,9.500307e-05,1.0714516e-06,8.48862e-07,1.164623e-05,2.6529699e-05,4.0649335e-05,3.4323355e-06,1.424418e-05,1.4408443e-05,1.1797333e-05,1.48307645e-05,1.4192745e-05,2.5570232e-06,1.11460495e-05,9.329352e-06,4.29371e-05,5.574007e-06,2.1334838e-06,1.8189797e-06,1.591443e-05,1.5995607e-05,1.8085811e-06,2.8025961e-05,2.9783068e-05,1.5725758e-05,1.4404767e-06,8.5671214e-05,9.965054e-05,2.0530635e-07,5.882177e-07,8.6120536e-07,3.9069586e-05,2.0176225e-05,-6.39E-05,-3.07E-06,-2.37E-05,-7.46E-06,-6.14E-05,-7.49E-06,2.4648247e-05,-5.64E-05,0.001666101,3.4999132e-06,1.3268259e-05,4.5532383e-06,4.1599933e-06,5.531291e-06,1.4583844e-05,8.386857e-06,8.41891e-06,9.444896e-06,1.0110494e-05,3.517527e-06,0.00014207,3.21512e-07,1.4513874e-07,4.2049263e-07,7.352884e-07,1.9634519e-05,9.156576e-06,1.4344294e-05,1.170361e-06,1.4351848e-05,2.7467877e-05,1.2034742e-05,1.3655851e-05,2.7941729e-05,4.584175e-06,1.7350076e-05,6.4261985e-05,8.599137e-05,3.9091383e-06,2.121886e-06,9.762434e-06,7.900982e-05,5.298527e-05,6.9133444e-07,9.418718e-07,7.295166e-06,2.2818671e-05,3.037749e-05,1.9328904e-06,1.1845669e-05,1.2649469e-05,1.3480432e-05,1.2718648e-05,1.17551945e-05,1.7373796e-06,7.4976983e-06,5.821407e-06,2.7775579e-05,4.512325e-06,2.401499e-06,3.7334264e-06,8.895965e-06,8.94478e-06,1.2336598e-06,1.7707807e-05,2.0175044e-05,1.0334801e-05,1.2746186e-06,7.713861e-05,7.8745536e-05,1.8170867e-07,3.3782294e-07,8.020037e-07
Laghos,q-r,4.4245153e-05,3.543998e-05,-4.65E-05,0.000146051,-6.06E-05,-4.19E-05,8.558285e-06,-1.84E-05,-3.78E-05,-7.86E-05,3.6138084e-05,-1.57E-05,-3.78E-05,-0.000105164,1.41570745e-05,193975.52,268086.12,77273.88,920395.2,2033.5232,1016.7616,0,0,124.41202,116653.766,85893.79,2.1335611,124.14958,9602.748,0.000155466,3.4478792e-06,3.8662693e-05,-1.16E-05,-7.99E-05,-1.42E-05,-9.87E-05,-7.82E-05,7.631246e-05,3.340295e-06,-2.25E-05,0.001320378,4.6808736e-06,1.9848225e-05,1.1940757e-05,5.8254577e-06,7.1378918e-06,2.7980255e-05,1.8573819e-05,2.0183388e-05,1.3682886e-05,1.9351854e-05,8.215173e-06,0.000175604,9.349758e-07,1.4788232e-07,4.510326e-07,2.4983528e-06,4.1307205e-05,1.4675442e-05,1.791361e-05,1.5318008e-06,1.7929186e-05,3.8117156e-05,1.5666354e-05,2.5785906e-05,4.604123e-05,2.7315584e-06,2.9091152e-05,0.000127756,0.000172857,6.2403037e-06,3.984604e-06,1.3281216e-05,0.000104743,0.000103473,1.1669739e-06,9.2453996e-07,1.2684517e-05,2.8894881e-05,4.4273314e-05,3.7383359e-06,1.551408e-05,1.5692987e-05,1.2849092e-05,1.615296e-05,1.545806e-05,2.7849876e-06,1.2139745e-05,1.0161085e-05,4.676504e-05,6.070942e-06,2.3236887e-06,1.981146e-06,1.7333236e-05,1.7421651e-05,1.9698202e-06,3.0524538e-05,3.2438296e-05,1.7127744e-05,1.5688984e-06,9.3309e-05,0.000108535,2.2360987e-07,6.4065864e-07,9.3798377e-07,4.255273e-05,2.197498e-05,-6.96E-05,-3.34E-06,-2.58E-05,-8.12E-06,-6.69E-05,-8.15E-06,2.6845693e-05,-6.14E-05,0.001814637,3.8119383e-06,1.4451154e-05,4.95917e-06,4.530866e-06,6.0244183e-06,1.5884027e-05,9.134565e-06,9.169474e-06,1.028693e-05,1.1011867e-05,3.8311223e-06,0.000154736,3.5017553e-07,1.5807818e-07,4.5798046e-07,8.00841e-07,2.1384982e-05,9.972906e-06,1.562312e-05,1.2747013e-06,1.5631347e-05,2.99167e-05,1.3107667e-05,1.4873301e-05,3.0432799e-05,4.9928644e-06,1.8896873e-05,6.999109e-05,9.365769e-05,4.257647e-06,2.3110567e-06,1.0632778e-05,8.6053726e-05,5.7709025e-05,7.5296845e-07,1.0258418e-06,7.945547e-06,2.4853007e-05,3.308571e-05,2.105212e-06,1.2901737e-05,1.3777197e-05,1.4682243e-05,1.3852544e-05,1.2803196e-05,1.892271e-06,8.166135e-06,6.340398e-06,3.0251835e-05,4.914609e-06,2.615598e-06,4.06627e-06,9.68906e-06,9.742228e-06,1.3436434e-06,1.9286499e-05,2.1973694e-05,1.1256172e-05,1.3882537e-06,8.4015686e-05,8.5765874e-05,1.979084e-07,3.679406e-07,8.735041e-07
Laghos,q-r,4.4240507e-05,3.543626e-05,-4.65E-05,0.000146036,-6.06E-05,-4.19E-05,8.5573865e-06,-1.84E-05,-3.78E-05,-7.86E-05,3.613429e-05,-1.57E-05,-3.77E-05,-0.000105152,1.4155588e-05,193955.14,268058,77265.766,920185.56,1807.3864,1129.6165,0,0,124.39122,116656.734,85879.43,2.1333373,124.136665,9714.702,0.000169612,3.4475172e-06,3.8658633e-05,-1.16E-05,-7.99E-05,-1.42E-05,-9.87E-05,-7.82E-05,7.630445e-05,3.3399444e-06,-2.25E-05,0.001320239,4.6803825e-06,1.984614e-05,1.1939503e-05,5.8248465e-06,7.137143e-06,2.7977318e-05,1.8571869e-05,2.0181269e-05,1.368145e-05,1.9349822e-05,8.214311e-06,0.000175586,9.348776e-07,1.478668e-07,4.5098525e-07,2.4980905e-06,4.130287e-05,1.4673901e-05,1.7911729e-05,1.5316399e-06,1.7927305e-05,3.8113154e-05,1.566471e-05,2.57832e-05,4.6036395e-05,2.7312717e-06,2.9088098e-05,0.000127742,0.000172839,6.239649e-06,3.9841857e-06,1.3279821e-05,0.000104732,0.000103462,1.1668515e-06,9.244429e-07,1.2683186e-05,2.8891847e-05,4.426867e-05,3.7379434e-06,1.5512453e-05,1.5691341e-05,1.2847742e-05,1.6151265e-05,1.5456437e-05,2.7846954e-06,1.2138471e-05,1.0160018e-05,4.6760128e-05,6.0703046e-06,2.3234447e-06,1.980938e-06,1.7331417e-05,1.7419823e-05,1.9696133e-06,3.0521333e-05,3.243489e-05,1.7125945e-05,1.5687338e-06,9.3299204e-05,0.000108523,2.235864e-07,6.405914e-07,9.378853e-07,4.254826e-05,2.1972673e-05,-6.96E-05,-3.34E-06,-2.58E-05,-8.12E-06,-6.69E-05,-8.15E-06,2.6842874e-05,-6.14E-05,0.001814447,3.8115381e-06,1.4449637e-05,4.9586492e-06,4.5303905e-06,6.0237858e-06,1.5882359e-05,9.133606e-06,9.1685115e-06,1.028585e-05,1.1010711e-05,3.83072e-06,0.00015472,3.5013875e-07,1.580616e-07,4.579324e-07,8.0075694e-07,2.1382737e-05,9.971859e-06,1.5621481e-05,1.2745675e-06,1.5629706e-05,2.9913559e-05,1.3106291e-05,1.487174e-05,3.0429603e-05,4.99234e-06,1.889489e-05,6.998374e-05,9.364786e-05,4.2572e-06,2.3108141e-06,1.0631661e-05,8.604469e-05,5.7702968e-05,7.5288943e-07,1.0257342e-06,7.944713e-06,2.4850398e-05,3.3082237e-05,2.104991e-06,1.2900383e-05,1.3775751e-05,1.46807015e-05,1.38510895e-05,1.2801852e-05,1.8920723e-06,8.165278e-06,6.339733e-06,3.0248659e-05,4.914093e-06,2.6153234e-06,4.065843e-06,9.688043e-06,9.741205e-06,1.3435023e-06,1.9284475e-05,2.1971387e-05,1.1254991e-05,1.3881081e-06,8.400687e-05,8.5756874e-05,1.9788763e-07,3.6790198e-07,8.734124e-07
Laghos,q-r,4.695153e-05,3.7607766e-05,-4.93E-05,0.000154985,-6.44E-05,-4.44E-05,9.081776e-06,-1.95E-05,-4.01E-05,-8.34E-05,3.834857e-05,-1.66E-05,-4.01E-05,-0.000111596,1.5023032e-05,218188.61,302107.3,87035.67,1036395.94,2517.5608,1078.9547,119.88385,0,140.12924,131471.7,96848.92,2.2640665,131.83867,10789.547,0.000194946,3.6587783e-06,4.1027604e-05,-1.23E-05,-8.48E-05,-1.51E-05,-0.000104762,-8.29E-05,8.098033e-05,3.5446135e-06,-2.39E-05,0.001401143,4.9671926e-06,2.1062297e-05,1.2671147e-05,6.181788e-06,7.574501e-06,2.9691746e-05,1.970994e-05,2.1417962e-05,1.4519838e-05,2.0535563e-05,8.717677e-06,0.000186346,9.921662e-07,1.5692795e-07,4.786213e-07,2.6511714e-06,4.3833876e-05,1.5573107e-05,1.9009345e-05,1.6254976e-06,1.9025874e-05,4.04487e-05,1.6624632e-05,2.7363174e-05,4.885747e-05,2.8986417e-06,3.0870593e-05,0.00013557,0.00018343,6.6220096e-06,4.2283336e-06,1.4093598e-05,0.000111149,0.000109802,1.2383551e-06,9.810921e-07,1.34604015e-05,3.066232e-05,4.698142e-05,3.9670017e-06,1.6463044e-05,1.6652893e-05,1.3635042e-05,1.7141001e-05,1.6403596e-05,2.9553391e-06,1.2882307e-05,1.0782615e-05,4.9625552e-05,6.4422884e-06,2.4658236e-06,2.1023282e-06,1.8393472e-05,1.8487295e-05,2.0903096e-06,3.2391657e-05,3.4422475e-05,1.8175411e-05,1.6648645e-06,9.9016506e-05,0.000115173,2.372876e-07,6.798463e-07,9.953582e-07,4.5155586e-05,2.3319142e-05,-7.39E-05,-3.55E-06,-2.74E-05,-8.62E-06,-7.10E-05,-8.65E-06,2.8487784e-05,-6.52E-05,0.001925634,4.045106e-06,1.53351e-05,5.2625114e-06,4.808009e-06,6.3929187e-06,1.6855618e-05,9.693305e-06,9.730351e-06,1.0916158e-05,1.1685439e-05,4.0654636e-06,0.000164201,3.7159498e-07,1.6774747e-07,4.859941e-07,8.498267e-07,2.2693053e-05,1.0582927e-05,1.6578753e-05,1.3526719e-06,1.6587483e-05,3.174664e-05,1.3909434e-05,1.5783067e-05,3.2294305e-05,5.298267e-06,2.0052754e-05,7.427229e-05,9.9386525e-05,4.5180777e-06,2.452419e-06,1.1283161e-05,9.1317444e-05,6.1238956e-05,7.990259e-07,1.0885902e-06,8.431558e-06,2.637321e-05,3.5109493e-05,2.2339832e-06,1.36909075e-05,1.4619918e-05,1.5580323e-05,1.4699873e-05,1.3586339e-05,2.008017e-06,8.665639e-06,6.7282267e-06,3.2102274e-05,5.2152245e-06,2.7755884e-06,4.3149944e-06,1.02817185e-05,1.0338139e-05,1.4258311e-06,2.0466212e-05,2.3317776e-05,1.1944687e-05,1.4731702e-06,8.9154746e-05,9.1011985e-05,2.1001404e-07,3.9044673e-07,9.2693443e-07
