machine,app,duration,BR_INS,LD_INS,SR_INS,TOT_INS,L1_LDM,L1_STM,L2_LDM,L2_STM,FP_SINGLE,FP_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,MEM_WCY,REALTIME (sec),PM_MATH_FLOP_CMPL,L1-DCACHE-LOAD-MISSES,L1-ICACHE-LOAD-MISSES,Overhead
quartz,kripke.exe,0.1,15750000,128138888.9,28555555.56,262222222.2,3694444.444,4083333.333,194444.4444,138888.8889,15.04166667,74126649.26,53360339.44,525.0555556,30141.91667,18972222.22,0.052912944,,,,5.947087056
quartz,kripke.exe,0.0833,127562500,406000000,122437500,994625000,2875000,2000000,0,0,1180.8125,168215987.5,132097043.9,69912.75,2106186.969,30500000,0.214961813,,,,4.783038188
quartz,kripke.exe,0.1166,29416666.67,203055555.6,48805555.56,446722222.2,4166666.667,6388888.889,194444.4444,138888.8889,11.11111111,112091281.4,53423191.64,525.0555556,30141.91667,21222222.22,0.073544736,,,,6.922455264
quartz,kripke.exe,0.1,170562500,604937500,179937500,1493500000,4312500,2000000,0,0,1147.1875,245865083.1,128928907.4,67669,2106052.375,30562500,0.266366125,,,,5.733633875
quartz,kripke.exe,0.1666,48583333.33,308027777.8,77138888.89,705222222.2,4750000,9611111.111,250000,166666.6667,7.833333333,165223552.8,53724425.58,525.0555556,30141.91667,21944444.44,0.09917025,,,,9.89682975
quartz,kripke.exe,0.1166,216562500,854875000,249687500,2112250000,7437500,1937500,0,0,1205.21875,373948833.7,132747592.2,67700,2106053.344,38375000,0.343104906,,,,6.652895094
quartz,kripke.exe,0.2,73250000,443027777.8,113583333.3,1037694444,4944444.444,13777777.78,222222.2222,166666.6667,10.56944444,233498969.3,53610395.5,525.0555556,30141.91667,25722222.22,0.137027472,,,,11.86297253
quartz,kripke.exe,0.15,267937500,1140062500,329750000,2821125000,13000000,3875000,0,0,1134.125,511297734.8,130111609,69880.75,2106185.969,45000000,0.458152375,,,,8.541847625
quartz,kripke.exe,0.0333,3666666.667,23305555.56,5638888.889,49944444.44,861111.1111,833333.3333,27777.77778,27777.77778,15.68055556,13013510.69,13287588.74,525.0555556,30141.91667,5638888.889,0.014379125,,,,1.983620875
quartz,kripke.exe,0.0666,64812500,117625000,48000000,363500000,0,0,0,0,900.84375,30648598.03,31524236.56,69880.75,2106185.969,15625000,0.080153813,,,,3.915846188
quartz,kripke.exe,0.05,6333333.333,37111111.11,9027777.778,83250000,861111.1111,1194444.444,27777.77778,55555.55556,11.625,19171340.54,13378544.86,525.0555556,30141.91667,5888888.889,0.034171361,,,,2.965828639
quartz,kripke.exe,0.0666,64875000,144062500,52875000,419437500,1375000,0,0,0,856.15625,44248951.97,31528716.34,67700,2106053.344,17187500,0.088313969,,,,3.907686031
quartz,kripke.exe,0.0666,10888888.89,60277777.78,14638888.89,139250000,1138888.889,1777777.778,55555.55556,55555.55556,15.38888889,29398936.15,13232018.47,525.0555556,30141.90278,5944444.444,0.024106486,,,,3.971893514
quartz,kripke.exe,0.0666,76125000,199062500,66875000,553875000,812500,2000000,0,0,888,67608157.69,31165270.03,69911.78125,2106186.938,16125000,0.105015375,,,,3.890984625
quartz,kripke.exe,0.0833,17222222.22,92666666.67,22500000,217472222.2,1250000,2611111.111,55555.55556,55555.55556,17.18055556,43737331.31,13260889.43,525.0555556,30141.91667,6250000,0.0318685,,,,4.9661315
quartz,kripke.exe,0.0666,89375000,267937500,83937500,720625000,1750000,1937500,0,0,800.125,100506008.1,31104152.56,69911.78125,2106186.938,17625000,0.126075875,,,,3.869924125
quartz,kripke.exe,0.0833,25444444.44,134444444.4,32638888.89,318277777.8,1527777.778,3694444.444,83333.33333,55555.55556,13.25,62185984.54,13404889.53,525.0555556,30141.91667,6166666.667,0.043680042,,,,4.954319958
quartz,kripke.exe,0.0833,112875000,368500000,110500000,970000000,3437500,1937500,0,0,866.96875,137378906.3,30641466.13,69912.75,2106186.969,16812500,0.160364562,,,,4.837635438
quartz,kripke.exe,0.0666,7944444.444,49750000,11694444.44,106638888.9,1722222.222,1666666.667,83333.33333,83333.33333,19.125,26622280,26613367.4,525.0555556,30141.91667,11583333.33,0.027461097,,,,3.968538903
quartz,kripke.exe,0.0833,83062500,190937500,71375000,555625000,1125000,2000000,0,0,855.3125,59521949.53,59274941.91,69912.75,2106186.969,28875000,0.130533375,,,,4.867466625
quartz,kripke.exe,0.0666,16222222.22,88305555.56,19833333.33,197666666.7,1750000,2444444.444,83333.33333,83333.33333,15.31944444,40738410.63,26683038.19,525.0555556,30141.91667,11694444.44,0.037538639,,,,3.958461361
quartz,kripke.exe,0.0833,101625000,279812500,90750000,766687500,1562500,2000000,0,0,786.1875,90441473.66,59111147.31,67699.0625,2106053.313,29812500,0.155793625,,,,4.842206375
quartz,kripke.exe,0.1,29638888.89,152111111.1,33305555.56,348083333.3,2305555.556,3750000,111111.1111,83333.33333,15.81944444,64210045.06,26461983.74,525.0555556,30141.91667,12083333.33,0.054039542,,,,5.945960458
quartz,kripke.exe,0.0666,130500000,417562500,120062500,1090250000,3937500,4000000,0,0,864.90625,141694836.6,59333535.09,67700,2106053.344,23312500,0.189715063,,,,3.806284938
quartz,kripke.exe,0.1166,48750000,241777777.8,52222222.22,559583333.3,2666666.667,5527777.778,111111.1111,111111.1111,25.36111111,97030809.64,26672848.75,525.0555556,30141.90278,12611111.11,0.076434931,,,,6.919565069
quartz,kripke.exe,0.1,202812500,651000000,179562500,1682687500,6000000,4000000,0,0,862.21875,220600993.3,61154541.59,69911.78125,2106186.938,26125000,0.254153938,,,,5.745846063
quartz,kripke.exe,0.1666,73277777.78,357111111.1,76527777.78,831555555.6,3555555.556,7861111.111,194444.4444,111111.1111,12.48611111,139358003.6,26590756.44,525.0555556,30141.91667,12888888.89,0.104307708,,,,9.891692292
quartz,kripke.exe,0.0833,232375000,904875000,226312500,2244375000,7312500,5812500,0,0,904.875,315296194.6,61541781.28,67699.0625,2106053.313,25000000,0.319080375,,,,4.678919625
quartz,kripke.exe,0.05,1777777.778,11305555.56,2777777.778,24250000,416666.6667,388888.8889,0,0,15.23611111,6458844.583,6740388.528,525.0555556,30141.90278,2194444.444,0.006886264,,,,2.993113736
quartz,kripke.exe,0.0666,51250000,77812500,33375000,252562500,0,0,0,0,857.71875,15695945.56,16470939.09,67668.0625,2106052.344,3750000,0.053300438,,,,3.942699563
quartz,kripke.exe,0.0333,2805555.556,16916666.67,4305555.556,38111111.11,444444.4444,583333.3333,0,0,11.94444444,9283094.181,6781823.431,525.0555556,30141.90278,2194444.444,0.008733625,,,,1.989266375
quartz,kripke.exe,0.0666,55375000,93187500,38125000,292562500,0,0,0,0,853.96875,21671532.94,15667467.34,69911.78125,2106186.938,4000000,0.064902813,,,,3.931097188
quartz,kripke.exe,0.05,4583333.333,26361111.11,6833333.333,61388888.89,500000,861111.1111,0,27777.77778,11.61111111,14031503.42,6672082.292,525.0555556,30141.91667,2555555.556,0.011269847,,,,2.988730153
quartz,kripke.exe,0.0833,69437500,126250000,49562500,386250000,0,0,0,0,887.59375,33003590.25,15952203.19,69912.75,2106053.344,4250000,0.06243825,,,,4.93556175
quartz,kripke.exe,0.05,7027777.778,39555555.56,10388888.89,93833333.33,583333.3333,1250000,27777.77778,27777.77778,21.80555556,20709845.14,6707951.653,525.0555556,30141.91667,2555555.556,0.013941097,,,,2.986058903
quartz,kripke.exe,0.0666,59062500,138187500,49375000,396875000,875000,0,0,0,910.53125,48412092.66,16213580.03,69912.75,2106186.969,5562500,0.080268781,,,,3.915731219
quartz,kripke.exe,0.05,10055555.56,56361111.11,14944444.44,135250000,583333.3333,1777777.778,27777.77778,27777.77778,14,29275458.11,6592343.681,525.0555556,30141.91667,3138888.889,0.019493944,,,,2.980506056
quartz,kripke.exe,0.0833,73625000,188437500,65000000,529687500,1375000,0,0,0,859.9375,65317786.69,15674894.16,67699.0625,2106053.313,6062500,0.086415594,,,,4.911584406
quartz,kripke.exe,0.0333,2250000,21861111.11,4305555.556,40472222.22,861111.1111,666666.6667,27777.77778,27777.77778,18.70833333,13045972.38,13357888.68,525.0555556,30141.91667,5750000,0.012663222,,,,1.985336778
quartz,kripke.exe,0.0833,58875000,109375000,39625000,308187500,0,0,0,0,759.65625,29428531.66,31238196.13,69912.75,2106186.969,16062500,0.075223375,,,,4.922776625
quartz,kripke.exe,0.05,5111111.111,35916666.67,7694444.444,74472222.22,861111.1111,1027777.778,27777.77778,27777.77778,9.680555556,19174145.72,13323028.07,525.0555556,30141.90278,5861111.111,0.017074181,,,,2.982925819
quartz,kripke.exe,0.0833,63500000,141625000,47312500,382875000,0,0,0,0,835.90625,43317785.59,31186727.84,69912.75,2106186.969,17562500,0.085351437,,,,4.912648563
quartz,kripke.exe,0.05,9555555.556,58972222.22,13305555.56,130083333.3,1111111.111,1611111.111,55555.55556,27777.77778,4.305555556,29436712.22,13251835.6,525.0555556,30141.90278,5638888.889,0.023266986,,,,2.976733014
quartz,kripke.exe,0.0666,82062500,205062500,65437500,546812500,1000000,0,0,0,855.75,65148678.06,31506175.5,67699.0625,2106053.313,15687500,0.096743375,,,,3.899256625
quartz,kripke.exe,0.0666,16000000,91500000,21194444.44,208722222.2,1250000,2444444.444,55555.55556,27777.77778,13.41666667,43756444.24,13285598.47,525.0555556,30141.91667,6166666.667,0.032141056,,,,3.963858944
quartz,kripke.exe,0.25,442375000,641812500,262937500,2036312500,1375000,0,0,0,894,100045170.3,32288028.66,69911.78125,2106186.938,17250000,0.12476025,,,,14.87523975
quartz,kripke.exe,0.0666,24277777.78,133305555.6,31333333.33,309638888.9,1666666.667,3527777.778,83333.33333,27777.77778,3.847222222,62203809.68,13375100.53,525.0555556,30141.90278,6388888.889,0.041797708,,,,3.954202292
quartz,kripke.exe,0.0833,108437500,363062500,103562500,924437500,2125000,0,0,0,850.78125,137792194.1,31331438.44,67669,2106052.375,15375000,0.150090469,,,,4.847909531
quartz,kripke.exe,0.05,5250000,47055555.56,9055555.556,88222222.22,1722222.222,1333333.333,83333.33333,55555.55556,21.18055556,26585128.22,26766810.6,525.0555556,30141.91667,11888888.89,0.025583042,,,,2.974416958
quartz,kripke.exe,0.0833,76125000,183125000,58187500,469750000,0,0,0,0,820.6875,61383670.69,62997613.75,67699.0625,2106053.313,26250000,0.251086813,,,,4.746913188
quartz,kripke.exe,0.0833,13583333.33,85666666.67,17166666.67,179333333.3,1750000,2138888.889,83333.33333,55555.55556,13.33333333,40702451.38,26724090.72,525.0555556,30141.90278,11861111.11,0.034571944,,,,4.963428056
quartz,kripke.exe,0.0666,94437500,271687500,77187500,678625000,1125000,0,0,0,828.59375,92983264.78,63014238.91,67669,2106052.375,27812500,0.135259219,,,,3.860740781
quartz,kripke.exe,0.0833,26972222.22,149416666.7,30666666.67,329638888.9,2222222.222,3416666.667,111111.1111,55555.55556,16.48611111,64141582.83,26628645.38,525.0555556,30141.91667,12305555.56,0.054896889,,,,4.943103111
quartz,kripke.exe,0.1333,129125000,415187500,110187500,1027437500,2062500,0,0,0,849.03125,145832257.3,63365679.84,69912.75,2106186.969,24250000,0.319521469,,,,7.678478531
quartz,kripke.exe,0.15,46055555.56,239111111.1,49555555.56,541166666.7,2833333.333,5194444.444,138888.8889,55555.55556,4.319444444,97086100.24,26672454.13,525.0555556,30141.91667,12083333.33,0.150898333,,,,8.849101667
quartz,kripke.exe,0.1166,169312500,628625000,154812500,1523562500,312500,1937500,0,0,830.0625,220088545.8,63045855.41,67638,2106051.406,24125000,0.290167531,,,,6.705832469
quartz,kripke.exe,0.15,70611111.11,354388888.9,73888888.89,813083333.3,3333333.333,7555555.556,166666.6667,83333.33333,11.27777778,139338820.7,26663306.61,525.0555556,30141.91667,13138888.89,0.102744778,,,,8.897255222
quartz,kripke.exe,0.1,223687500,873687500,209062500,2109937500,4437500,3187500,0,0,857.28125,314926429.9,63640037.25,69912.75,2106186.969,25312500,0.522585469,,,,5.477414531
quartz,kripke.exe,0.0333,1277777.778,10833333.33,2138888.889,20166666.67,416666.6667,305555.5556,0,0,12.20833333,6478693.278,6722623.153,525.0555556,30141.91667,2083333.333,0.00686925,,,,1.99113075
quartz,kripke.exe,0.0666,46875000,73187500,29125000,222000000,0,0,0,0,825.9375,15134977.78,16340301.81,69912.75,2106186.969,2937500,0.050736594,,,,3.945263406
quartz,kripke.exe,0.0333,2166666.667,16277777.78,3638888.889,33527777.78,444444.4444,500000,0,0,13.47222222,9287385.375,6729215.083,525.0555556,30141.90278,2166666.667,0.008040194,,,,1.989959806
quartz,kripke.exe,0.0666,53312500,90875000,34875000,270375000,0,0,0,0,793.90625,22088206.34,16352723.44,67698.125,2106053.281,3750000,0.052237281,,,,3.943762719
quartz,kripke.exe,0.0333,3888888.889,25666666.67,6166666.667,56694444.44,500000,777777.7778,0,0,9.25,14047894.49,6659738.306,525.0555556,30141.90278,2555555.556,0.010777375,,,,1.987222625
quartz,kripke.exe,0.0833,54312500,108250000,39125000,309875000,0,0,0,0,824.53125,33417835.59,16329205.69,67700,2106053.344,3875000,0.062762219,,,,4.935237781
quartz,kripke.exe,0.0333,6250000,38750000,9722222.222,88888888.89,583333.3333,1166666.667,27777.77778,0,12.77777778,20695062.33,6704824.375,525.0555556,30141.90278,2555555.556,0.014277111,,,,1.983722889
quartz,kripke.exe,0.0666,57312500,135750000,46125000,375562500,687500,0,0,0,836.78125,48766975.75,16242681.28,69878.8125,2106185.906,4750000,0.070965813,,,,3.925034188
quartz,kripke.exe,0.05,9305555.556,55611111.11,14250000,130444444.4,583333.3333,1694444.444,27777.77778,0,23.75,29214884.46,6754834.958,525.0555556,30141.88889,3222222.222,0.019449333,,,,2.980550667
quartz,kripke.exe,0.1,65500000,176000000,57562500,475812500,812500,0,0,0,862.25,65970532.06,16053845.56,69912.75,2106186.969,5937500,0.085397438,,,,5.914602563
quartz,cosmoflow,0.0333,177166666.7,248305555.6,25833333.33,620472222.2,27777.77778,0,0,0,4382.277778,9470763.681,2138761.958,525.0555556,30141.90278,11055555.56,0.210431236,,,,1.787568764
quartz,cosmoflow,0.0833,252962963,574666666.7,242222222.2,1706222222,10592592.59,5185185.185,888888.8889,74074.07407,220914.5926,420164124.3,76087713.33,56077.62963,2105295.778,88740740.74,0.464648,,,,4.533352
quartz,cosmoflow,0.05,161138888.9,228527777.8,25305555.56,572305555.6,0,0,0,0,6657.347222,13914286.15,2974971.917,525.0555556,30141.88889,13222222.22,0.280699431,,,,2.719300569
quartz,cosmoflow,0.0666,346000000,856222222.2,356592592.6,2506592593,14740740.74,8296296.296,2222222.222,740740.7407,365433.3333,696047681.1,125227832.3,63869.2963,2105701.889,150074074.1,0.711145333,,,,3.284854667
quartz,cosmoflow,0.05,161805555.6,233083333.3,26500000,585388888.9,27777.77778,27777.77778,0,0,9815.861111,21109198.51,4262137.75,525.0555556,30141.90278,16583333.33,0.298262181,,,,2.701737819
quartz,cosmoflow,0.1,767777777.8,1548666667,651851851.9,4675333333,22740740.74,13333333.33,3555555.556,1333333.333,528076.8889,1015222669,178954050.7,66492.59259,2105838.37,227851851.9,1.261927,,,,4.738073
quartz,cosmoflow,0.0333,221250000,320138888.9,37055555.56,803166666.7,0,27777.77778,0,0,13730.31944,28171775.35,5936978.972,525.0555556,30141.875,27861111.11,0.375720917,,,,1.622279083
quartz,cosmoflow,0.0833,1114740741,2229407407,940814814.8,6746444444,32962962.96,18740740.74,5185185.185,1703703.704,768185.7407,1485206638,270656018.5,53471.88889,2105159.926,301407407.4,1.809258556,,,,3.188741444
quartz,cosmoflow,0.05,217361111.1,321416666.7,38888888.89,807972222.2,0,27777.77778,0,0,18742.69444,37435115.01,8185867.125,525.0555556,30141.90278,37138888.89,0.495689125,,,,2.504310875
quartz,cosmoflow,0.1166,1430370370,2975555556,1254740741,8935851852,47777777.78,25481481.48,7037037.037,2814814.815,1027657.074,1988377719,351929658.4,63894.33333,2105702.889,440000000,2.362952519,,,,4.633047481
quartz,cosmoflow,0.05,266972222.2,397194444.4,48916666.67,997055555.6,55555.55556,27777.77778,0,0,24313.33333,49074090.44,10692962.49,525.0555556,30141.90278,46194444.44,0.636478194,,,,2.363521806
quartz,cosmoflow,0.1166,1906000000,3928962963,1656740741,11823777778,40666666.67,35851851.85,7185185.185,4370370.37,1363134.889,2645940323,487297464.9,53501.37037,2105161.111,571703703.7,3.234109407,,,,3.761890593
quartz,cosmoflow,0.05,269222222.2,409611111.1,53222222.22,1030194444,416666.6667,55555.55556,0,27777.77778,31181.81944,62911631.97,13492087.38,525.0555556,30141.90278,65694444.44,0.632446042,,,,2.367553958
quartz,cosmoflow,0.15,2424444444,5046370370,2011851852,14907185185,78370370.37,46000000,12888888.89,5185185.185,1728641.259,3349506529,596765934.2,58697.85185,2105432,795777777.8,4.201257296,,,,4.798742704
quartz,minigan,0.05,192888888.9,272138888.9,29611111.11,681777777.8,27777.77778,27777.77778,0,0,6128.361111,14791285.4,3200073.875,525.0555556,30141.90278,18500000,0.379660597,,,,2.620339403
quartz,minigan,0.1,358592592.6,844740740.7,346074074.1,2471111111,15259259.26,8370370.37,1555555.556,666666.6667,344952.963,657484141.1,117406516.8,53501.37037,2105161.111,129407407.4,0.717087481,,,,5.282912519
quartz,minigan,0.0333,225416666.7,320416666.7,35583333.33,802611111.1,0,27777.77778,0,0,9581.458333,24425780.18,4462536.125,525.0555556,30141.90278,18916666.67,0.418585111,,,,1.579414889
quartz,minigan,0.1,522666666.7,1287629630,534814814.8,3761037037,25259259.26,12962962.96,3555555.556,1407407.407,543948.2222,1041073755,189023827.2,58697.81481,2105431.926,214518518.5,1.051961259,,,,4.948038741
quartz,minigan,0.05,330083333.3,471000000,51972222.22,1178500000,27777.77778,0,0,0,14272.58333,29742957.28,6332422.139,525.0555556,30141.88889,29222222.22,0.456322,,,,2.543678
quartz,minigan,0.1,1112370370,2294518519,933407407.4,6823259259,21111111.11,21037037.04,4222222.222,2222222.222,771215.2222,1484491244,265338131.8,53501.33333,2105161.037,324000000,1.873831778,,,,4.126168222
quartz,minigan,0.05,280388888.9,410111111.1,48472222.22,1029888889,27777.77778,27777.77778,0,0,20018.79167,41620070.88,8883175.139,525.0555556,30141.90278,41916666.67,0.689692972,,,,2.310307028
quartz,minigan,0.1166,1558814815,3244222222,1318074074,9637481481,35851851.85,28370370.37,6444444.444,3703703.704,1097586.667,2120986832,391562573.3,58651.85185,2105430.296,474074074.1,2.586257111,,,,4.409742889
quartz,minigan,0.0333,336722222.2,496361111.1,60083333.33,1246666667,138888.8889,55555.55556,0,27777.77778,27141.41667,54701036.43,12219846.94,525.0555556,30141.90278,55916666.67,0.699085958,,,,1.298914042
quartz,minigan,0.1333,2023481481,4337111111,1724888889,12740814815,50074074.07,39259259.26,8592592.593,4740740.741,1535159.778,2978434782,529800728.6,53500.62963,2105161.074,617111111.1,3.518849593,,,,4.479150407
quartz,minigan,0.05,377472222.2,564388888.9,70055555.56,1418416667,1722222.222,55555.55556,0,27777.77778,35667.44444,73537297.71,16087750.83,525.0555556,30141.90278,78722222.22,0.846745097,,,,2.153254903
quartz,minigan,0.15,2977777778,6011777778,2537925926,18161259259,65629629.63,52888888.89,11037037.04,6518518.519,2090054,4056754224,746635841.3,56077.62963,2105295.778,870518518.5,4.859639852,,,,4.140360148
quartz,minigan,0.05,443055555.6,667416666.7,84944444.44,1678944444,1805555.556,138888.8889,0,27777.77778,46674.69444,93078590.57,20380351.03,525.0555556,30141.90278,99000000,0.841145069,,,,2.158854931
quartz,minigan,0.1666,3492444444,7446740741,3026370370,22046518519,98666666.67,68740740.74,18000000,8000000,2708395.222,5251880422,936064195.7,61296.11111,2105567.481,1167111111,6.272721593,,,,3.723278407
quartz,miniqmc,0.05,250611111.1,352805555.6,38638888.89,885222222.2,55555.55556,0,0,0,7948.319444,21331856.18,4297165.5,525.0555556,30141.88889,17444444.44,0.624081708,,,,2.375918292
quartz,miniqmc,0.1,448444444.4,1115037037,467185185.2,3245481481,14814814.81,11481481.48,2000000,1333333.333,458785.2963,874508932,179669684.9,63868.40741,2105701.852,177703703.7,0.940452259,,,,5.059547741
quartz,miniqmc,0.05,342194444.4,485666666.7,53194444.44,1215916667,0,27777.77778,0,0,12505.38889,31270260.32,5968108.208,525.0555556,30141.88889,33027777.78,0.398848069,,,,2.601151931
quartz,miniqmc,0.1,624370370.4,1685555556,647333333.3,4709629630,31407407.41,18000000,5259259.259,2074074.074,724075.0741,1385995976,289471046.3,61295.25926,2105567.444,293481481.5,1.404287148,,,,4.595712852
quartz,miniqmc,0.0333,412000000,587888888.9,65305555.56,1474111111,27777.77778,55555.55556,0,0,18545.20833,39454580.15,8436323.861,525.0555556,30141.88889,39111111.11,0.756793792,,,,1.241206208
quartz,miniqmc,0.1166,1541407407,3185777778,1306962963,9415185185,38888888.89,28222222.22,6962962.963,3037037.037,1075597.963,2069342984,462895393.5,58651.81481,2105430.222,437037037,2.519652259,,,,4.476347741
quartz,miniqmc,0.05,351916666.7,515972222.2,62000000,1295694444,416666.6667,0,0,0,26422.625,55735466,11844056.71,525.0555556,30141.90278,61888888.89,0.807838181,,,,2.192161819
quartz,miniqmc,0.1166,2212666667,4537037037,1890370370,13489925926,58370370.37,38296296.3,9777777.778,5333333.333,1526959.259,2959965457,676696742.1,53501.33333,2105161.037,607851851.9,3.450269222,,,,3.545730778
quartz,miniqmc,0.05,422361111.1,625722222.2,76472222.22,1572027778,1500000,83333.33333,0,0,35865.625,73982926.31,16295386.74,525.0555556,30141.90278,73638888.89,1.079535403,,,,1.920464597
quartz,miniqmc,0.15,2694296296,5889185185,2331555556,17091333333,56740740.74,53037037.04,11037037.04,6592592.593,2046623.778,3969132370,895382252.1,61296.07407,2105567.407,859259259.3,4.664657519,,,,4.335342481
quartz,miniqmc,0.05,530833333.3,789500000,97194444.44,1982833333,1666666.667,277777.7778,0,27777.77778,47372.27778,98314698.93,21271712.86,525.0555556,30141.88889,97166666.67,1.268850014,,,,1.731149986
quartz,miniqmc,0.1833,3522740741,7796296296,3184666667,22806740741,99703703.7,71703703.7,16888888.89,9037037.037,2779402.778,5398086200,1272835908,56055.59259,2105294.889,1152444444,6.500807889,,,,4.497192111
quartz,miniqmc,0.05,639722222.2,955833333.3,119222222.2,2403305556,2055555.556,2000000,0,55555.55556,61250.47222,121561576.2,27072942.58,525.0555556,30141.88889,124611111.1,1.537649736,,,,1.462350264
quartz,miniqmc,0.2,4986666667,10503407407,4465925926,31303703704,116074074.1,90222222.22,22518518.52,11481481.48,3448976.593,6679013629,1461233059,53501.37037,2105161.111,1515851852,8.07123937,,,,3.92876063
quartz,minitri,0.05,276000000,391416666.7,43944444.44,981805555.6,0,0,0,0,9814.847222,22952674.4,5325253.222,525.0555556,30141.88889,28638888.89,0.575119681,,,,2.424880319
quartz,minitri,0.0833,532888888.9,1361111111,535925925.9,3856148148,23037037.04,15037037.04,3555555.556,1777777.778,556657.3704,1066364420,270784468.9,63862,2105701.741,217777777.8,1.170999963,,,,3.827000037
quartz,minitri,0.05,394944444.4,560527777.8,61472222.22,1406916667,0,55555.55556,0,0,15544.38889,34669825,7388681.139,525.0555556,30141.90278,39138888.89,0.657061847,,,,2.342938153
quartz,minitri,0.1,846666666.7,2211851852,885925925.9,6260962963,32962962.96,22814814.81,6222222.222,2888888.889,902745.963,1729691348,396551066.7,63893.44444,2105702.852,368222222.2,1.743914111,,,,4.256085889
quartz,minitri,0.05,338888888.9,494305555.6,58972222.22,1242138889,388888.8889,27777.77778,0,0,22992.79167,52131670,10512477.47,525.0555556,30141.88889,46694444.44,0.741442708,,,,2.258557292
quartz,minitri,0.1166,1942888889,4080148148,1636074074,11880888889,48888888.89,35333333.33,9333333.333,3703703.704,1341708.593,2584916933,697524032.9,63894.33333,2105702.889,555555555.6,3.05604863,,,,3.93995137
quartz,minitri,0.05,456722222.2,668305555.6,79583333.33,1677722222,1361111.111,55555.55556,0,0,32728.81944,68736750.44,14799208.15,525.0555556,30141.90278,64638888.89,1.274677097,,,,1.725322903
quartz,minitri,0.1333,2728370370,5756296296,2424296296,17013481481,68074074.07,47925925.93,12222222.22,6296296.296,1864982.778,3609230110,1031085152,48304.18519,2104890.111,745555555.6,4.314527704,,,,3.683472296
quartz,minitri,0.05,504138888.9,749305555.6,92916666.67,1882666667,1666666.667,194444.4444,0,0,44579.31944,92674329.11,20328253.54,525.0555556,30141.90278,98777777.78,0.901176819,,,,2.098823181
quartz,minitri,0.1666,3495259259,7521111111,2976444444,21772444444,105481481.5,68370370.37,17703703.7,8888888.889,2614190.852,5074570106,1381464788,61296.07407,2105567.407,1088296296,5.859346704,,,,4.136653296
quartz,minitri,0.05,613111111.1,917611111.1,114888888.9,2305194444,2722222.222,1861111.111,0,55555.55556,59334.22222,122557352.5,26649786.74,525.0555556,30141.90278,119694444.4,1.622850056,,,,1.377149944
quartz,minitri,0.2,4797851852,10288370370,4186518519,30001925926,107925925.9,90592592.59,19555555.56,11777777.78,3473356.926,6743077174,1872885814,56099.62963,2105296.593,1449259259,7.584361741,,,,4.415638259
quartz,minitri,0.05,783805555.6,1174000000,146694444.4,2949500000,3500000,2000000,0,55555.55556,76363.47222,149232712.2,33841763.38,525.0555556,30141.90278,157361111.1,1.827596222,,,,1.172403778
quartz,minitri,0.25,6143851852,13159111111,5395259259,38521851852,125555555.6,116518518.5,26000000,14592592.59,4510672.852,8741768310,2255886942,58697,2105431.889,1961629630,10.20011911,,,,4.799880889
quartz,comd,0.0333,71111111.11,100027777.8,10694444.44,250750000,0,0,0,0,2441.055556,5215187.5,1090297.056,525.0555556,30141.90278,4555555.556,0.131408986,,,,1.866591014
quartz,comd,0.0666,131259259.3,293333333.3,125481481.5,877777777.8,4148148.148,2148148.148,74074.07407,0,115274.2222,218126379.6,38645293.44,53480.40741,2105160.407,44222222.22,0.244355815,,,,3.751644185
quartz,comd,0.0333,87194444.44,123111111.1,13694444.44,308416666.7,0,0,0,0,3709.513889,7202532.917,1510570.611,525.0555556,30141.90278,6166666.667,0.171387181,,,,1.826612819
quartz,comd,0.0666,182740740.7,441185185.2,183925925.9,1291185185,9333333.333,3703703.704,962962.963,0,187163.7778,353353775.1,63202663.3,50883.11111,2105024.889,71333333.33,0.370446148,,,,3.625553852
quartz,comd,0.0333,118916666.7,168555555.6,18250000,422416666.7,0,0,0,0,5539.569444,9971515.194,2139678.528,525.0555556,30141.90278,8611111.111,0.142724444,,,,1.855275556
quartz,comd,0.0833,380074074.1,778592592.6,317407407.4,2321629630,13703703.7,6518518.519,1407407.407,0,267868.4815,511496034.1,89948447.78,61272.07407,2105566.519,112296296.3,0.653237333,,,,4.344762667
quartz,comd,0.0333,102694444.4,149638888.9,17194444.44,374750000,0,0,0,0,7393.597222,13828717.53,3005817.736,525.0555556,30141.90278,13972222.22,0.211411653,,,,1.786588347
quartz,comd,0.0833,585481481.5,1156814815,497925925.9,3529703704,18592592.59,9111111.111,2444444.444,518518.5185,379011.7037,731046526,132402552.4,61295.25926,2105567.444,165703703.7,0.921806185,,,,4.076193815
quartz,comd,0.0333,114472222.2,168916666.7,20638888.89,423583333.3,0,27777.77778,0,0,10375.80556,18990453.94,4111417.083,525.0555556,30141.90278,16083333.33,0.289607708,,,,1.708392292
quartz,comd,0.0833,755407407.4,1519407407,652296296.3,4616148148,24888888.89,12740740.74,3333333.333,1407407.407,507049.037,978434400.8,175220651.1,58674.85185,2105431.148,224518518.5,1.256069926,,,,3.741930074
quartz,comd,0.0333,151666666.7,223750000,26583333.33,561527777.8,27777.77778,0,0,0,13239.625,24948768.08,5322109.875,525.0555556,30141.90278,25388888.89,0.313235236,,,,1.684764764
